|dates|Lincoln_Kansas_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Kansas_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|339.0|0|339.0|0|5.0|0|0.0|100
0|2021-10-18|342.0|0|342.0|0|5.0|0|0.0|100
0|2021-10-19|342.0|0|342.0|0|5.0|0|0.0|100
0|2021-10-20|345.0|0|345.0|0|5.0|0|0.0|100
0|2021-10-21|345.0|0|345.0|0|5.0|0|0.0|100
0|2021-10-22|349.0|0|349.0|0|5.0|0|0.0|100
0|2021-10-23|349.0|0|349.0|0|5.0|0|0.0|100
0|2021-10-24|349.0|0|349.0|0|5.0|0|0.0|100
0|2021-10-25|354.0|0|354.0|0|5.0|0|0.0|100
0|2021-10-26|354.0|0|354.0|0|5.0|0|0.0|100
0|2021-10-27|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-10-28|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-10-29|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-10-30|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-10-31|362.0|0|362.0|0|6.0|0|0.0|100
0|2021-11-01|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-11-02|364.0|0|364.0|0|6.0|0|0.0|100
0|2021-11-03|369.0|0|369.0|0|6.0|0|0.0|100
0|2021-11-04|369.0|0|369.0|0|6.0|0|0.0|100
0|2021-11-05|374.0|0|374.0|0|6.0|0|0.0|100
0|2021-11-06|374.0|0|374.0|0|6.0|0|0.0|100
0|2021-11-07|374.0|0|374.0|0|6.0|0|0.0|100
0|2021-11-08|377.0|0|377.0|0|6.0|0|0.0|100
0|2021-11-09|377.0|0|377.0|0|6.0|0|0.0|100
0|2021-11-10|377.0|0|380.0|0|6.0|0|0.0|100
0|2021-11-11|380.0|0|380.0|0|6.0|0|0.0|100
0|2021-11-12|380.0|0|380.0|0|6.0|0|0.0|100
0|2021-11-13|380.0|0|380.0|0|6.0|0|0.0|100
0|2021-11-14|380.0|0|380.0|0|6.0|0|0.0|100
0|2021-11-15|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-11-16|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-11-17|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-11-18|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-11-19|389.0|0|389.0|0|6.0|0|0.0|100
0|2021-11-20|389.0|0|389.0|0|6.0|0|0.0|100
0|2021-11-21|389.0|0|389.0|0|6.0|0|0.0|100
0|2021-11-22|391.0|0|391.0|0|6.0|0|0.0|100
0|2021-11-23|391.0|0|391.0|0|6.0|0|0.0|100
0|2021-11-24|391.0|0|396.0|0|6.0|0|0.0|100
0|2021-11-25|396.0|0|396.0|0|6.0|0|0.0|100
0|2021-11-26|396.0|0|396.0|0|6.0|0|0.0|100
0|2021-11-27|396.0|0|396.0|0|6.0|0|0.0|100
0|2021-11-28|396.0|0|396.0|0|6.0|0|0.0|100
0|2021-11-29|398.0|0|398.0|0|7.0|0|0.0|100
0|2021-11-30|398.0|0|398.0|0|7.0|0|0.0|100
0|2021-12-01|403.0|0|403.0|0|7.0|0|0.0|100
0|2021-12-02|403.0|0|403.0|0|7.0|0|0.0|100
0|2021-12-03|403.0|0|410.0|0|7.0|0|0.0|100
0|2021-12-04|410.0|0|410.0|0|7.0|0|0.0|100
0|2021-12-05|410.0|0|410.0|0|7.0|0|0.0|100
0|2021-12-06|414.0|0|414.0|0|7.0|0|0.0|100
0|2021-12-07|414.0|0|414.0|0|7.0|0|0.0|100
0|2021-12-08|418.0|0|418.0|0|7.0|0|0.0|100
0|2021-12-09|418.0|0|418.0|0|7.0|0|0.0|100
0|2021-12-10|422.0|0|422.0|0|7.0|0|0.0|100
0|2021-12-11|422.0|0|422.0|0|7.0|0|0.0|100
0|2021-12-12|422.0|0|422.0|0|7.0|0|0.0|100
0|2021-12-13|422.0|0|422.0|0|7.0|0|0.0|100
0|2021-12-14|422.0|0|422.0|0|7.0|0|0.0|100
0|2021-12-15|426.0|0|426.0|0|7.0|0|0.0|100
0|2021-12-16|426.0|0|426.0|0|7.0|0|0.0|100
0|2021-12-17|430.0|0|430.0|0|7.0|0|0.0|100
0|2021-12-18|430.0|0|430.0|0|7.0|0|0.0|100
0|2021-12-19|430.0|0|430.0|0|7.0|0|0.0|100
0|2021-12-20|431.0|0|431.0|0|7.0|0|0.0|100
0|2021-12-21|431.0|0|431.0|0|7.0|0|0.0|100
0|2021-12-22|440.0|0|440.0|0|7.0|0|0.0|100
0|2021-12-23|440.0|0|440.0|0|7.0|0|0.0|100
0|2021-12-24|440.0|0|440.0|0|7.0|0|0.0|100
0|2021-12-25|440.0|0|440.0|0|7.0|0|0.0|100
0|2021-12-26|440.0|0|440.0|0|7.0|0|0.0|100
0|2021-12-27|443.0|0|443.0|0|7.0|0|0.0|100
0|2021-12-28|443.0|0|443.0|0|7.0|0|0.0|100
0|2021-12-29|448.0|0|448.0|0|7.0|0|0.0|100
0|2021-12-30|448.0|0|448.0|0|7.0|0|0.0|100
0|2021-12-31|448.0|0|448.0|0|7.0|0|0.0|100
0|2022-01-01|448.0|0|448.0|0|7.0|0|0.0|100
0|2022-01-02|448.0|0|448.0|0|7.0|0|0.0|100
0|2022-01-03|450.0|0|450.0|0|7.0|0|0.0|100
0|2022-01-04|450.0|0|450.0|0|7.0|0|0.0|100
0|2022-01-05|465.0|0|465.0|0|7.0|0|0.0|100
0|2022-01-06|465.0|0|465.0|0|7.0|0|0.0|100
0|2022-01-07|476.0|0|476.0|0|7.0|0|0.0|100
0|2022-01-08|476.0|0|476.0|0|7.0|0|0.0|100
0|2022-01-09|476.0|0|476.0|0|7.0|0|0.0|100
