|dates|Wasatch_Utah_UnitedStates.JHU_ConfirmedCases.data|Wasatch_Utah_UnitedStates.JHU_ConfirmedCases.missing|Wasatch_Utah_UnitedStates.NYT_ConfirmedCases.data|Wasatch_Utah_UnitedStates.NYT_ConfirmedCases.missing|Wasatch_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Wasatch_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Wasatch_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Wasatch_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|6236.0|0|6236.0|0|28.0|0|0.0|100
0|2021-11-09|6272.0|0|6272.0|0|28.0|0|0.0|100
0|2021-11-10|6272.0|0|6307.0|0|28.0|0|0.0|100
0|2021-11-11|6307.0|0|6307.0|0|28.0|0|0.0|100
0|2021-11-12|6366.0|0|6366.0|0|28.0|0|0.0|100
0|2021-11-13|6366.0|0|6366.0|0|28.0|0|0.0|100
0|2021-11-14|6366.0|0|6366.0|0|28.0|0|0.0|100
0|2021-11-15|6423.0|0|6423.0|0|29.0|0|0.0|100
0|2021-11-16|6451.0|0|6451.0|0|29.0|0|0.0|100
0|2021-11-17|6480.0|0|6480.0|0|29.0|0|0.0|100
0|2021-11-18|6488.0|0|6488.0|0|29.0|0|0.0|100
0|2021-11-19|6513.0|0|6513.0|0|29.0|0|0.0|100
0|2021-11-20|6513.0|0|6513.0|0|29.0|0|0.0|100
0|2021-11-21|6513.0|0|6513.0|0|29.0|0|0.0|100
0|2021-11-22|6564.0|0|6564.0|0|29.0|0|0.0|100
0|2021-11-23|6587.0|0|6587.0|0|29.0|0|0.0|100
0|2021-11-24|6602.0|0|6602.0|0|29.0|0|0.0|100
0|2021-11-25|6602.0|0|6602.0|0|29.0|0|0.0|100
0|2021-11-26|6629.0|0|6629.0|0|29.0|0|0.0|100
0|2021-11-27|6629.0|0|6629.0|0|29.0|0|0.0|100
0|2021-11-28|6629.0|0|6629.0|0|29.0|0|0.0|100
0|2021-11-29|6656.0|0|6656.0|0|29.0|0|0.0|100
0|2021-11-30|6685.0|0|6685.0|0|29.0|0|0.0|100
0|2021-12-01|6709.0|0|6709.0|0|29.0|0|0.0|100
0|2021-12-02|6727.0|0|6727.0|0|29.0|0|0.0|100
0|2021-12-03|6734.0|0|6734.0|0|29.0|0|0.0|100
0|2021-12-04|6734.0|0|6734.0|0|29.0|0|0.0|100
0|2021-12-05|6734.0|0|6734.0|0|29.0|0|0.0|100
0|2021-12-06|6772.0|0|6772.0|0|29.0|0|0.0|100
0|2021-12-07|6785.0|0|6785.0|0|30.0|0|0.0|100
0|2021-12-08|6796.0|0|6796.0|0|30.0|0|0.0|100
0|2021-12-09|6804.0|0|6804.0|0|31.0|0|0.0|100
0|2021-12-10|6812.0|0|6812.0|0|31.0|0|0.0|100
0|2021-12-11|6812.0|0|6812.0|0|31.0|0|0.0|100
0|2021-12-12|6812.0|0|6812.0|0|31.0|0|0.0|100
0|2021-12-13|6831.0|0|6831.0|0|31.0|0|0.0|100
0|2021-12-14|6831.0|0|6843.0|0|31.0|0|0.0|100
0|2021-12-15|6853.0|0|6853.0|0|31.0|0|0.0|100
0|2021-12-16|6858.0|0|6858.0|0|31.0|0|0.0|100
0|2021-12-17|6867.0|0|6867.0|0|31.0|0|0.0|100
0|2021-12-18|6867.0|0|6867.0|0|31.0|0|0.0|100
0|2021-12-19|6867.0|0|6867.0|0|31.0|0|0.0|100
0|2021-12-20|6884.0|0|6884.0|0|31.0|0|0.0|100
0|2021-12-21|6898.0|0|6898.0|0|31.0|0|0.0|100
0|2021-12-22|6917.0|0|6917.0|0|31.0|0|0.0|100
0|2021-12-23|6926.0|0|6926.0|0|31.0|0|0.0|100
0|2021-12-24|6926.0|0|6926.0|0|31.0|0|0.0|100
0|2021-12-25|6926.0|0|6926.0|0|31.0|0|0.0|100
0|2021-12-26|6926.0|0|6926.0|0|31.0|0|0.0|100
0|2021-12-27|6999.0|0|6999.0|0|31.0|0|0.0|100
0|2021-12-28|7058.0|0|7058.0|0|31.0|0|0.0|100
0|2021-12-29|7111.0|0|7111.0|0|31.0|0|0.0|100
0|2021-12-30|7186.0|0|7186.0|0|31.0|0|0.0|100
0|2021-12-31|7186.0|0|7186.0|0|31.0|0|0.0|100
0|2022-01-01|7186.0|0|7186.0|0|31.0|0|0.0|100
0|2022-01-02|7186.0|0|7186.0|0|31.0|0|0.0|100
0|2022-01-03|7454.0|0|7454.0|0|31.0|0|0.0|100
0|2022-01-04|7540.0|0|7540.0|0|31.0|0|0.0|100
0|2022-01-05|7627.0|0|7627.0|0|31.0|0|0.0|100
0|2022-01-06|7759.0|0|7759.0|0|31.0|0|0.0|100
0|2022-01-07|7880.0|0|7880.0|0|31.0|0|0.0|100
0|2022-01-08|7880.0|0|7880.0|0|31.0|0|0.0|100
0|2022-01-09|7880.0|0|7880.0|0|31.0|0|0.0|100
0|2022-01-10|8206.0|0|8206.0|0|31.0|0|0.0|100
0|2022-01-11|8302.0|0|8302.0|0|31.0|0|0.0|100
0|2022-01-12|8457.0|0|8457.0|0|32.0|0|0.0|100
0|2022-01-13|8457.0|0|8618.0|0|32.0|0|0.0|100
0|2022-01-14|8692.0|0|8692.0|0|33.0|0|0.0|100
0|2022-01-15|8692.0|0|8692.0|0|33.0|0|0.0|100
0|2022-01-16|8692.0|0|8692.0|0|33.0|0|0.0|100
0|2022-01-17|8692.0|0|0.0|100|33.0|0|0.0|100
