|dates|Uintah_Utah_UnitedStates.JHU_ConfirmedCases.data|Uintah_Utah_UnitedStates.JHU_ConfirmedCases.missing|Uintah_Utah_UnitedStates.NYT_ConfirmedCases.data|Uintah_Utah_UnitedStates.NYT_ConfirmedCases.missing|Uintah_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Uintah_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Uintah_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Uintah_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6.0|0|4856.0|0|0.0|0|0.0|100
0|2021-10-18|6.0|0|4856.0|0|0.0|0|0.0|100
0|2021-10-19|6.0|0|4914.0|0|0.0|0|0.0|100
0|2021-10-20|6.0|0|4937.0|0|0.0|0|0.0|100
0|2021-10-21|6.0|0|4937.0|0|0.0|0|0.0|100
0|2021-10-22|6.0|0|4963.0|0|0.0|0|0.0|100
0|2021-10-23|6.0|0|4963.0|0|0.0|0|0.0|100
0|2021-10-24|6.0|0|4963.0|0|0.0|0|0.0|100
0|2021-10-25|6.0|0|5008.0|0|0.0|0|0.0|100
0|2021-10-26|6.0|0|5016.0|0|0.0|0|0.0|100
0|2021-10-27|6.0|0|5040.0|0|0.0|0|0.0|100
0|2021-10-28|6.0|0|5040.0|0|0.0|0|0.0|100
0|2021-10-29|6.0|0|5091.0|0|0.0|0|0.0|100
0|2021-10-30|6.0|0|5091.0|0|0.0|0|0.0|100
0|2021-10-31|6.0|0|5091.0|0|0.0|0|0.0|100
0|2021-11-01|6.0|0|5091.0|0|0.0|0|0.0|100
0|2021-11-02|6.0|0|5155.0|0|0.0|0|0.0|100
0|2021-11-03|6.0|0|5189.0|0|0.0|0|0.0|100
0|2021-11-04|6.0|0|5210.0|0|0.0|0|0.0|100
0|2021-11-05|6.0|0|5227.0|0|0.0|0|0.0|100
0|2021-11-06|6.0|0|5227.0|0|0.0|0|0.0|100
0|2021-11-07|6.0|0|5227.0|0|0.0|0|0.0|100
0|2021-11-08|6.0|0|5227.0|0|0.0|0|0.0|100
0|2021-11-09|6.0|0|5284.0|0|0.0|0|0.0|100
0|2021-11-10|6.0|0|5284.0|0|0.0|0|0.0|100
0|2021-11-11|6.0|0|5317.0|0|0.0|0|0.0|100
0|2021-11-12|6.0|0|5345.0|0|0.0|0|0.0|100
0|2021-11-13|6.0|0|5345.0|0|0.0|0|0.0|100
0|2021-11-14|6.0|0|5345.0|0|0.0|0|0.0|100
0|2021-11-15|6.0|0|5345.0|0|0.0|0|0.0|100
0|2021-11-16|6.0|0|5386.0|0|0.0|0|0.0|100
0|2021-11-17|6.0|0|5386.0|0|0.0|0|0.0|100
0|2021-11-18|6.0|0|5415.0|0|0.0|0|0.0|100
0|2021-11-19|6.0|0|5427.0|0|0.0|0|0.0|100
0|2021-11-20|6.0|0|5427.0|0|0.0|0|0.0|100
0|2021-11-21|6.0|0|5427.0|0|0.0|0|0.0|100
0|2021-11-22|6.0|0|5456.0|0|0.0|0|0.0|100
0|2021-11-23|6.0|0|5462.0|0|0.0|0|0.0|100
0|2021-11-24|6.0|0|5473.0|0|0.0|0|0.0|100
0|2021-11-25|6.0|0|5473.0|0|0.0|0|0.0|100
0|2021-11-26|6.0|0|5482.0|0|0.0|0|0.0|100
0|2021-11-27|6.0|0|5482.0|0|0.0|0|0.0|100
0|2021-11-28|6.0|0|5482.0|0|0.0|0|0.0|100
0|2021-11-29|6.0|0|5497.0|0|0.0|0|0.0|100
