|dates|Berkshire_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Berkshire_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Berkshire_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Berkshire_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Berkshire_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Berkshire_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Berkshire_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Berkshire_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-18|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-19|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-20|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-21|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-22|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-23|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-24|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-25|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-26|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-27|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-28|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-29|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-30|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-10-31|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-01|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-02|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-03|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-04|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-05|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-06|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-07|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-08|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-09|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-10|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
0|2021-11-11|57872.0|0|4340.0|0|6.976146081141902|0|62212.0|0
