|dates|Washington_Indiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Indiana_UnitedStates.NYT_ConfirmedCases.data|Washington_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Washington_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|3789.0|0|3790.0|0|54.0|0|0.0|100
0|2021-11-24|3806.0|0|3807.0|0|54.0|0|0.0|100
0|2021-11-25|3806.0|0|3807.0|0|54.0|0|0.0|100
0|2021-11-26|3806.0|0|3807.0|0|54.0|0|0.0|100
0|2021-11-27|3806.0|0|3807.0|0|54.0|0|0.0|100
0|2021-11-28|3806.0|0|3807.0|0|54.0|0|0.0|100
0|2021-11-29|3841.0|0|3842.0|0|54.0|0|0.0|100
0|2021-11-30|3854.0|0|3855.0|0|55.0|0|0.0|100
0|2021-12-01|3870.0|0|3871.0|0|56.0|0|0.0|100
0|2021-12-02|3870.0|0|3899.0|0|56.0|0|0.0|100
0|2021-12-03|3909.0|0|3910.0|0|56.0|0|0.0|100
0|2021-12-04|3909.0|0|3910.0|0|56.0|0|0.0|100
0|2021-12-05|3909.0|0|3910.0|0|56.0|0|0.0|100
0|2021-12-06|3936.0|0|3937.0|0|56.0|0|0.0|100
0|2021-12-07|3947.0|0|3948.0|0|56.0|0|0.0|100
0|2021-12-08|3967.0|0|3968.0|0|56.0|0|0.0|100
0|2021-12-09|3983.0|0|3984.0|0|56.0|0|0.0|100
0|2021-12-10|3999.0|0|4000.0|0|56.0|0|0.0|100
0|2021-12-11|3999.0|0|4000.0|0|56.0|0|0.0|100
0|2021-12-12|3999.0|0|4000.0|0|56.0|0|0.0|100
0|2021-12-13|4032.0|0|4033.0|0|56.0|0|0.0|100
0|2021-12-14|4032.0|0|4051.0|0|56.0|0|0.0|100
0|2021-12-15|4058.0|0|4059.0|0|57.0|0|0.0|100
0|2021-12-16|4072.0|0|4073.0|0|57.0|0|0.0|100
0|2021-12-17|4080.0|0|4081.0|0|57.0|0|0.0|100
0|2021-12-18|4080.0|0|4081.0|0|57.0|0|0.0|100
0|2021-12-19|4080.0|0|4081.0|0|57.0|0|0.0|100
0|2021-12-20|4106.0|0|4107.0|0|57.0|0|0.0|100
0|2021-12-21|4115.0|0|4116.0|0|57.0|0|0.0|100
0|2021-12-22|4121.0|0|4122.0|0|57.0|0|0.0|100
0|2021-12-23|4121.0|0|4122.0|0|57.0|0|0.0|100
0|2021-12-24|4121.0|0|4122.0|0|57.0|0|0.0|100
0|2021-12-25|4121.0|0|4122.0|0|57.0|0|0.0|100
0|2021-12-26|4121.0|0|4122.0|0|57.0|0|0.0|100
0|2021-12-27|4180.0|0|4181.0|0|57.0|0|0.0|100
0|2021-12-28|4201.0|0|4202.0|0|59.0|0|0.0|100
0|2021-12-29|4222.0|0|4223.0|0|59.0|0|0.0|100
0|2021-12-30|4253.0|0|4254.0|0|60.0|0|0.0|100
0|2021-12-31|4253.0|0|4254.0|0|60.0|0|0.0|100
0|2022-01-01|4253.0|0|4254.0|0|60.0|0|0.0|100
0|2022-01-02|4253.0|0|4254.0|0|60.0|0|0.0|100
0|2022-01-03|4305.0|0|4306.0|0|60.0|0|0.0|100
0|2022-01-04|4318.0|0|4319.0|0|61.0|0|0.0|100
0|2022-01-05|4350.0|0|4351.0|0|61.0|0|0.0|100
0|2022-01-06|4389.0|0|4390.0|0|62.0|0|0.0|100
0|2022-01-07|4421.0|0|4422.0|0|62.0|0|0.0|100
0|2022-01-08|4421.0|0|4422.0|0|62.0|0|0.0|100
0|2022-01-09|4421.0|0|4422.0|0|62.0|0|0.0|100
0|2022-01-10|4492.0|0|4493.0|0|64.0|0|0.0|100
0|2022-01-11|4514.0|0|4515.0|0|65.0|0|0.0|100
0|2022-01-12|4550.0|0|4551.0|0|65.0|0|0.0|100
0|2022-01-13|4550.0|0|4615.0|0|65.0|0|0.0|100
0|2022-01-14|4693.0|0|4694.0|0|66.0|0|0.0|100
0|2022-01-15|4693.0|0|4694.0|0|66.0|0|0.0|100
0|2022-01-16|4693.0|0|4694.0|0|66.0|0|0.0|100
0|2022-01-17|4820.0|0|0.0|100|67.0|0|0.0|100
