|dates|Erie_NewYork_UnitedStates.JHU_ConfirmedCases.data|Erie_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Erie_NewYork_UnitedStates.NYT_ConfirmedCases.data|Erie_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Erie_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Erie_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|136795.0|0|136795.0|0|2182.0|0|0.0|100
0|2021-12-20|137207.0|0|137207.0|0|2186.0|0|0.0|100
0|2021-12-21|137716.0|0|137716.0|0|2189.0|0|0.0|100
0|2021-12-22|138305.0|0|138305.0|0|2195.0|0|0.0|100
0|2021-12-23|139128.0|0|139128.0|0|2204.0|0|0.0|100
0|2021-12-24|139793.0|0|139793.0|0|2208.0|0|0.0|100
0|2021-12-25|139793.0|0|139793.0|0|2208.0|0|0.0|100
0|2021-12-26|141578.0|0|141578.0|0|2213.0|0|0.0|100
0|2021-12-27|142067.0|0|142067.0|0|2222.0|0|0.0|100
0|2021-12-28|142843.0|0|142843.0|0|2226.0|0|0.0|100
0|2021-12-29|144455.0|0|144455.0|0|2236.0|0|0.0|100
0|2021-12-30|146707.0|0|146707.0|0|2240.0|0|0.0|100
0|2021-12-31|148889.0|0|148889.0|0|2241.0|0|0.0|100
0|2022-01-01|148889.0|0|151262.0|0|2244.0|0|0.0|100
0|2022-01-02|148889.0|0|152780.0|0|2247.0|0|0.0|100
0|2022-01-03|154817.0|0|154817.0|0|2251.0|0|0.0|100
0|2022-01-04|156851.0|0|156851.0|0|2258.0|0|0.0|100
0|2022-01-05|159282.0|0|159282.0|0|2261.0|0|0.0|100
0|2022-01-06|161690.0|0|161690.0|0|2271.0|0|0.0|100
0|2022-01-07|165133.0|0|165133.0|0|2279.0|0|0.0|100
0|2022-01-08|168530.0|0|168530.0|0|2289.0|0|0.0|100
0|2022-01-09|171021.0|0|171021.0|0|2295.0|0|0.0|100
0|2022-01-10|172693.0|0|172693.0|0|2300.0|0|0.0|100
0|2022-01-11|174624.0|0|174624.0|0|2307.0|0|0.0|100
0|2022-01-12|177332.0|0|177332.0|0|2314.0|0|0.0|100
0|2022-01-13|177332.0|0|179275.0|0|2314.0|0|0.0|100
0|2022-01-14|182253.0|0|182253.0|0|2328.0|0|0.0|100
0|2022-01-15|184143.0|0|184143.0|0|2334.0|0|0.0|100
0|2022-01-16|185913.0|0|185913.0|0|2338.0|0|0.0|100
0|2022-01-17|187260.0|0|0.0|100|2346.0|0|0.0|100
