|dates|SilverBow_Montana_UnitedStates.JHU_ConfirmedCases.data|SilverBow_Montana_UnitedStates.JHU_ConfirmedCases.missing|SilverBow_Montana_UnitedStates.NYT_ConfirmedCases.data|SilverBow_Montana_UnitedStates.NYT_ConfirmedCases.missing|SilverBow_Montana_UnitedStates.JHU_ConfirmedDeaths.data|SilverBow_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|SilverBow_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|SilverBow_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|6071.0|0|6071.0|0|105.0|0|0.0|100
0|2021-11-18|6096.0|0|6096.0|0|107.0|0|0.0|100
0|2021-11-19|6122.0|0|6122.0|0|107.0|0|0.0|100
0|2021-11-20|6122.0|0|6122.0|0|107.0|0|0.0|100
0|2021-11-21|6122.0|0|6122.0|0|107.0|0|0.0|100
0|2021-11-22|6140.0|0|6140.0|0|107.0|0|0.0|100
0|2021-11-23|6149.0|0|6149.0|0|107.0|0|0.0|100
0|2021-11-24|6171.0|0|6171.0|0|107.0|0|0.0|100
0|2021-11-25|6171.0|0|6171.0|0|107.0|0|0.0|100
0|2021-11-26|6186.0|0|6186.0|0|107.0|0|0.0|100
0|2021-11-27|6186.0|0|6186.0|0|107.0|0|0.0|100
0|2021-11-28|6186.0|0|6186.0|0|107.0|0|0.0|100
0|2021-11-29|6186.0|0|6186.0|0|107.0|0|0.0|100
0|2021-11-30|6202.0|0|6202.0|0|107.0|0|0.0|100
0|2021-12-01|6233.0|0|6233.0|0|107.0|0|0.0|100
0|2021-12-02|6233.0|0|6243.0|0|107.0|0|0.0|100
0|2021-12-03|6253.0|0|6253.0|0|107.0|0|0.0|100
0|2021-12-04|6253.0|0|6253.0|0|107.0|0|0.0|100
0|2021-12-05|6253.0|0|6253.0|0|107.0|0|0.0|100
0|2021-12-06|6261.0|0|6261.0|0|113.0|0|0.0|100
0|2021-12-07|6277.0|0|6277.0|0|113.0|0|0.0|100
0|2021-12-08|6280.0|0|6280.0|0|113.0|0|0.0|100
0|2021-12-09|6286.0|0|6286.0|0|113.0|0|0.0|100
0|2021-12-10|6294.0|0|6294.0|0|118.0|0|0.0|100
0|2021-12-11|6294.0|0|6294.0|0|118.0|0|0.0|100
0|2021-12-12|6294.0|0|6294.0|0|118.0|0|0.0|100
0|2021-12-13|6297.0|0|6297.0|0|118.0|0|0.0|100
0|2021-12-14|6297.0|0|6306.0|0|118.0|0|0.0|100
0|2021-12-15|6315.0|0|6315.0|0|118.0|0|0.0|100
0|2021-12-16|6318.0|0|6318.0|0|117.0|0|0.0|100
0|2021-12-17|6335.0|0|6335.0|0|117.0|0|0.0|100
0|2021-12-18|6335.0|0|6335.0|0|117.0|0|0.0|100
0|2021-12-19|6335.0|0|6335.0|0|117.0|0|0.0|100
0|2021-12-20|6335.0|0|6335.0|0|117.0|0|0.0|100
0|2021-12-21|6337.0|0|6337.0|0|117.0|0|0.0|100
0|2021-12-22|6340.0|0|6340.0|0|118.0|0|0.0|100
0|2021-12-23|6345.0|0|6345.0|0|118.0|0|0.0|100
0|2021-12-24|6345.0|0|6345.0|0|118.0|0|0.0|100
0|2021-12-25|6345.0|0|6345.0|0|118.0|0|0.0|100
0|2021-12-26|6345.0|0|6345.0|0|118.0|0|0.0|100
0|2021-12-27|6346.0|0|6346.0|0|118.0|0|0.0|100
0|2021-12-28|6355.0|0|6355.0|0|118.0|0|0.0|100
0|2021-12-29|6362.0|0|6362.0|0|118.0|0|0.0|100
0|2021-12-30|6375.0|0|6375.0|0|118.0|0|0.0|100
0|2021-12-31|6375.0|0|6375.0|0|118.0|0|0.0|100
0|2022-01-01|6375.0|0|6375.0|0|118.0|0|0.0|100
0|2022-01-02|6375.0|0|6375.0|0|118.0|0|0.0|100
0|2022-01-03|6398.0|0|6398.0|0|118.0|0|0.0|100
0|2022-01-04|6406.0|0|6406.0|0|118.0|0|0.0|100
0|2022-01-05|6426.0|0|6426.0|0|118.0|0|0.0|100
0|2022-01-06|6427.0|0|6427.0|0|118.0|0|0.0|100
0|2022-01-07|6504.0|0|6504.0|0|118.0|0|0.0|100
0|2022-01-08|6504.0|0|6504.0|0|118.0|0|0.0|100
0|2022-01-09|6504.0|0|6504.0|0|118.0|0|0.0|100
0|2022-01-10|6568.0|0|6568.0|0|118.0|0|0.0|100
0|2022-01-11|6602.0|0|6602.0|0|118.0|0|0.0|100
0|2022-01-12|6646.0|0|6646.0|0|118.0|0|0.0|100
0|2022-01-13|6646.0|0|6708.0|0|118.0|0|0.0|100
0|2022-01-14|6754.0|0|6754.0|0|118.0|0|0.0|100
0|2022-01-15|6754.0|0|6754.0|0|118.0|0|0.0|100
0|2022-01-16|6754.0|0|6754.0|0|118.0|0|0.0|100
0|2022-01-17|6754.0|0|0.0|100|118.0|0|0.0|100
