|dates|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Multnomah_Oregon_UnitedStates.NYT_ConfirmedCases.data|Multnomah_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|58525.0|0|58525.0|0|778.0|0|0.0|100
0|2021-11-14|58525.0|0|58525.0|0|778.0|0|0.0|100
0|2021-11-15|58827.0|0|58827.0|0|792.0|0|0.0|100
0|2021-11-16|58932.0|0|58932.0|0|803.0|0|0.0|100
0|2021-11-17|59041.0|0|59041.0|0|805.0|0|0.0|100
0|2021-11-18|59179.0|0|59179.0|0|805.0|0|0.0|100
0|2021-11-19|59319.0|0|59319.0|0|809.0|0|0.0|100
0|2021-11-20|59319.0|0|59319.0|0|809.0|0|0.0|100
0|2021-11-21|59319.0|0|59319.0|0|809.0|0|0.0|100
0|2021-11-22|59604.0|0|59604.0|0|830.0|0|0.0|100
0|2021-11-23|59683.0|0|59683.0|0|833.0|0|0.0|100
0|2021-11-24|59768.0|0|59768.0|0|836.0|0|0.0|100
0|2021-11-25|59768.0|0|59768.0|0|836.0|0|0.0|100
0|2021-11-26|59768.0|0|59768.0|0|836.0|0|0.0|100
0|2021-11-27|59768.0|0|59768.0|0|836.0|0|0.0|100
0|2021-11-28|59768.0|0|59768.0|0|836.0|0|0.0|100
0|2021-11-29|60179.0|0|60179.0|0|836.0|0|0.0|100
0|2021-11-30|60298.0|0|60298.0|0|839.0|0|0.0|100
0|2021-12-01|60432.0|0|60432.0|0|839.0|0|0.0|100
0|2021-12-02|60577.0|0|60577.0|0|844.0|0|0.0|100
0|2021-12-03|60577.0|0|60720.0|0|844.0|0|0.0|100
0|2021-12-04|60720.0|0|60720.0|0|847.0|0|0.0|100
0|2021-12-05|60720.0|0|60720.0|0|847.0|0|0.0|100
0|2021-12-06|61066.0|0|61066.0|0|850.0|0|0.0|100
0|2021-12-07|61160.0|0|61160.0|0|856.0|0|0.0|100
0|2021-12-08|61268.0|0|61268.0|0|858.0|0|0.0|100
0|2021-12-09|61503.0|0|61503.0|0|861.0|0|0.0|100
0|2021-12-10|61622.0|0|61622.0|0|867.0|0|0.0|100
0|2021-12-11|61622.0|0|61622.0|0|867.0|0|0.0|100
0|2021-12-12|61622.0|0|61622.0|0|867.0|0|0.0|100
0|2021-12-13|61838.0|0|61838.0|0|876.0|0|0.0|100
0|2021-12-14|61838.0|0|61920.0|0|876.0|0|0.0|100
0|2021-12-15|62042.0|0|62042.0|0|890.0|0|0.0|100
0|2021-12-16|62173.0|0|62173.0|0|891.0|0|0.0|100
0|2021-12-17|62375.0|0|62375.0|0|891.0|0|0.0|100
0|2021-12-18|62375.0|0|62375.0|0|891.0|0|0.0|100
0|2021-12-19|62375.0|0|62375.0|0|891.0|0|0.0|100
0|2021-12-20|62698.0|0|62698.0|0|891.0|0|0.0|100
0|2021-12-21|62889.0|0|62889.0|0|893.0|0|0.0|100
0|2021-12-22|63123.0|0|63123.0|0|893.0|0|0.0|100
0|2021-12-23|63468.0|0|63468.0|0|900.0|0|0.0|100
0|2021-12-24|63468.0|0|63468.0|0|900.0|0|0.0|100
0|2021-12-25|63468.0|0|63468.0|0|900.0|0|0.0|100
0|2021-12-26|63468.0|0|63468.0|0|900.0|0|0.0|100
0|2021-12-27|64497.0|0|64497.0|0|900.0|0|0.0|100
0|2021-12-28|64752.0|0|64752.0|0|900.0|0|0.0|100
0|2021-12-29|65174.0|0|65174.0|0|902.0|0|0.0|100
0|2021-12-30|65814.0|0|65814.0|0|902.0|0|0.0|100
0|2021-12-31|65814.0|0|65814.0|0|902.0|0|0.0|100
0|2022-01-01|65814.0|0|65814.0|0|902.0|0|0.0|100
0|2022-01-02|65814.0|0|65814.0|0|902.0|0|0.0|100
0|2022-01-03|68383.0|0|68383.0|0|905.0|0|0.0|100
0|2022-01-04|69166.0|0|69166.0|0|911.0|0|0.0|100
0|2022-01-05|70432.0|0|70432.0|0|911.0|0|0.0|100
0|2022-01-06|72032.0|0|72032.0|0|914.0|0|0.0|100
0|2022-01-07|74410.0|0|74410.0|0|918.0|0|0.0|100
0|2022-01-08|74410.0|0|74410.0|0|918.0|0|0.0|100
0|2022-01-09|74410.0|0|74410.0|0|918.0|0|0.0|100
0|2022-01-10|78797.0|0|78797.0|0|921.0|0|0.0|100
0|2022-01-11|80142.0|0|80142.0|0|925.0|0|0.0|100
0|2022-01-12|81598.0|0|81598.0|0|930.0|0|0.0|100
0|2022-01-13|81598.0|0|83473.0|0|930.0|0|0.0|100
0|2022-01-14|85131.0|0|85131.0|0|935.0|0|0.0|100
0|2022-01-15|85131.0|0|85131.0|0|935.0|0|0.0|100
0|2022-01-16|85131.0|0|85131.0|0|935.0|0|0.0|100
0|2022-01-17|85131.0|0|0.0|100|935.0|0|0.0|100
