|dates|Liberty_Montana_UnitedStates.JHU_ConfirmedCases.data|Liberty_Montana_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Montana_UnitedStates.NYT_ConfirmedCases.data|Liberty_Montana_UnitedStates.NYT_ConfirmedCases.missing|Liberty_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-04|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-05|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-06|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-07|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-08|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-09|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-10|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-11|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-12|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-13|267.0|0|267.0|0|2.0|0|0.0|100
0|2021-12-14|267.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-15|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-16|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-17|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-18|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-19|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-20|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-21|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-22|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-23|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-24|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-25|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-26|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-27|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-28|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-29|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-30|268.0|0|268.0|0|2.0|0|0.0|100
0|2021-12-31|268.0|0|268.0|0|2.0|0|0.0|100
0|2022-01-01|268.0|0|268.0|0|2.0|0|0.0|100
0|2022-01-02|268.0|0|268.0|0|2.0|0|0.0|100
0|2022-01-03|269.0|0|269.0|0|2.0|0|0.0|100
0|2022-01-04|269.0|0|269.0|0|2.0|0|0.0|100
0|2022-01-05|269.0|0|269.0|0|2.0|0|0.0|100
0|2022-01-06|274.0|0|274.0|0|2.0|0|0.0|100
0|2022-01-07|276.0|0|276.0|0|2.0|0|0.0|100
0|2022-01-08|276.0|0|276.0|0|2.0|0|0.0|100
0|2022-01-09|276.0|0|276.0|0|2.0|0|0.0|100
0|2022-01-10|276.0|0|276.0|0|2.0|0|0.0|100
0|2022-01-11|277.0|0|277.0|0|2.0|0|0.0|100
0|2022-01-12|295.0|0|295.0|0|2.0|0|0.0|100
0|2022-01-13|295.0|0|296.0|0|2.0|0|0.0|100
0|2022-01-14|303.0|0|303.0|0|2.0|0|0.0|100
0|2022-01-15|303.0|0|303.0|0|2.0|0|0.0|100
0|2022-01-16|303.0|0|303.0|0|2.0|0|0.0|100
0|2022-01-17|303.0|0|0.0|100|2.0|0|0.0|100
