|dates|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedCases.missing|RioGrande_Colorado_UnitedStates.NYT_ConfirmedCases.data|RioGrande_Colorado_UnitedStates.NYT_ConfirmedCases.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|RioGrande_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1437.0|0|1437.0|0|21.0|0|0.0|100
0|2021-10-18|1445.0|0|1445.0|0|21.0|0|0.0|100
0|2021-10-19|1457.0|0|1457.0|0|21.0|0|0.0|100
0|2021-10-20|1463.0|0|1463.0|0|21.0|0|0.0|100
0|2021-10-21|1468.0|0|1468.0|0|21.0|0|0.0|100
0|2021-10-22|1477.0|0|1477.0|0|22.0|0|0.0|100
0|2021-10-23|1477.0|0|1477.0|0|22.0|0|0.0|100
0|2021-10-24|1477.0|0|1477.0|0|22.0|0|0.0|100
0|2021-10-25|1491.0|0|1491.0|0|22.0|0|0.0|100
0|2021-10-26|1505.0|0|1505.0|0|22.0|0|0.0|100
0|2021-10-27|1520.0|0|1520.0|0|22.0|0|0.0|100
0|2021-10-28|1527.0|0|1527.0|0|22.0|0|0.0|100
0|2021-10-29|1537.0|0|1537.0|0|22.0|0|0.0|100
0|2021-10-30|1537.0|0|1537.0|0|22.0|0|0.0|100
0|2021-10-31|1537.0|0|1537.0|0|22.0|0|0.0|100
0|2021-11-01|1550.0|0|1550.0|0|23.0|0|0.0|100
0|2021-11-02|1561.0|0|1561.0|0|23.0|0|0.0|100
0|2021-11-03|1571.0|0|1571.0|0|23.0|0|0.0|100
0|2021-11-04|1578.0|0|1578.0|0|23.0|0|0.0|100
0|2021-11-05|1582.0|0|1582.0|0|23.0|0|0.0|100
0|2021-11-06|1582.0|0|1582.0|0|23.0|0|0.0|100
0|2021-11-07|1582.0|0|1582.0|0|23.0|0|0.0|100
0|2021-11-08|1598.0|0|1598.0|0|23.0|0|0.0|100
0|2021-11-09|1612.0|0|1612.0|0|23.0|0|0.0|100
0|2021-11-10|1612.0|0|1629.0|0|23.0|0|0.0|100
0|2021-11-11|1648.0|0|1648.0|0|23.0|0|0.0|100
0|2021-11-12|1653.0|0|1653.0|0|23.0|0|0.0|100
0|2021-11-13|1653.0|0|1653.0|0|23.0|0|0.0|100
0|2021-11-14|1653.0|0|1653.0|0|23.0|0|0.0|100
0|2021-11-15|1674.0|0|1674.0|0|24.0|0|0.0|100
0|2021-11-16|1684.0|0|1684.0|0|24.0|0|0.0|100
0|2021-11-17|1727.0|0|1727.0|0|25.0|0|0.0|100
0|2021-11-18|1738.0|0|1738.0|0|26.0|0|0.0|100
0|2021-11-19|1749.0|0|1749.0|0|26.0|0|0.0|100
0|2021-11-20|1749.0|0|1749.0|0|26.0|0|0.0|100
0|2021-11-21|1749.0|0|1749.0|0|26.0|0|0.0|100
0|2021-11-22|1759.0|0|1759.0|0|27.0|0|0.0|100
0|2021-11-23|1768.0|0|1768.0|0|28.0|0|0.0|100
0|2021-11-24|1777.0|0|1777.0|0|28.0|0|0.0|100
0|2021-11-25|1792.0|0|1792.0|0|29.0|0|0.0|100
0|2021-11-26|1792.0|0|1792.0|0|29.0|0|0.0|100
0|2021-11-27|1792.0|0|1792.0|0|29.0|0|0.0|100
0|2021-11-28|1792.0|0|1792.0|0|29.0|0|0.0|100
0|2021-11-29|1813.0|0|1813.0|0|29.0|0|0.0|100
0|2021-11-30|1820.0|0|1820.0|0|30.0|0|0.0|100
0|2021-12-01|1820.0|0|1839.0|0|30.0|0|0.0|100
0|2021-12-02|1853.0|0|1853.0|0|32.0|0|0.0|100
0|2021-12-03|1862.0|0|1858.0|0|32.0|0|0.0|100
0|2021-12-04|1862.0|0|1862.0|0|32.0|0|0.0|100
0|2021-12-05|1862.0|0|1862.0|0|32.0|0|0.0|100
0|2021-12-06|1883.0|0|1883.0|0|32.0|0|0.0|100
0|2021-12-07|1890.0|0|1890.0|0|32.0|0|0.0|100
0|2021-12-08|1892.0|0|1892.0|0|32.0|0|0.0|100
0|2021-12-09|1897.0|0|1897.0|0|34.0|0|0.0|100
0|2021-12-10|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2021-12-11|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2021-12-12|1900.0|0|1900.0|0|34.0|0|0.0|100
0|2021-12-13|1905.0|0|1905.0|0|34.0|0|0.0|100
0|2021-12-14|1905.0|0|1910.0|0|34.0|0|0.0|100
0|2021-12-15|1916.0|0|1916.0|0|35.0|0|0.0|100
0|2021-12-16|1925.0|0|1925.0|0|39.0|0|0.0|100
0|2021-12-17|1928.0|0|1928.0|0|39.0|0|0.0|100
0|2021-12-18|1928.0|0|1928.0|0|39.0|0|0.0|100
0|2021-12-19|1928.0|0|1928.0|0|39.0|0|0.0|100
0|2021-12-20|1932.0|0|1932.0|0|40.0|0|0.0|100
0|2021-12-21|1934.0|0|1934.0|0|40.0|0|0.0|100
0|2021-12-22|1937.0|0|1937.0|0|40.0|0|0.0|100
0|2021-12-23|1940.0|0|1940.0|0|40.0|0|0.0|100
0|2021-12-24|1944.0|0|1944.0|0|40.0|0|0.0|100
0|2021-12-25|1944.0|0|1944.0|0|40.0|0|0.0|100
0|2021-12-26|1944.0|0|1944.0|0|40.0|0|0.0|100
0|2021-12-27|1950.0|0|1950.0|0|40.0|0|0.0|100
0|2021-12-28|1953.0|0|1953.0|0|40.0|0|0.0|100
0|2021-12-29|1962.0|0|1962.0|0|40.0|0|0.0|100
0|2021-12-30|1967.0|0|1967.0|0|40.0|0|0.0|100
0|2021-12-31|1975.0|0|1975.0|0|40.0|0|0.0|100
0|2022-01-01|1975.0|0|1975.0|0|40.0|0|0.0|100
0|2022-01-02|1975.0|0|1975.0|0|40.0|0|0.0|100
