|dates|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Deuel_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Deuel_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|711.0|0|711.0|0|11.0|0|0.0|100
0|2021-11-17|716.0|0|716.0|0|11.0|0|0.0|100
0|2021-11-18|716.0|0|716.0|0|11.0|0|0.0|100
0|2021-11-19|716.0|0|716.0|0|11.0|0|0.0|100
0|2021-11-20|716.0|0|716.0|0|11.0|0|0.0|100
0|2021-11-21|716.0|0|716.0|0|11.0|0|0.0|100
0|2021-11-22|718.0|0|718.0|0|11.0|0|0.0|100
0|2021-11-23|724.0|0|724.0|0|11.0|0|0.0|100
0|2021-11-24|733.0|0|733.0|0|11.0|0|0.0|100
0|2021-11-25|733.0|0|733.0|0|11.0|0|0.0|100
0|2021-11-26|733.0|0|733.0|0|11.0|0|0.0|100
0|2021-11-27|733.0|0|733.0|0|11.0|0|0.0|100
0|2021-11-28|733.0|0|733.0|0|11.0|0|0.0|100
0|2021-11-29|738.0|0|738.0|0|11.0|0|0.0|100
0|2021-11-30|745.0|0|745.0|0|11.0|0|0.0|100
0|2021-12-01|749.0|0|749.0|0|11.0|0|0.0|100
0|2021-12-02|755.0|0|755.0|0|11.0|0|0.0|100
0|2021-12-03|756.0|0|756.0|0|11.0|0|0.0|100
0|2021-12-04|756.0|0|756.0|0|11.0|0|0.0|100
0|2021-12-05|756.0|0|756.0|0|11.0|0|0.0|100
0|2021-12-06|760.0|0|760.0|0|11.0|0|0.0|100
0|2021-12-07|767.0|0|767.0|0|11.0|0|0.0|100
0|2021-12-08|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-12-09|779.0|0|779.0|0|12.0|0|0.0|100
0|2021-12-10|780.0|0|780.0|0|12.0|0|0.0|100
0|2021-12-11|780.0|0|780.0|0|12.0|0|0.0|100
0|2021-12-12|780.0|0|780.0|0|12.0|0|0.0|100
0|2021-12-13|783.0|0|783.0|0|12.0|0|0.0|100
0|2021-12-14|783.0|0|789.0|0|12.0|0|0.0|100
0|2021-12-15|792.0|0|792.0|0|12.0|0|0.0|100
0|2021-12-16|795.0|0|795.0|0|12.0|0|0.0|100
0|2021-12-17|797.0|0|797.0|0|12.0|0|0.0|100
0|2021-12-18|797.0|0|797.0|0|12.0|0|0.0|100
0|2021-12-19|797.0|0|797.0|0|12.0|0|0.0|100
0|2021-12-20|798.0|0|798.0|0|12.0|0|0.0|100
0|2021-12-21|805.0|0|805.0|0|12.0|0|0.0|100
0|2021-12-22|807.0|0|807.0|0|12.0|0|0.0|100
0|2021-12-23|809.0|0|809.0|0|12.0|0|0.0|100
0|2021-12-24|809.0|0|809.0|0|12.0|0|0.0|100
0|2021-12-25|809.0|0|809.0|0|12.0|0|0.0|100
0|2021-12-26|809.0|0|809.0|0|12.0|0|0.0|100
0|2021-12-27|809.0|0|809.0|0|12.0|0|0.0|100
0|2021-12-28|813.0|0|813.0|0|12.0|0|0.0|100
0|2021-12-29|815.0|0|815.0|0|12.0|0|0.0|100
0|2021-12-30|819.0|0|819.0|0|12.0|0|0.0|100
0|2021-12-31|819.0|0|819.0|0|12.0|0|0.0|100
0|2022-01-01|819.0|0|819.0|0|12.0|0|0.0|100
0|2022-01-02|819.0|0|819.0|0|12.0|0|0.0|100
0|2022-01-03|820.0|0|820.0|0|12.0|0|0.0|100
0|2022-01-04|826.0|0|826.0|0|12.0|0|0.0|100
0|2022-01-05|836.0|0|836.0|0|12.0|0|0.0|100
0|2022-01-06|842.0|0|842.0|0|12.0|0|0.0|100
0|2022-01-07|843.0|0|843.0|0|12.0|0|0.0|100
0|2022-01-08|843.0|0|843.0|0|12.0|0|0.0|100
0|2022-01-09|843.0|0|843.0|0|12.0|0|0.0|100
0|2022-01-10|848.0|0|848.0|0|12.0|0|0.0|100
0|2022-01-11|859.0|0|859.0|0|12.0|0|0.0|100
0|2022-01-12|870.0|0|870.0|0|12.0|0|0.0|100
0|2022-01-13|870.0|0|874.0|0|12.0|0|0.0|100
0|2022-01-14|874.0|0|886.0|0|12.0|0|0.0|100
0|2022-01-15|886.0|0|886.0|0|12.0|0|0.0|100
0|2022-01-16|886.0|0|886.0|0|12.0|0|0.0|100
0|2022-01-17|886.0|0|0.0|100|12.0|0|0.0|100
