|dates|Pershing_Nevada_UnitedStates.JHU_ConfirmedCases.data|Pershing_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Pershing_Nevada_UnitedStates.NYT_ConfirmedCases.data|Pershing_Nevada_UnitedStates.NYT_ConfirmedCases.missing|Pershing_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Pershing_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Pershing_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Pershing_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|1191.0|0|1191.0|0|27.0|0|0.0|100
0|2021-12-10|1194.0|0|1194.0|0|27.0|0|0.0|100
0|2021-12-11|1194.0|0|1194.0|0|27.0|0|0.0|100
0|2021-12-12|1194.0|0|1194.0|0|27.0|0|0.0|100
0|2021-12-13|1194.0|0|1194.0|0|27.0|0|0.0|100
0|2021-12-14|1194.0|0|1199.0|0|27.0|0|0.0|100
0|2021-12-15|1199.0|0|1200.0|0|28.0|0|0.0|100
0|2021-12-16|1204.0|0|1205.0|0|28.0|0|0.0|100
0|2021-12-17|1204.0|0|1205.0|0|28.0|0|0.0|100
0|2021-12-18|1204.0|0|1205.0|0|28.0|0|0.0|100
0|2021-12-19|1204.0|0|1205.0|0|28.0|0|0.0|100
0|2021-12-20|1206.0|0|1207.0|0|29.0|0|0.0|100
0|2021-12-21|1206.0|0|1207.0|0|29.0|0|0.0|100
0|2021-12-22|1207.0|0|1207.0|0|29.0|0|0.0|100
0|2021-12-23|1207.0|0|1207.0|0|29.0|0|0.0|100
0|2021-12-24|1207.0|0|1207.0|0|29.0|0|0.0|100
0|2021-12-25|1207.0|0|1207.0|0|29.0|0|0.0|100
0|2021-12-26|1207.0|0|1207.0|0|29.0|0|0.0|100
0|2021-12-27|1209.0|0|1209.0|0|29.0|0|0.0|100
0|2021-12-28|1209.0|0|1209.0|0|29.0|0|0.0|100
0|2021-12-29|1209.0|0|1209.0|0|29.0|0|0.0|100
0|2021-12-30|1209.0|0|1209.0|0|29.0|0|0.0|100
0|2021-12-31|1209.0|0|1209.0|0|29.0|0|0.0|100
0|2022-01-01|1209.0|0|1209.0|0|29.0|0|0.0|100
0|2022-01-02|1209.0|0|1209.0|0|29.0|0|0.0|100
0|2022-01-03|1213.0|0|1213.0|0|29.0|0|0.0|100
0|2022-01-04|1214.0|0|1214.0|0|29.0|0|0.0|100
0|2022-01-05|1214.0|0|1214.0|0|29.0|0|0.0|100
0|2022-01-06|1214.0|0|1214.0|0|29.0|0|0.0|100
0|2022-01-07|1224.0|0|1224.0|0|29.0|0|0.0|100
0|2022-01-08|1224.0|0|1224.0|0|29.0|0|0.0|100
0|2022-01-09|1224.0|0|1224.0|0|29.0|0|0.0|100
0|2022-01-10|1230.0|0|1230.0|0|29.0|0|0.0|100
0|2022-01-11|1230.0|0|1230.0|0|29.0|0|0.0|100
0|2022-01-12|1238.0|0|1238.0|0|29.0|0|0.0|100
0|2022-01-13|1238.0|0|1238.0|0|29.0|0|0.0|100
0|2022-01-14|1246.0|0|1246.0|0|29.0|0|0.0|100
0|2022-01-15|1246.0|0|1246.0|0|29.0|0|0.0|100
0|2022-01-16|1246.0|0|1246.0|0|29.0|0|0.0|100
0|2022-01-17|1246.0|0|0.0|100|29.0|0|0.0|100
