|dates|Sullivan_NewYork_UnitedStates.JHU_ConfirmedCases.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_NewYork_UnitedStates.NYT_ConfirmedCases.data|Sullivan_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Sullivan_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|10355.0|0|10388.0|0|92.0|0|0.0|100
0|2021-12-15|10464.0|0|10464.0|0|92.0|0|0.0|100
0|2021-12-16|10550.0|0|10550.0|0|93.0|0|0.0|100
0|2021-12-17|10617.0|0|10617.0|0|93.0|0|0.0|100
0|2021-12-18|10688.0|0|10688.0|0|94.0|0|0.0|100
0|2021-12-19|10752.0|0|10752.0|0|94.0|0|0.0|100
0|2021-12-20|10803.0|0|10803.0|0|95.0|0|0.0|100
0|2021-12-21|10852.0|0|10852.0|0|95.0|0|0.0|100
0|2021-12-22|10932.0|0|10932.0|0|95.0|0|0.0|100
0|2021-12-23|11048.0|0|11048.0|0|95.0|0|0.0|100
0|2021-12-24|11176.0|0|11176.0|0|96.0|0|0.0|100
0|2021-12-25|11176.0|0|11176.0|0|96.0|0|0.0|100
0|2021-12-26|11352.0|0|11352.0|0|96.0|0|0.0|100
0|2021-12-27|11398.0|0|11398.0|0|99.0|0|0.0|100
0|2021-12-28|11459.0|0|11459.0|0|99.0|0|0.0|100
0|2021-12-29|11743.0|0|11743.0|0|100.0|0|0.0|100
0|2021-12-30|12011.0|0|12011.0|0|102.0|0|0.0|100
0|2021-12-31|12269.0|0|12269.0|0|102.0|0|0.0|100
0|2022-01-01|12269.0|0|12561.0|0|103.0|0|0.0|100
0|2022-01-02|12269.0|0|12747.0|0|103.0|0|0.0|100
0|2022-01-03|12906.0|0|12906.0|0|103.0|0|0.0|100
0|2022-01-04|13080.0|0|13080.0|0|103.0|0|0.0|100
0|2022-01-05|13435.0|0|13435.0|0|103.0|0|0.0|100
0|2022-01-06|13722.0|0|13722.0|0|103.0|0|0.0|100
0|2022-01-07|14026.0|0|14026.0|0|104.0|0|0.0|100
0|2022-01-08|14441.0|0|14441.0|0|105.0|0|0.0|100
0|2022-01-09|14756.0|0|14756.0|0|107.0|0|0.0|100
0|2022-01-10|14908.0|0|14908.0|0|107.0|0|0.0|100
0|2022-01-11|15073.0|0|15073.0|0|107.0|0|0.0|100
0|2022-01-12|15355.0|0|15355.0|0|107.0|0|0.0|100
0|2022-01-13|15355.0|0|15636.0|0|107.0|0|0.0|100
0|2022-01-14|15883.0|0|15883.0|0|109.0|0|0.0|100
0|2022-01-15|16101.0|0|16101.0|0|110.0|0|0.0|100
0|2022-01-16|16289.0|0|16289.0|0|110.0|0|0.0|100
0|2022-01-17|16346.0|0|0.0|100|110.0|0|0.0|100
