|dates|Polk_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Polk_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Polk_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Polk_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Polk_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|2999.0|0|2999.0|0|112.0|0|0.0|100
0|2021-11-16|2999.0|0|2999.0|0|112.0|0|0.0|100
0|2021-11-17|2999.0|0|2999.0|0|112.0|0|0.0|100
0|2021-11-18|2999.0|0|2999.0|0|112.0|0|0.0|100
0|2021-11-19|3000.0|0|3000.0|0|112.0|0|0.0|100
0|2021-11-20|3000.0|0|3000.0|0|112.0|0|0.0|100
0|2021-11-21|3001.0|0|3001.0|0|112.0|0|0.0|100
0|2021-11-22|3002.0|0|3002.0|0|112.0|0|0.0|100
0|2021-11-23|3005.0|0|3005.0|0|112.0|0|0.0|100
0|2021-11-24|3007.0|0|3007.0|0|112.0|0|0.0|100
0|2021-11-25|3007.0|0|3007.0|0|112.0|0|0.0|100
0|2021-11-26|3008.0|0|3008.0|0|112.0|0|0.0|100
0|2021-11-27|3009.0|0|3009.0|0|112.0|0|0.0|100
0|2021-11-28|3009.0|0|3009.0|0|112.0|0|0.0|100
0|2021-11-29|3009.0|0|3009.0|0|112.0|0|0.0|100
0|2021-11-30|3009.0|0|3009.0|0|112.0|0|0.0|100
0|2021-12-01|3012.0|0|3012.0|0|112.0|0|0.0|100
0|2021-12-02|3014.0|0|3014.0|0|112.0|0|0.0|100
0|2021-12-03|3016.0|0|3016.0|0|112.0|0|0.0|100
0|2021-12-04|3016.0|0|3016.0|0|112.0|0|0.0|100
0|2021-12-05|3016.0|0|3016.0|0|112.0|0|0.0|100
0|2021-12-06|3017.0|0|3017.0|0|112.0|0|0.0|100
0|2021-12-07|3017.0|0|3017.0|0|112.0|0|0.0|100
0|2021-12-08|3018.0|0|3018.0|0|112.0|0|0.0|100
0|2021-12-09|3019.0|0|3019.0|0|112.0|0|0.0|100
0|2021-12-10|3025.0|0|3025.0|0|112.0|0|0.0|100
0|2021-12-11|3025.0|0|3025.0|0|112.0|0|0.0|100
0|2021-12-12|3025.0|0|3025.0|0|112.0|0|0.0|100
0|2021-12-13|3026.0|0|3026.0|0|113.0|0|0.0|100
0|2021-12-14|3026.0|0|3028.0|0|113.0|0|0.0|100
0|2021-12-15|3030.0|0|3030.0|0|115.0|0|0.0|100
0|2021-12-16|3034.0|0|3034.0|0|117.0|0|0.0|100
0|2021-12-17|3038.0|0|3038.0|0|119.0|0|0.0|100
0|2021-12-18|3039.0|0|3039.0|0|119.0|0|0.0|100
0|2021-12-19|3040.0|0|3040.0|0|120.0|0|0.0|100
0|2021-12-20|3042.0|0|3042.0|0|122.0|0|0.0|100
0|2021-12-21|3048.0|0|3048.0|0|122.0|0|0.0|100
0|2021-12-22|3049.0|0|3049.0|0|122.0|0|0.0|100
0|2021-12-23|3051.0|0|3051.0|0|123.0|0|0.0|100
0|2021-12-24|3053.0|0|3053.0|0|123.0|0|0.0|100
0|2021-12-25|3054.0|0|3054.0|0|123.0|0|0.0|100
0|2021-12-26|3055.0|0|3055.0|0|124.0|0|0.0|100
0|2021-12-27|3057.0|0|3057.0|0|125.0|0|0.0|100
0|2021-12-28|3061.0|0|3061.0|0|125.0|0|0.0|100
0|2021-12-29|3073.0|0|3073.0|0|126.0|0|0.0|100
0|2021-12-30|3083.0|0|3083.0|0|126.0|0|0.0|100
0|2021-12-31|3090.0|0|3090.0|0|126.0|0|0.0|100
0|2022-01-01|3104.0|0|3104.0|0|129.0|0|0.0|100
0|2022-01-02|3106.0|0|3106.0|0|129.0|0|0.0|100
0|2022-01-03|3106.0|0|3106.0|0|129.0|0|0.0|100
0|2022-01-04|3120.0|0|3120.0|0|129.0|0|0.0|100
0|2022-01-05|3139.0|0|3139.0|0|129.0|0|0.0|100
0|2022-01-06|3178.0|0|3178.0|0|129.0|0|0.0|100
0|2022-01-07|3193.0|0|3193.0|0|129.0|0|0.0|100
0|2022-01-08|3209.0|0|3209.0|0|129.0|0|0.0|100
0|2022-01-09|3209.0|0|3209.0|0|129.0|0|0.0|100
0|2022-01-10|3215.0|0|3215.0|0|129.0|0|0.0|100
0|2022-01-11|3239.0|0|3239.0|0|129.0|0|0.0|100
0|2022-01-12|3261.0|0|3261.0|0|130.0|0|0.0|100
0|2022-01-13|3261.0|0|3322.0|0|130.0|0|0.0|100
0|2022-01-14|3369.0|0|3369.0|0|130.0|0|0.0|100
0|2022-01-15|3407.0|0|3407.0|0|130.0|0|0.0|100
0|2022-01-16|3426.0|0|3426.0|0|130.0|0|0.0|100
0|2022-01-17|3440.0|0|0.0|100|130.0|0|0.0|100
