|dates|Mariposa_California_UnitedStates.JHU_ConfirmedCases.data|Mariposa_California_UnitedStates.JHU_ConfirmedCases.missing|Mariposa_California_UnitedStates.NYT_ConfirmedCases.data|Mariposa_California_UnitedStates.NYT_ConfirmedCases.missing|Mariposa_California_UnitedStates.JHU_ConfirmedDeaths.data|Mariposa_California_UnitedStates.JHU_ConfirmedDeaths.missing|Mariposa_California_UnitedStates.JHU_ConfirmedRecoveries.data|Mariposa_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1273.0|0|1273.0|0|15.0|0|0.0|100
0|2021-10-18|1308.0|0|1308.0|0|15.0|0|0.0|100
0|2021-10-19|1323.0|0|1323.0|0|15.0|0|0.0|100
0|2021-10-20|1328.0|0|1328.0|0|15.0|0|0.0|100
0|2021-10-21|1334.0|0|1334.0|0|16.0|0|0.0|100
0|2021-10-22|1339.0|0|1339.0|0|16.0|0|0.0|100
0|2021-10-23|1339.0|0|1339.0|0|16.0|0|0.0|100
0|2021-10-24|1339.0|0|1339.0|0|16.0|0|0.0|100
0|2021-10-25|1370.0|0|1370.0|0|17.0|0|0.0|100
0|2021-10-26|1373.0|0|1373.0|0|17.0|0|0.0|100
0|2021-10-27|1378.0|0|1378.0|0|17.0|0|0.0|100
0|2021-10-28|1395.0|0|1395.0|0|17.0|0|0.0|100
0|2021-10-29|1400.0|0|1400.0|0|17.0|0|0.0|100
0|2021-10-30|1400.0|0|1400.0|0|17.0|0|0.0|100
0|2021-10-31|1400.0|0|1400.0|0|17.0|0|0.0|100
0|2021-11-01|1432.0|0|1432.0|0|17.0|0|0.0|100
0|2021-11-02|1438.0|0|1432.0|0|17.0|0|0.0|100
0|2021-11-03|1445.0|0|1445.0|0|17.0|0|0.0|100
0|2021-11-04|1455.0|0|1455.0|0|17.0|0|0.0|100
0|2021-11-05|1462.0|0|1455.0|0|17.0|0|0.0|100
0|2021-11-06|1462.0|0|1462.0|0|17.0|0|0.0|100
0|2021-11-07|1462.0|0|1462.0|0|17.0|0|0.0|100
0|2021-11-08|1482.0|0|1482.0|0|17.0|0|0.0|100
0|2021-11-09|1484.0|0|1484.0|0|17.0|0|0.0|100
0|2021-11-10|1484.0|0|1485.0|0|17.0|0|0.0|100
0|2021-11-11|1485.0|0|1485.0|0|17.0|0|0.0|100
0|2021-11-12|1495.0|0|1495.0|0|17.0|0|0.0|100
0|2021-11-13|1495.0|0|1495.0|0|17.0|0|0.0|100
0|2021-11-14|1495.0|0|1495.0|0|17.0|0|0.0|100
0|2021-11-15|1520.0|0|1520.0|0|17.0|0|0.0|100
0|2021-11-16|1529.0|0|1520.0|0|17.0|0|0.0|100
0|2021-11-17|1537.0|0|1537.0|0|17.0|0|0.0|100
0|2021-11-18|1542.0|0|1542.0|0|17.0|0|0.0|100
0|2021-11-19|1551.0|0|1551.0|0|17.0|0|0.0|100
0|2021-11-20|1551.0|0|1551.0|0|17.0|0|0.0|100
0|2021-11-21|1551.0|0|1551.0|0|17.0|0|0.0|100
0|2021-11-22|1562.0|0|1562.0|0|17.0|0|0.0|100
0|2021-11-23|1565.0|0|1565.0|0|17.0|0|0.0|100
0|2021-11-24|1567.0|0|1565.0|0|18.0|0|0.0|100
0|2021-11-25|1567.0|0|1567.0|0|18.0|0|0.0|100
0|2021-11-26|1567.0|0|1567.0|0|18.0|0|0.0|100
0|2021-11-27|1567.0|0|1567.0|0|18.0|0|0.0|100
0|2021-11-28|1567.0|0|1567.0|0|18.0|0|0.0|100
0|2021-11-29|1598.0|0|1598.0|0|18.0|0|0.0|100
0|2021-11-30|1598.0|0|1600.0|0|18.0|0|0.0|100
0|2021-12-01|1607.0|0|1607.0|0|18.0|0|0.0|100
0|2021-12-02|1617.0|0|1617.0|0|18.0|0|0.0|100
0|2021-12-03|1622.0|0|1622.0|0|18.0|0|0.0|100
0|2021-12-04|1622.0|0|1622.0|0|18.0|0|0.0|100
0|2021-12-05|1622.0|0|1622.0|0|18.0|0|0.0|100
0|2021-12-06|1633.0|0|1633.0|0|18.0|0|0.0|100
0|2021-12-07|1638.0|0|1638.0|0|18.0|0|0.0|100
0|2021-12-08|1640.0|0|1640.0|0|18.0|0|0.0|100
0|2021-12-09|1640.0|0|1640.0|0|18.0|0|0.0|100
0|2021-12-10|1648.0|0|1648.0|0|18.0|0|0.0|100
0|2021-12-11|1648.0|0|1648.0|0|18.0|0|0.0|100
0|2021-12-12|1648.0|0|1648.0|0|18.0|0|0.0|100
0|2021-12-13|1657.0|0|1657.0|0|18.0|0|0.0|100
0|2021-12-14|1657.0|0|1658.0|0|18.0|0|0.0|100
0|2021-12-15|1661.0|0|1661.0|0|18.0|0|0.0|100
0|2021-12-16|1665.0|0|1665.0|0|18.0|0|0.0|100
0|2021-12-17|1671.0|0|1671.0|0|18.0|0|0.0|100
0|2021-12-18|1671.0|0|1671.0|0|18.0|0|0.0|100
0|2021-12-19|1671.0|0|1671.0|0|18.0|0|0.0|100
0|2021-12-20|1678.0|0|1678.0|0|18.0|0|0.0|100
0|2021-12-21|1679.0|0|1679.0|0|18.0|0|0.0|100
0|2021-12-22|1681.0|0|1681.0|0|18.0|0|0.0|100
0|2021-12-23|1681.0|0|1681.0|0|18.0|0|0.0|100
0|2021-12-24|1689.0|0|1689.0|0|18.0|0|0.0|100
0|2021-12-25|1689.0|0|1689.0|0|18.0|0|0.0|100
0|2021-12-26|1689.0|0|1689.0|0|18.0|0|0.0|100
0|2021-12-27|1689.0|0|1689.0|0|18.0|0|0.0|100
0|2021-12-28|1709.0|0|1689.0|0|18.0|0|0.0|100
0|2021-12-29|1716.0|0|1716.0|0|18.0|0|0.0|100
0|2021-12-30|1736.0|0|1736.0|0|18.0|0|0.0|100
0|2021-12-31|1736.0|0|1736.0|0|18.0|0|0.0|100
0|2022-01-01|1736.0|0|1736.0|0|18.0|0|0.0|100
0|2022-01-02|1736.0|0|1736.0|0|18.0|0|0.0|100
0|2022-01-03|1786.0|0|1786.0|0|18.0|0|0.0|100
0|2022-01-04|1794.0|0|1794.0|0|18.0|0|0.0|100
0|2022-01-05|1828.0|0|1828.0|0|18.0|0|0.0|100
0|2022-01-06|1840.0|0|1840.0|0|18.0|0|0.0|100
0|2022-01-07|1900.0|0|1900.0|0|18.0|0|0.0|100
0|2022-01-08|1900.0|0|1900.0|0|18.0|0|0.0|100
0|2022-01-09|1900.0|0|1900.0|0|18.0|0|0.0|100
0|2022-01-10|1975.0|0|1975.0|0|18.0|0|0.0|100
0|2022-01-11|2000.0|0|2000.0|0|18.0|0|0.0|100
0|2022-01-12|2039.0|0|2039.0|0|18.0|0|0.0|100
0|2022-01-13|2039.0|0|2081.0|0|18.0|0|0.0|100
0|2022-01-14|2161.0|0|2161.0|0|18.0|0|0.0|100
0|2022-01-15|2161.0|0|2161.0|0|18.0|0|0.0|100
0|2022-01-16|2161.0|0|2161.0|0|18.0|0|0.0|100
0|2022-01-17|2161.0|0|0.0|100|18.0|0|0.0|100
