|dates|SantaClara_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaClara_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaClara_California_UnitedStates.Male_Total_Population.data|SantaClara_California_UnitedStates.Male_Total_Population.missing|SantaClara_California_UnitedStates.Female_Total_Population.data|SantaClara_California_UnitedStates.Female_Total_Population.missing|SantaClara_California_UnitedStates.MaleAndFemale_Under18_Population.data|SantaClara_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-18|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-19|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-20|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-21|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-22|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-23|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-24|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-25|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-26|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-27|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-28|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-29|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-30|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-10-31|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-01|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-02|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-03|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-04|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-05|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-06|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-07|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-08|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-09|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-10|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-11|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-12|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-13|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-14|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-15|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-16|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-17|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-18|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-19|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-20|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-21|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-22|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-23|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-24|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-25|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-26|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-27|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-28|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-29|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-11-30|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-01|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-02|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-03|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-04|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-05|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-06|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-07|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-08|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-09|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-10|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-11|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-12|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-13|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-14|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-15|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-16|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-17|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-18|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-19|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-20|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-21|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-22|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-23|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-24|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-25|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-26|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-27|261131.0|0|980868.0|0|956702.0|0|424427.0|0
