|dates|SantaClara_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaClara_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaClara_California_UnitedStates.Male_Total_Population.data|SantaClara_California_UnitedStates.Male_Total_Population.missing|SantaClara_California_UnitedStates.Female_Total_Population.data|SantaClara_California_UnitedStates.Female_Total_Population.missing|SantaClara_California_UnitedStates.MaleAndFemale_Under18_Population.data|SantaClara_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-28|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-29|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-30|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2021-12-31|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-01|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-02|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-03|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-04|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-05|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-06|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-07|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-08|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-09|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-10|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-11|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-12|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-13|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-14|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-15|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-16|261131.0|0|980868.0|0|956702.0|0|424427.0|0
0|2022-01-17|261131.0|0|980868.0|0|956702.0|0|424427.0|0
