|dates|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|30720.0|0|30720.0|0|329.0|0|0.0|100
0|2021-10-18|30803.0|0|30803.0|0|329.0|0|0.0|100
0|2021-10-19|30813.0|0|30813.0|0|329.0|0|0.0|100
0|2021-10-20|30845.0|0|30845.0|0|330.0|0|0.0|100
0|2021-10-21|30866.0|0|30866.0|0|330.0|0|0.0|100
0|2021-10-22|30898.0|0|30898.0|0|331.0|0|0.0|100
0|2021-10-23|30898.0|0|30898.0|0|331.0|0|0.0|100
0|2021-10-24|30898.0|0|30898.0|0|331.0|0|0.0|100
0|2021-10-25|30967.0|0|30967.0|0|335.0|0|0.0|100
0|2021-10-26|30978.0|0|30978.0|0|335.0|0|0.0|100
0|2021-10-27|30996.0|0|30996.0|0|338.0|0|0.0|100
0|2021-10-28|31009.0|0|31009.0|0|339.0|0|0.0|100
0|2021-10-29|31042.0|0|31042.0|0|341.0|0|0.0|100
0|2021-10-30|31042.0|0|31042.0|0|341.0|0|0.0|100
0|2021-10-31|31042.0|0|31042.0|0|341.0|0|0.0|100
0|2021-11-01|31103.0|0|31103.0|0|341.0|0|0.0|100
0|2021-11-02|31107.0|0|31107.0|0|341.0|0|0.0|100
0|2021-11-03|31121.0|0|31121.0|0|343.0|0|0.0|100
0|2021-11-04|31136.0|0|31136.0|0|344.0|0|0.0|100
0|2021-11-05|31169.0|0|31169.0|0|344.0|0|0.0|100
0|2021-11-06|31169.0|0|31169.0|0|344.0|0|0.0|100
0|2021-11-07|31169.0|0|31169.0|0|344.0|0|0.0|100
0|2021-11-08|31228.0|0|31228.0|0|345.0|0|0.0|100
0|2021-11-09|31242.0|0|31242.0|0|345.0|0|0.0|100
0|2021-11-10|31239.0|0|31239.0|0|347.0|0|0.0|100
0|2021-11-11|31239.0|0|31239.0|0|347.0|0|0.0|100
0|2021-11-12|31300.0|0|31300.0|0|347.0|0|0.0|100
0|2021-11-13|31300.0|0|31300.0|0|347.0|0|0.0|100
0|2021-11-14|31300.0|0|31300.0|0|347.0|0|0.0|100
0|2021-11-15|31359.0|0|31359.0|0|349.0|0|0.0|100
0|2021-11-16|31367.0|0|31367.0|0|350.0|0|0.0|100
0|2021-11-17|31394.0|0|31394.0|0|351.0|0|0.0|100
0|2021-11-18|31417.0|0|31417.0|0|351.0|0|0.0|100
0|2021-11-19|31443.0|0|31443.0|0|353.0|0|0.0|100
0|2021-11-20|31443.0|0|31443.0|0|353.0|0|0.0|100
0|2021-11-21|31443.0|0|31443.0|0|353.0|0|0.0|100
0|2021-11-22|31495.0|0|31495.0|0|353.0|0|0.0|100
0|2021-11-23|31507.0|0|31507.0|0|353.0|0|0.0|100
0|2021-11-24|31519.0|0|31519.0|0|353.0|0|0.0|100
0|2021-11-25|31519.0|0|31519.0|0|353.0|0|0.0|100
0|2021-11-26|31519.0|0|31535.0|0|353.0|0|0.0|100
0|2021-11-27|31535.0|0|31535.0|0|353.0|0|0.0|100
0|2021-11-28|31535.0|0|31535.0|0|353.0|0|0.0|100
0|2021-11-29|31566.0|0|31566.0|0|353.0|0|0.0|100
0|2021-11-30|31576.0|0|31576.0|0|353.0|0|0.0|100
0|2021-12-01|31592.0|0|31592.0|0|353.0|0|0.0|100
0|2021-12-02|31622.0|0|31622.0|0|353.0|0|0.0|100
0|2021-12-03|31645.0|0|31645.0|0|353.0|0|0.0|100
0|2021-12-04|31645.0|0|31645.0|0|353.0|0|0.0|100
0|2021-12-05|31645.0|0|31645.0|0|353.0|0|0.0|100
0|2021-12-06|31729.0|0|31729.0|0|354.0|0|0.0|100
0|2021-12-07|31748.0|0|31748.0|0|354.0|0|0.0|100
0|2021-12-08|31774.0|0|31774.0|0|356.0|0|0.0|100
0|2021-12-09|31800.0|0|31800.0|0|356.0|0|0.0|100
0|2021-12-10|31864.0|0|31864.0|0|357.0|0|0.0|100
0|2021-12-11|31864.0|0|31864.0|0|357.0|0|0.0|100
0|2021-12-12|31864.0|0|31864.0|0|357.0|0|0.0|100
0|2021-12-13|31940.0|0|31940.0|0|358.0|0|0.0|100
0|2021-12-14|31940.0|0|31973.0|0|358.0|0|0.0|100
0|2021-12-15|32003.0|0|32003.0|0|359.0|0|0.0|100
0|2021-12-16|32047.0|0|32047.0|0|359.0|0|0.0|100
0|2021-12-17|32079.0|0|32079.0|0|359.0|0|0.0|100
0|2021-12-18|32079.0|0|32079.0|0|359.0|0|0.0|100
0|2021-12-19|32079.0|0|32079.0|0|359.0|0|0.0|100
0|2021-12-20|32192.0|0|32192.0|0|361.0|0|0.0|100
0|2021-12-21|32213.0|0|32213.0|0|361.0|0|0.0|100
0|2021-12-22|32267.0|0|32267.0|0|361.0|0|0.0|100
0|2021-12-23|32327.0|0|32327.0|0|361.0|0|0.0|100
0|2021-12-24|32327.0|0|32327.0|0|361.0|0|0.0|100
0|2021-12-25|32327.0|0|32327.0|0|361.0|0|0.0|100
0|2021-12-26|32327.0|0|32327.0|0|361.0|0|0.0|100
0|2021-12-27|32327.0|0|32327.0|0|361.0|0|0.0|100
0|2021-12-28|32327.0|0|32327.0|0|361.0|0|0.0|100
0|2021-12-29|32805.0|0|32805.0|0|362.0|0|0.0|100
0|2021-12-30|33011.0|0|33011.0|0|363.0|0|0.0|100
