|dates|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|33348.0|0|33348.0|0|365.0|0|0.0|100
0|2022-01-01|33348.0|0|33348.0|0|365.0|0|0.0|100
0|2022-01-02|33348.0|0|33348.0|0|365.0|0|0.0|100
0|2022-01-03|33348.0|0|33348.0|0|365.0|0|0.0|100
0|2022-01-04|34590.0|0|34590.0|0|365.0|0|0.0|100
0|2022-01-05|34852.0|0|34852.0|0|365.0|0|0.0|100
0|2022-01-06|35520.0|0|35520.0|0|365.0|0|0.0|100
0|2022-01-07|35955.0|0|35955.0|0|365.0|0|0.0|100
0|2022-01-08|35955.0|0|35955.0|0|365.0|0|0.0|100
0|2022-01-09|35955.0|0|35955.0|0|365.0|0|0.0|100
0|2022-01-10|37864.0|0|37864.0|0|368.0|0|0.0|100
0|2022-01-11|38162.0|0|38162.0|0|368.0|0|0.0|100
0|2022-01-12|38770.0|0|38770.0|0|369.0|0|0.0|100
0|2022-01-13|38770.0|0|39372.0|0|369.0|0|0.0|100
0|2022-01-14|40079.0|0|40079.0|0|372.0|0|0.0|100
0|2022-01-15|40079.0|0|40079.0|0|372.0|0|0.0|100
0|2022-01-16|40079.0|0|40079.0|0|372.0|0|0.0|100
0|2022-01-17|40079.0|0|0.0|100|372.0|0|0.0|100
