|dates|Kanabec_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Kanabec_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Kanabec_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Kanabec_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Kanabec_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Kanabec_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Kanabec_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Kanabec_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1871.0|0|1871.0|0|30.0|0|0.0|100
0|2021-10-18|1876.0|0|1876.0|0|30.0|0|0.0|100
0|2021-10-19|1902.0|0|1902.0|0|30.0|0|0.0|100
0|2021-10-20|1905.0|0|1905.0|0|30.0|0|0.0|100
0|2021-10-21|1913.0|0|1913.0|0|30.0|0|0.0|100
0|2021-10-22|1922.0|0|1922.0|0|30.0|0|0.0|100
0|2021-10-23|1922.0|0|1922.0|0|30.0|0|0.0|100
0|2021-10-24|1922.0|0|1922.0|0|30.0|0|0.0|100
0|2021-10-25|1928.0|0|1928.0|0|30.0|0|0.0|100
0|2021-10-26|1947.0|0|1947.0|0|30.0|0|0.0|100
0|2021-10-27|1950.0|0|1950.0|0|30.0|0|0.0|100
0|2021-10-28|1962.0|0|1962.0|0|30.0|0|0.0|100
0|2021-10-29|1967.0|0|1967.0|0|30.0|0|0.0|100
0|2021-10-30|1967.0|0|1967.0|0|30.0|0|0.0|100
0|2021-10-31|1967.0|0|1967.0|0|30.0|0|0.0|100
0|2021-11-01|2004.0|0|2004.0|0|30.0|0|0.0|100
0|2021-11-02|2032.0|0|2032.0|0|30.0|0|0.0|100
0|2021-11-03|2040.0|0|2040.0|0|30.0|0|0.0|100
0|2021-11-04|2048.0|0|2048.0|0|30.0|0|0.0|100
0|2021-11-05|2064.0|0|2064.0|0|30.0|0|0.0|100
0|2021-11-06|2064.0|0|2064.0|0|30.0|0|0.0|100
0|2021-11-07|2064.0|0|2064.0|0|30.0|0|0.0|100
0|2021-11-08|2081.0|0|2081.0|0|31.0|0|0.0|100
0|2021-11-09|2117.0|0|2117.0|0|31.0|0|0.0|100
0|2021-11-10|2144.0|0|2144.0|0|32.0|0|0.0|100
0|2021-11-11|2165.0|0|2165.0|0|32.0|0|0.0|100
0|2021-11-12|2198.0|0|2198.0|0|33.0|0|0.0|100
0|2021-11-13|2198.0|0|2198.0|0|33.0|0|0.0|100
0|2021-11-14|2198.0|0|2198.0|0|33.0|0|0.0|100
0|2021-11-15|2222.0|0|2222.0|0|33.0|0|0.0|100
0|2021-11-16|2268.0|0|2268.0|0|33.0|0|0.0|100
0|2021-11-17|2280.0|0|2280.0|0|33.0|0|0.0|100
0|2021-11-18|2297.0|0|2297.0|0|33.0|0|0.0|100
0|2021-11-19|2326.0|0|2326.0|0|34.0|0|0.0|100
0|2021-11-20|2326.0|0|2326.0|0|34.0|0|0.0|100
0|2021-11-21|2326.0|0|2326.0|0|34.0|0|0.0|100
0|2021-11-22|2347.0|0|2347.0|0|34.0|0|0.0|100
0|2021-11-23|2399.0|0|2399.0|0|34.0|0|0.0|100
0|2021-11-24|2408.0|0|2408.0|0|34.0|0|0.0|100
0|2021-11-25|2408.0|0|2408.0|0|34.0|0|0.0|100
0|2021-11-26|2415.0|0|2415.0|0|36.0|0|0.0|100
0|2021-11-27|2415.0|0|2415.0|0|36.0|0|0.0|100
0|2021-11-28|2415.0|0|2415.0|0|36.0|0|0.0|100
0|2021-11-29|2444.0|0|2444.0|0|36.0|0|0.0|100
0|2021-11-30|2481.0|0|2481.0|0|36.0|0|0.0|100
0|2021-12-01|2501.0|0|2501.0|0|36.0|0|0.0|100
0|2021-12-02|2518.0|0|2518.0|0|37.0|0|0.0|100
0|2021-12-03|2544.0|0|2544.0|0|37.0|0|0.0|100
0|2021-12-04|2544.0|0|2544.0|0|37.0|0|0.0|100
0|2021-12-05|2544.0|0|2544.0|0|37.0|0|0.0|100
0|2021-12-06|2567.0|0|2567.0|0|38.0|0|0.0|100
0|2021-12-07|2624.0|0|2624.0|0|39.0|0|0.0|100
0|2021-12-08|2630.0|0|2630.0|0|39.0|0|0.0|100
0|2021-12-09|2636.0|0|2636.0|0|40.0|0|0.0|100
0|2021-12-10|2651.0|0|2651.0|0|40.0|0|0.0|100
0|2021-12-11|2651.0|0|2651.0|0|40.0|0|0.0|100
0|2021-12-12|2651.0|0|2651.0|0|40.0|0|0.0|100
0|2021-12-13|2666.0|0|2666.0|0|40.0|0|0.0|100
0|2021-12-14|2666.0|0|2697.0|0|40.0|0|0.0|100
0|2021-12-15|2702.0|0|2702.0|0|41.0|0|0.0|100
0|2021-12-16|2713.0|0|2713.0|0|41.0|0|0.0|100
0|2021-12-17|2723.0|0|2723.0|0|41.0|0|0.0|100
0|2021-12-18|2723.0|0|2723.0|0|41.0|0|0.0|100
0|2021-12-19|2723.0|0|2723.0|0|41.0|0|0.0|100
0|2021-12-20|2734.0|0|2734.0|0|41.0|0|0.0|100
0|2021-12-21|2760.0|0|2760.0|0|41.0|0|0.0|100
0|2021-12-22|2769.0|0|2769.0|0|43.0|0|0.0|100
0|2021-12-23|2777.0|0|2777.0|0|43.0|0|0.0|100
0|2021-12-24|2777.0|0|2777.0|0|43.0|0|0.0|100
0|2021-12-25|2777.0|0|2777.0|0|43.0|0|0.0|100
0|2021-12-26|2777.0|0|2777.0|0|43.0|0|0.0|100
0|2021-12-27|2788.0|0|2788.0|0|43.0|0|0.0|100
0|2021-12-28|2820.0|0|2820.0|0|44.0|0|0.0|100
0|2021-12-29|2824.0|0|2824.0|0|44.0|0|0.0|100
0|2021-12-30|2825.0|0|2825.0|0|45.0|0|0.0|100
0|2021-12-31|2825.0|0|2825.0|0|45.0|0|0.0|100
0|2022-01-01|2825.0|0|2825.0|0|45.0|0|0.0|100
0|2022-01-02|2825.0|0|2825.0|0|45.0|0|0.0|100
0|2022-01-03|2828.0|0|2828.0|0|45.0|0|0.0|100
0|2022-01-04|2838.0|0|2838.0|0|46.0|0|0.0|100
0|2022-01-05|2861.0|0|2861.0|0|47.0|0|0.0|100
0|2022-01-06|2873.0|0|2873.0|0|47.0|0|0.0|100
0|2022-01-07|2878.0|0|2878.0|0|48.0|0|0.0|100
0|2022-01-08|2878.0|0|2878.0|0|48.0|0|0.0|100
0|2022-01-09|2878.0|0|2878.0|0|48.0|0|0.0|100
0|2022-01-10|2880.0|0|2880.0|0|48.0|0|0.0|100
0|2022-01-11|2904.0|0|2904.0|0|48.0|0|0.0|100
0|2022-01-12|2924.0|0|2924.0|0|48.0|0|0.0|100
0|2022-01-13|2924.0|0|2936.0|0|48.0|0|0.0|100
0|2022-01-14|2966.0|0|2966.0|0|48.0|0|0.0|100
0|2022-01-15|2966.0|0|2966.0|0|48.0|0|0.0|100
0|2022-01-16|2966.0|0|2966.0|0|48.0|0|0.0|100
0|2022-01-17|2966.0|0|0.0|100|48.0|0|0.0|100
