|dates|Hancock_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Hancock_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|1232.0|0|1232.0|0|20.0|0|0.0|100
0|2021-11-13|1232.0|0|1232.0|0|20.0|0|0.0|100
0|2021-11-14|1232.0|0|1232.0|0|20.0|0|0.0|100
0|2021-11-15|1236.0|0|1236.0|0|20.0|0|0.0|100
0|2021-11-16|1239.0|0|1239.0|0|20.0|0|0.0|100
0|2021-11-17|1239.0|0|1239.0|0|20.0|0|0.0|100
0|2021-11-18|1239.0|0|1239.0|0|20.0|0|0.0|100
0|2021-11-19|1243.0|0|1243.0|0|20.0|0|0.0|100
0|2021-11-20|1243.0|0|1243.0|0|20.0|0|0.0|100
0|2021-11-21|1243.0|0|1243.0|0|20.0|0|0.0|100
0|2021-11-22|1246.0|0|1246.0|0|20.0|0|0.0|100
0|2021-11-23|1246.0|0|1246.0|0|20.0|0|0.0|100
0|2021-11-24|1247.0|0|1247.0|0|21.0|0|0.0|100
0|2021-11-25|1247.0|0|1247.0|0|21.0|0|0.0|100
0|2021-11-26|1247.0|0|1247.0|0|21.0|0|0.0|100
0|2021-11-27|1247.0|0|1247.0|0|21.0|0|0.0|100
0|2021-11-28|1247.0|0|1247.0|0|21.0|0|0.0|100
0|2021-11-29|1256.0|0|1256.0|0|21.0|0|0.0|100
0|2021-11-30|1262.0|0|1262.0|0|21.0|0|0.0|100
0|2021-12-01|1266.0|0|1266.0|0|21.0|0|0.0|100
0|2021-12-02|1284.0|0|1284.0|0|21.0|0|0.0|100
0|2021-12-03|1293.0|0|1293.0|0|21.0|0|0.0|100
0|2021-12-04|1293.0|0|1293.0|0|21.0|0|0.0|100
0|2021-12-05|1293.0|0|1293.0|0|21.0|0|0.0|100
0|2021-12-06|1296.0|0|1296.0|0|21.0|0|0.0|100
0|2021-12-07|1297.0|0|1297.0|0|21.0|0|0.0|100
0|2021-12-08|1299.0|0|1299.0|0|21.0|0|0.0|100
0|2021-12-09|1299.0|0|1299.0|0|21.0|0|0.0|100
0|2021-12-10|1309.0|0|1309.0|0|21.0|0|0.0|100
0|2021-12-11|1309.0|0|1309.0|0|21.0|0|0.0|100
0|2021-12-12|1309.0|0|1309.0|0|21.0|0|0.0|100
0|2021-12-13|1321.0|0|1321.0|0|21.0|0|0.0|100
0|2021-12-14|1321.0|0|1321.0|0|21.0|0|0.0|100
0|2021-12-15|1325.0|0|1325.0|0|21.0|0|0.0|100
0|2021-12-16|1333.0|0|1333.0|0|21.0|0|0.0|100
0|2021-12-17|1337.0|0|1337.0|0|21.0|0|0.0|100
0|2021-12-18|1337.0|0|1337.0|0|21.0|0|0.0|100
0|2021-12-19|1337.0|0|1337.0|0|21.0|0|0.0|100
0|2021-12-20|1354.0|0|1354.0|0|21.0|0|0.0|100
0|2021-12-21|1355.0|0|1355.0|0|21.0|0|0.0|100
0|2021-12-22|1358.0|0|1358.0|0|21.0|0|0.0|100
0|2021-12-23|1375.0|0|1375.0|0|24.0|0|0.0|100
0|2021-12-24|1375.0|0|1375.0|0|24.0|0|0.0|100
0|2021-12-25|1375.0|0|1375.0|0|24.0|0|0.0|100
0|2021-12-26|1375.0|0|1375.0|0|24.0|0|0.0|100
0|2021-12-27|1377.0|0|1377.0|0|24.0|0|0.0|100
0|2021-12-28|1384.0|0|1384.0|0|26.0|0|0.0|100
0|2021-12-29|1393.0|0|1393.0|0|26.0|0|0.0|100
0|2021-12-30|1399.0|0|1399.0|0|26.0|0|0.0|100
0|2021-12-31|1399.0|0|1399.0|0|26.0|0|0.0|100
0|2022-01-01|1399.0|0|1399.0|0|26.0|0|0.0|100
0|2022-01-02|1399.0|0|1399.0|0|26.0|0|0.0|100
0|2022-01-03|1436.0|0|1436.0|0|26.0|0|0.0|100
0|2022-01-04|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-05|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-06|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-07|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-08|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-09|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-10|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-11|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-12|1491.0|0|1491.0|0|28.0|0|0.0|100
0|2022-01-13|1491.0|0|1491.0|0|28.0|0|0.0|100
0|2022-01-14|1491.0|0|1491.0|0|28.0|0|0.0|100
0|2022-01-15|1491.0|0|1491.0|0|28.0|0|0.0|100
0|2022-01-16|1491.0|0|1491.0|0|28.0|0|0.0|100
0|2022-01-17|1491.0|0|0.0|100|28.0|0|0.0|100
