|dates|Hillsborough_Florida_UnitedStates.BLS_EmployedPopulation.data|Hillsborough_Florida_UnitedStates.BLS_EmployedPopulation.missing|Hillsborough_Florida_UnitedStates.BLS_UnemployedPopulation.data|Hillsborough_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Hillsborough_Florida_UnitedStates.BLS_UnemploymentRate.data|Hillsborough_Florida_UnitedStates.BLS_UnemploymentRate.missing|Hillsborough_Florida_UnitedStates.BLS_LaborForcePopulation.data|Hillsborough_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-18|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-19|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-20|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-21|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-22|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-23|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-24|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-25|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-26|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-27|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-28|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-29|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-30|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-10-31|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-01|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-02|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-03|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-04|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-05|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-06|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-07|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-08|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-09|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-10|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-11|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-12|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-13|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-14|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-15|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-16|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-17|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-18|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-19|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-20|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-21|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-22|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-23|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-24|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-25|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-26|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-27|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-28|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-29|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-11-30|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-01|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-02|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-03|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-04|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-05|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-06|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-07|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-08|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-09|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-10|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-11|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
0|2021-12-12|751982.0|0|36218.0|0|4.595026642984014|0|788200.0|0
