|dates|Greene_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Ohio_UnitedStates.Male_Total_Population.data|Greene_Ohio_UnitedStates.Male_Total_Population.missing|Greene_Ohio_UnitedStates.Female_Total_Population.data|Greene_Ohio_UnitedStates.Female_Total_Population.missing|Greene_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-18|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-19|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-20|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-21|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-22|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-23|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-24|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-25|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-26|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-27|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-28|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-29|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-30|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-10-31|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-01|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-02|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-03|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-04|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-05|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-06|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-07|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-08|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-09|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-10|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-11|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-12|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-13|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-14|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-15|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-16|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-17|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-18|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-19|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-20|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-21|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-22|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-23|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-24|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-25|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-26|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-27|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-28|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-29|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-11-30|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-01|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-02|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-03|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-04|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-05|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-06|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-07|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-08|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-09|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-10|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-11|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-12|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-13|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-14|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-15|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-16|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-17|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-18|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-19|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-20|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-21|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-22|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-23|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-24|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-25|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-26|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-27|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-28|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-29|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-30|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2021-12-31|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-01|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-02|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-03|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-04|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-05|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-06|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-07|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-08|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-09|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-10|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-11|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-12|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-13|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-14|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-15|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-16|28829.0|0|82804.0|0|85191.0|0|34671.0|0
0|2022-01-17|28829.0|0|82804.0|0|85191.0|0|34671.0|0
