|dates|Hill_Texas_UnitedStates.JHU_ConfirmedCases.data|Hill_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hill_Texas_UnitedStates.NYT_ConfirmedCases.data|Hill_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hill_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hill_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hill_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hill_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|6014.0|0|6014.0|0|173.0|0|0.0|100
0|2021-12-28|6027.0|0|6027.0|0|174.0|0|0.0|100
0|2021-12-29|6032.0|0|6032.0|0|174.0|0|0.0|100
0|2021-12-30|6042.0|0|6042.0|0|174.0|0|0.0|100
0|2021-12-31|6042.0|0|6042.0|0|174.0|0|0.0|100
0|2022-01-01|6042.0|0|6042.0|0|174.0|0|0.0|100
0|2022-01-02|6042.0|0|6042.0|0|174.0|0|0.0|100
0|2022-01-03|6128.0|0|6128.0|0|177.0|0|0.0|100
0|2022-01-04|6148.0|0|6148.0|0|177.0|0|0.0|100
0|2022-01-05|6170.0|0|6170.0|0|177.0|0|0.0|100
0|2022-01-06|6222.0|0|6222.0|0|177.0|0|0.0|100
0|2022-01-07|6243.0|0|6243.0|0|178.0|0|0.0|100
0|2022-01-08|6254.0|0|6254.0|0|178.0|0|0.0|100
0|2022-01-09|6308.0|0|6308.0|0|178.0|0|0.0|100
0|2022-01-10|6361.0|0|6361.0|0|178.0|0|0.0|100
0|2022-01-11|6387.0|0|6387.0|0|178.0|0|0.0|100
0|2022-01-12|6460.0|0|6460.0|0|178.0|0|0.0|100
0|2022-01-13|6460.0|0|6538.0|0|178.0|0|0.0|100
0|2022-01-14|6538.0|0|7417.0|0|178.0|0|0.0|100
0|2022-01-15|7480.0|0|7480.0|0|178.0|0|0.0|100
0|2022-01-16|7526.0|0|7526.0|0|178.0|0|0.0|100
0|2022-01-17|7569.0|0|0.0|100|178.0|0|0.0|100
