|dates|Carroll_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Carroll_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Carroll_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Carroll_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|4646.0|0|4646.0|0|81.0|0|0.0|100
0|2022-01-05|4670.0|0|4670.0|0|81.0|0|0.0|100
0|2022-01-06|4696.0|0|4696.0|0|81.0|0|0.0|100
0|2022-01-07|4727.0|0|4727.0|0|81.0|0|0.0|100
0|2022-01-08|4777.0|0|4777.0|0|81.0|0|0.0|100
0|2022-01-09|4777.0|0|4777.0|0|81.0|0|0.0|100
0|2022-01-10|4826.0|0|4826.0|0|82.0|0|0.0|100
0|2022-01-11|4854.0|0|4854.0|0|83.0|0|0.0|100
0|2022-01-12|4923.0|0|4923.0|0|83.0|0|0.0|100
0|2022-01-13|4923.0|0|5002.0|0|83.0|0|0.0|100
0|2022-01-14|5055.0|0|5055.0|0|83.0|0|0.0|100
0|2022-01-15|5125.0|0|5125.0|0|83.0|0|0.0|100
0|2022-01-16|5160.0|0|5160.0|0|84.0|0|0.0|100
0|2022-01-17|5172.0|0|0.0|100|85.0|0|0.0|100
