|dates|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Latimer_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Latimer_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|1496.0|0|1496.0|0|23.0|0|0.0|100
0|2021-11-15|1496.0|0|1496.0|0|23.0|0|0.0|100
0|2021-11-16|1496.0|0|1496.0|0|23.0|0|0.0|100
0|2021-11-17|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-11-18|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-11-19|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-11-20|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-11-21|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-11-22|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-11-23|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-11-24|1572.0|0|1572.0|0|23.0|0|0.0|100
0|2021-11-25|1572.0|0|1572.0|0|23.0|0|0.0|100
0|2021-11-26|1572.0|0|1572.0|0|23.0|0|0.0|100
0|2021-11-27|1572.0|0|1572.0|0|23.0|0|0.0|100
0|2021-11-28|1572.0|0|1572.0|0|23.0|0|0.0|100
0|2021-11-29|1572.0|0|1572.0|0|23.0|0|0.0|100
0|2021-11-30|1572.0|0|1572.0|0|23.0|0|0.0|100
0|2021-12-01|1584.0|0|1584.0|0|23.0|0|0.0|100
0|2021-12-02|1584.0|0|1584.0|0|23.0|0|0.0|100
0|2021-12-03|1584.0|0|1584.0|0|23.0|0|0.0|100
0|2021-12-04|1584.0|0|1584.0|0|23.0|0|0.0|100
0|2021-12-05|1584.0|0|1584.0|0|23.0|0|0.0|100
0|2021-12-06|1584.0|0|1584.0|0|23.0|0|0.0|100
0|2021-12-07|1584.0|0|1584.0|0|23.0|0|0.0|100
0|2021-12-08|1605.0|0|1605.0|0|23.0|0|0.0|100
0|2021-12-09|1605.0|0|1605.0|0|23.0|0|0.0|100
0|2021-12-10|1605.0|0|1605.0|0|23.0|0|0.0|100
0|2021-12-11|1605.0|0|1605.0|0|23.0|0|0.0|100
0|2021-12-12|1605.0|0|1605.0|0|23.0|0|0.0|100
0|2021-12-13|1605.0|0|1605.0|0|23.0|0|0.0|100
0|2021-12-14|1605.0|0|1605.0|0|23.0|0|0.0|100
0|2021-12-15|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-16|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-17|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-18|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-19|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-20|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-21|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-22|1620.0|0|1620.0|0|23.0|0|0.0|100
0|2021-12-23|1620.0|0|1620.0|0|28.0|0|0.0|100
0|2021-12-24|1620.0|0|1620.0|0|28.0|0|0.0|100
0|2021-12-25|1620.0|0|1620.0|0|28.0|0|0.0|100
0|2021-12-26|1620.0|0|1620.0|0|28.0|0|0.0|100
0|2021-12-27|1620.0|0|1620.0|0|28.0|0|0.0|100
0|2021-12-28|1620.0|0|1620.0|0|28.0|0|0.0|100
0|2021-12-29|1633.0|0|1633.0|0|28.0|0|0.0|100
0|2021-12-30|1633.0|0|1633.0|0|28.0|0|0.0|100
0|2021-12-31|1633.0|0|1633.0|0|28.0|0|0.0|100
0|2022-01-01|1633.0|0|1633.0|0|28.0|0|0.0|100
0|2022-01-02|1633.0|0|1633.0|0|28.0|0|0.0|100
0|2022-01-03|1633.0|0|1633.0|0|28.0|0|0.0|100
0|2022-01-04|1633.0|0|1633.0|0|28.0|0|0.0|100
0|2022-01-05|1645.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-06|1645.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-07|1645.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-08|1645.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-09|1645.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-10|1645.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-11|1645.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-12|1682.0|0|1682.0|0|29.0|0|0.0|100
0|2022-01-13|1682.0|0|1682.0|0|29.0|0|0.0|100
0|2022-01-14|1682.0|0|1682.0|0|29.0|0|0.0|100
0|2022-01-15|1682.0|0|1682.0|0|29.0|0|0.0|100
0|2022-01-16|1682.0|0|1682.0|0|29.0|0|0.0|100
0|2022-01-17|1682.0|0|0.0|100|29.0|0|0.0|100
