|dates|Perry_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Perry_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Perry_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Perry_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1501.0|0|1501.0|0|21.0|0|0.0|100
0|2021-10-18|1502.0|0|1502.0|0|21.0|0|0.0|100
0|2021-10-19|1504.0|0|1504.0|0|21.0|0|0.0|100
0|2021-10-20|1508.0|0|1508.0|0|21.0|0|0.0|100
0|2021-10-21|1510.0|0|1510.0|0|21.0|0|0.0|100
0|2021-10-22|1510.0|0|1510.0|0|21.0|0|0.0|100
0|2021-10-23|1510.0|0|1510.0|0|21.0|0|0.0|100
0|2021-10-24|1511.0|0|1511.0|0|21.0|0|0.0|100
0|2021-10-25|1511.0|0|1511.0|0|21.0|0|0.0|100
0|2021-10-26|1511.0|0|1511.0|0|21.0|0|0.0|100
0|2021-10-27|1514.0|0|1514.0|0|21.0|0|0.0|100
0|2021-10-28|1515.0|0|1515.0|0|21.0|0|0.0|100
0|2021-10-29|1516.0|0|1516.0|0|21.0|0|0.0|100
0|2021-10-30|1516.0|0|1516.0|0|21.0|0|0.0|100
0|2021-10-31|1516.0|0|1516.0|0|21.0|0|0.0|100
0|2021-11-01|1516.0|0|1516.0|0|21.0|0|0.0|100
0|2021-11-02|1518.0|0|1518.0|0|21.0|0|0.0|100
0|2021-11-03|1523.0|0|1523.0|0|22.0|0|0.0|100
0|2021-11-04|1526.0|0|1526.0|0|22.0|0|0.0|100
0|2021-11-05|1529.0|0|1529.0|0|22.0|0|0.0|100
0|2021-11-06|1532.0|0|1532.0|0|22.0|0|0.0|100
0|2021-11-07|1534.0|0|1534.0|0|22.0|0|0.0|100
0|2021-11-08|1534.0|0|1534.0|0|22.0|0|0.0|100
0|2021-11-09|1539.0|0|1539.0|0|22.0|0|0.0|100
0|2021-11-10|1539.0|0|1540.0|0|22.0|0|0.0|100
0|2021-11-11|1543.0|0|1543.0|0|22.0|0|0.0|100
0|2021-11-12|1546.0|0|1546.0|0|22.0|0|0.0|100
0|2021-11-13|1548.0|0|1548.0|0|22.0|0|0.0|100
0|2021-11-14|1548.0|0|1548.0|0|22.0|0|0.0|100
0|2021-11-15|1549.0|0|1549.0|0|22.0|0|0.0|100
0|2021-11-16|1552.0|0|1552.0|0|22.0|0|0.0|100
0|2021-11-17|1559.0|0|1559.0|0|22.0|0|0.0|100
0|2021-11-18|1563.0|0|1563.0|0|22.0|0|0.0|100
0|2021-11-19|1570.0|0|1570.0|0|22.0|0|0.0|100
0|2021-11-20|1573.0|0|1573.0|0|22.0|0|0.0|100
0|2021-11-21|1572.0|0|1572.0|0|22.0|0|0.0|100
0|2021-11-22|1571.0|0|1571.0|0|22.0|0|0.0|100
0|2021-11-23|1574.0|0|1574.0|0|22.0|0|0.0|100
0|2021-11-24|1577.0|0|1577.0|0|22.0|0|0.0|100
0|2021-11-25|1577.0|0|1577.0|0|22.0|0|0.0|100
0|2021-11-26|1578.0|0|1578.0|0|22.0|0|0.0|100
0|2021-11-27|1581.0|0|1581.0|0|22.0|0|0.0|100
0|2021-11-28|1582.0|0|1582.0|0|22.0|0|0.0|100
0|2021-11-29|1582.0|0|1582.0|0|22.0|0|0.0|100
0|2021-11-30|1582.0|0|1583.0|0|22.0|0|0.0|100
0|2021-12-01|1590.0|0|1590.0|0|22.0|0|0.0|100
0|2021-12-02|1599.0|0|1599.0|0|22.0|0|0.0|100
0|2021-12-03|1604.0|0|1604.0|0|22.0|0|0.0|100
0|2021-12-04|1610.0|0|1610.0|0|22.0|0|0.0|100
0|2021-12-05|1612.0|0|1612.0|0|22.0|0|0.0|100
0|2021-12-06|1612.0|0|1612.0|0|22.0|0|0.0|100
0|2021-12-07|1618.0|0|1618.0|0|22.0|0|0.0|100
0|2021-12-08|1621.0|0|1621.0|0|22.0|0|0.0|100
0|2021-12-09|1622.0|0|1622.0|0|22.0|0|0.0|100
0|2021-12-10|1622.0|0|1622.0|0|22.0|0|0.0|100
0|2021-12-11|1627.0|0|1627.0|0|23.0|0|0.0|100
0|2021-12-12|1629.0|0|1629.0|0|23.0|0|0.0|100
0|2021-12-13|1630.0|0|1630.0|0|23.0|0|0.0|100
0|2021-12-14|1630.0|0|1632.0|0|23.0|0|0.0|100
0|2021-12-15|1635.0|0|1635.0|0|23.0|0|0.0|100
0|2021-12-16|1636.0|0|1636.0|0|23.0|0|0.0|100
0|2021-12-17|1640.0|0|1640.0|0|23.0|0|0.0|100
0|2021-12-18|1641.0|0|1641.0|0|23.0|0|0.0|100
0|2021-12-19|1641.0|0|1641.0|0|24.0|0|0.0|100
0|2021-12-20|1641.0|0|1641.0|0|24.0|0|0.0|100
0|2021-12-21|1645.0|0|1645.0|0|24.0|0|0.0|100
0|2021-12-22|1646.0|0|1646.0|0|24.0|0|0.0|100
