|dates|Perry_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Perry_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Perry_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Perry_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|1648.0|0|1648.0|0|24.0|0|0.0|100
0|2021-12-24|1649.0|0|1649.0|0|24.0|0|0.0|100
0|2021-12-25|1650.0|0|1650.0|0|24.0|0|0.0|100
0|2021-12-26|1652.0|0|1652.0|0|24.0|0|0.0|100
0|2021-12-27|1655.0|0|1655.0|0|24.0|0|0.0|100
0|2021-12-28|1663.0|0|1663.0|0|25.0|0|0.0|100
0|2021-12-29|1677.0|0|1677.0|0|26.0|0|0.0|100
0|2021-12-30|1686.0|0|1686.0|0|26.0|0|0.0|100
0|2021-12-31|1697.0|0|1697.0|0|26.0|0|0.0|100
0|2022-01-01|1714.0|0|1714.0|0|26.0|0|0.0|100
0|2022-01-02|1717.0|0|1717.0|0|26.0|0|0.0|100
0|2022-01-03|1719.0|0|1719.0|0|26.0|0|0.0|100
0|2022-01-04|1732.0|0|1732.0|0|26.0|0|0.0|100
0|2022-01-05|1743.0|0|1743.0|0|26.0|0|0.0|100
0|2022-01-06|1760.0|0|1760.0|0|26.0|0|0.0|100
0|2022-01-07|1773.0|0|1773.0|0|26.0|0|0.0|100
0|2022-01-08|1780.0|0|1780.0|0|26.0|0|0.0|100
0|2022-01-09|1780.0|0|1780.0|0|26.0|0|0.0|100
0|2022-01-10|1798.0|0|1798.0|0|26.0|0|0.0|100
0|2022-01-11|1820.0|0|1820.0|0|26.0|0|0.0|100
0|2022-01-12|1846.0|0|1846.0|0|26.0|0|0.0|100
0|2022-01-13|1846.0|0|1885.0|0|26.0|0|0.0|100
0|2022-01-14|1922.0|0|1922.0|0|26.0|0|0.0|100
0|2022-01-15|1975.0|0|1975.0|0|27.0|0|0.0|100
0|2022-01-16|1995.0|0|1995.0|0|27.0|0|0.0|100
0|2022-01-17|2044.0|0|0.0|100|27.0|0|0.0|100
