|dates|Barren_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Barren_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Barren_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Barren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Barren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|8973.0|0|8973.0|0|175.0|0|0.0|100
0|2021-12-19|8973.0|0|8973.0|0|175.0|0|0.0|100
0|2021-12-20|9030.0|0|9030.0|0|175.0|0|0.0|100
0|2021-12-21|9045.0|0|9045.0|0|176.0|0|0.0|100
0|2021-12-22|9084.0|0|9084.0|0|177.0|0|0.0|100
0|2021-12-23|9084.0|0|9084.0|0|177.0|0|0.0|100
0|2021-12-24|9084.0|0|9084.0|0|177.0|0|0.0|100
0|2021-12-25|9084.0|0|9084.0|0|177.0|0|0.0|100
0|2021-12-26|9084.0|0|9084.0|0|177.0|0|0.0|100
0|2021-12-27|9147.0|0|9147.0|0|179.0|0|0.0|100
0|2021-12-28|9185.0|0|9185.0|0|179.0|0|0.0|100
0|2021-12-29|9219.0|0|9219.0|0|179.0|0|0.0|100
0|2021-12-30|9219.0|0|9219.0|0|179.0|0|0.0|100
0|2021-12-31|9219.0|0|9219.0|0|179.0|0|0.0|100
0|2022-01-01|9219.0|0|9219.0|0|179.0|0|0.0|100
0|2022-01-02|9219.0|0|9219.0|0|179.0|0|0.0|100
0|2022-01-03|9380.0|0|9380.0|0|182.0|0|0.0|100
0|2022-01-04|9417.0|0|9417.0|0|182.0|0|0.0|100
0|2022-01-05|9479.0|0|9479.0|0|182.0|0|0.0|100
0|2022-01-06|9532.0|0|9532.0|0|182.0|0|0.0|100
0|2022-01-07|9586.0|0|9586.0|0|183.0|0|0.0|100
0|2022-01-08|9586.0|0|9586.0|0|183.0|0|0.0|100
0|2022-01-09|9586.0|0|9586.0|0|183.0|0|0.0|100
0|2022-01-10|9658.0|0|9658.0|0|185.0|0|0.0|100
0|2022-01-11|9750.0|0|9750.0|0|185.0|0|0.0|100
0|2022-01-12|9823.0|0|9823.0|0|185.0|0|0.0|100
0|2022-01-13|9823.0|0|9882.0|0|185.0|0|0.0|100
0|2022-01-14|9987.0|0|9987.0|0|186.0|0|0.0|100
0|2022-01-15|9987.0|0|9987.0|0|186.0|0|0.0|100
0|2022-01-16|9987.0|0|9987.0|0|186.0|0|0.0|100
0|2022-01-17|9987.0|0|0.0|100|186.0|0|0.0|100
