|dates|Barren_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Barren_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Barren_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Barren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Barren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7814.0|0|7814.0|0|133.0|0|0.0|100
0|2021-10-18|7839.0|0|7839.0|0|139.0|0|0.0|100
0|2021-10-19|7850.0|0|7850.0|0|139.0|0|0.0|100
0|2021-10-20|7863.0|0|7863.0|0|139.0|0|0.0|100
0|2021-10-21|7877.0|0|7877.0|0|139.0|0|0.0|100
0|2021-10-22|7887.0|0|7887.0|0|139.0|0|0.0|100
0|2021-10-23|7887.0|0|7887.0|0|139.0|0|0.0|100
0|2021-10-24|7887.0|0|7887.0|0|139.0|0|0.0|100
0|2021-10-25|7901.0|0|7901.0|0|139.0|0|0.0|100
0|2021-10-26|7916.0|0|7916.0|0|139.0|0|0.0|100
0|2021-10-27|7928.0|0|7928.0|0|139.0|0|0.0|100
0|2021-10-28|7945.0|0|7945.0|0|142.0|0|0.0|100
0|2021-10-29|7962.0|0|7962.0|0|147.0|0|0.0|100
0|2021-10-30|7962.0|0|7962.0|0|147.0|0|0.0|100
0|2021-10-31|7962.0|0|7962.0|0|147.0|0|0.0|100
0|2021-11-01|7985.0|0|7985.0|0|147.0|0|0.0|100
0|2021-11-02|8004.0|0|8004.0|0|147.0|0|0.0|100
0|2021-11-03|8022.0|0|8022.0|0|147.0|0|0.0|100
0|2021-11-04|8034.0|0|8034.0|0|147.0|0|0.0|100
0|2021-11-05|8049.0|0|8049.0|0|147.0|0|0.0|100
0|2021-11-06|8049.0|0|8049.0|0|147.0|0|0.0|100
0|2021-11-07|8049.0|0|8049.0|0|147.0|0|0.0|100
0|2021-11-08|8073.0|0|8073.0|0|147.0|0|0.0|100
0|2021-11-09|8105.0|0|8105.0|0|147.0|0|0.0|100
0|2021-11-10|8105.0|0|8117.0|0|147.0|0|0.0|100
0|2021-11-11|8117.0|0|8117.0|0|148.0|0|0.0|100
0|2021-11-12|8153.0|0|8153.0|0|151.0|0|0.0|100
0|2021-11-13|8153.0|0|8153.0|0|151.0|0|0.0|100
0|2021-11-14|8153.0|0|8153.0|0|151.0|0|0.0|100
0|2021-11-15|8196.0|0|8196.0|0|152.0|0|0.0|100
0|2021-11-16|8219.0|0|8219.0|0|152.0|0|0.0|100
0|2021-11-17|8260.0|0|8260.0|0|152.0|0|0.0|100
0|2021-11-18|8289.0|0|8289.0|0|155.0|0|0.0|100
0|2021-11-19|8306.0|0|8306.0|0|157.0|0|0.0|100
0|2021-11-20|8306.0|0|8306.0|0|157.0|0|0.0|100
0|2021-11-21|8306.0|0|8306.0|0|157.0|0|0.0|100
0|2021-11-22|8352.0|0|8352.0|0|158.0|0|0.0|100
0|2021-11-23|8374.0|0|8374.0|0|159.0|0|0.0|100
0|2021-11-24|8412.0|0|8412.0|0|159.0|0|0.0|100
0|2021-11-25|8412.0|0|8412.0|0|159.0|0|0.0|100
0|2021-11-26|8412.0|0|8412.0|0|159.0|0|0.0|100
0|2021-11-27|8412.0|0|8412.0|0|159.0|0|0.0|100
0|2021-11-28|8412.0|0|8412.0|0|159.0|0|0.0|100
0|2021-11-29|8518.0|0|8518.0|0|161.0|0|0.0|100
0|2021-11-30|8537.0|0|8537.0|0|161.0|0|0.0|100
0|2021-12-01|8575.0|0|8575.0|0|161.0|0|0.0|100
0|2021-12-02|8575.0|0|8614.0|0|161.0|0|0.0|100
0|2021-12-03|8635.0|0|8635.0|0|161.0|0|0.0|100
0|2021-12-04|8635.0|0|8635.0|0|161.0|0|0.0|100
0|2021-12-05|8635.0|0|8635.0|0|161.0|0|0.0|100
0|2021-12-06|8722.0|0|8722.0|0|165.0|0|0.0|100
0|2021-12-07|8758.0|0|8758.0|0|167.0|0|0.0|100
0|2021-12-08|8790.0|0|8790.0|0|167.0|0|0.0|100
0|2021-12-09|8816.0|0|8816.0|0|167.0|0|0.0|100
0|2021-12-10|8841.0|0|8841.0|0|170.0|0|0.0|100
0|2021-12-11|8841.0|0|8841.0|0|170.0|0|0.0|100
0|2021-12-12|8841.0|0|8841.0|0|170.0|0|0.0|100
0|2021-12-13|8881.0|0|8881.0|0|174.0|0|0.0|100
0|2021-12-14|8881.0|0|8901.0|0|174.0|0|0.0|100
0|2021-12-15|8928.0|0|8928.0|0|174.0|0|0.0|100
0|2021-12-16|8942.0|0|8942.0|0|174.0|0|0.0|100
0|2021-12-17|8973.0|0|8973.0|0|175.0|0|0.0|100
