|dates|Morgan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Morgan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Missouri_UnitedStates.NYT_ConfirmedCases.data|Morgan_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2601.0|0|2601.0|0|57.0|0|0.0|100
0|2021-10-18|2601.0|0|2601.0|0|57.0|0|0.0|100
0|2021-10-19|2601.0|0|2601.0|0|57.0|0|0.0|100
0|2021-10-20|2607.0|0|2607.0|0|58.0|0|0.0|100
0|2021-10-21|2608.0|0|2608.0|0|58.0|0|0.0|100
0|2021-10-22|2610.0|0|2610.0|0|58.0|0|0.0|100
0|2021-10-23|2612.0|0|2612.0|0|58.0|0|0.0|100
0|2021-10-24|2612.0|0|2612.0|0|58.0|0|0.0|100
0|2021-10-25|2615.0|0|2615.0|0|58.0|0|0.0|100
0|2021-10-26|2617.0|0|2617.0|0|58.0|0|0.0|100
0|2021-10-27|2620.0|0|2620.0|0|58.0|0|0.0|100
0|2021-10-28|2622.0|0|2622.0|0|58.0|0|0.0|100
0|2021-10-29|2623.0|0|2623.0|0|58.0|0|0.0|100
0|2021-10-30|2625.0|0|2625.0|0|58.0|0|0.0|100
0|2021-10-31|2626.0|0|2626.0|0|58.0|0|0.0|100
0|2021-11-01|2628.0|0|2628.0|0|58.0|0|0.0|100
0|2021-11-02|2650.0|0|2650.0|0|58.0|0|0.0|100
0|2021-11-03|2655.0|0|2655.0|0|58.0|0|0.0|100
0|2021-11-04|2655.0|0|2655.0|0|58.0|0|0.0|100
0|2021-11-05|2661.0|0|2661.0|0|58.0|0|0.0|100
0|2021-11-06|2664.0|0|2664.0|0|59.0|0|0.0|100
0|2021-11-07|2665.0|0|2665.0|0|59.0|0|0.0|100
0|2021-11-08|2665.0|0|2665.0|0|59.0|0|0.0|100
0|2021-11-09|2667.0|0|2667.0|0|59.0|0|0.0|100
0|2021-11-10|2672.0|0|2672.0|0|59.0|0|0.0|100
0|2021-11-11|2672.0|0|2672.0|0|59.0|0|0.0|100
0|2021-11-12|2685.0|0|2685.0|0|59.0|0|0.0|100
0|2021-11-13|2686.0|0|2686.0|0|59.0|0|0.0|100
0|2021-11-14|2687.0|0|2687.0|0|59.0|0|0.0|100
0|2021-11-15|2688.0|0|2688.0|0|59.0|0|0.0|100
0|2021-11-16|2693.0|0|2693.0|0|59.0|0|0.0|100
0|2021-11-17|2699.0|0|2699.0|0|59.0|0|0.0|100
0|2021-11-18|2721.0|0|2721.0|0|59.0|0|0.0|100
0|2021-11-19|2730.0|0|2730.0|0|59.0|0|0.0|100
0|2021-11-20|2736.0|0|2736.0|0|59.0|0|0.0|100
0|2021-11-21|2736.0|0|2736.0|0|59.0|0|0.0|100
0|2021-11-22|2738.0|0|2738.0|0|59.0|0|0.0|100
0|2021-11-23|2741.0|0|2741.0|0|60.0|0|0.0|100
0|2021-11-24|2744.0|0|2744.0|0|60.0|0|0.0|100
0|2021-11-25|2744.0|0|2744.0|0|60.0|0|0.0|100
0|2021-11-26|2744.0|0|2744.0|0|60.0|0|0.0|100
0|2021-11-27|2744.0|0|2744.0|0|60.0|0|0.0|100
0|2021-11-28|2744.0|0|2744.0|0|60.0|0|0.0|100
0|2021-11-29|2766.0|0|2766.0|0|60.0|0|0.0|100
0|2021-11-30|2769.0|0|2769.0|0|60.0|0|0.0|100
0|2021-12-01|2778.0|0|2778.0|0|60.0|0|0.0|100
0|2021-12-02|2788.0|0|2788.0|0|73.0|0|0.0|100
0|2021-12-03|2788.0|0|2788.0|0|73.0|0|0.0|100
0|2021-12-04|2804.0|0|2804.0|0|73.0|0|0.0|100
0|2021-12-05|2815.0|0|2815.0|0|73.0|0|0.0|100
0|2021-12-06|2827.0|0|2827.0|0|73.0|0|0.0|100
0|2021-12-07|2835.0|0|2835.0|0|73.0|0|0.0|100
0|2021-12-08|2846.0|0|2846.0|0|73.0|0|0.0|100
0|2021-12-09|2864.0|0|2864.0|0|73.0|0|0.0|100
0|2021-12-10|2873.0|0|2873.0|0|73.0|0|0.0|100
0|2021-12-11|2876.0|0|2876.0|0|73.0|0|0.0|100
0|2021-12-12|2882.0|0|2882.0|0|73.0|0|0.0|100
0|2021-12-13|2893.0|0|2893.0|0|73.0|0|0.0|100
0|2021-12-14|2893.0|0|2917.0|0|73.0|0|0.0|100
0|2021-12-15|2935.0|0|2935.0|0|74.0|0|0.0|100
0|2021-12-16|2952.0|0|2952.0|0|75.0|0|0.0|100
0|2021-12-17|2963.0|0|2963.0|0|75.0|0|0.0|100
0|2021-12-18|2971.0|0|2971.0|0|75.0|0|0.0|100
0|2021-12-19|2974.0|0|2974.0|0|75.0|0|0.0|100
0|2021-12-20|2981.0|0|2981.0|0|75.0|0|0.0|100
0|2021-12-21|2993.0|0|2993.0|0|75.0|0|0.0|100
0|2021-12-22|3005.0|0|3005.0|0|75.0|0|0.0|100
0|2021-12-23|3024.0|0|3024.0|0|75.0|0|0.0|100
0|2021-12-24|3024.0|0|3024.0|0|75.0|0|0.0|100
0|2021-12-25|3024.0|0|3024.0|0|75.0|0|0.0|100
0|2021-12-26|3024.0|0|3024.0|0|75.0|0|0.0|100
0|2021-12-27|3041.0|0|3041.0|0|75.0|0|0.0|100
0|2021-12-28|3062.0|0|3062.0|0|75.0|0|0.0|100
0|2021-12-29|3073.0|0|3073.0|0|75.0|0|0.0|100
0|2021-12-30|3090.0|0|3090.0|0|75.0|0|0.0|100
0|2021-12-31|3090.0|0|3090.0|0|75.0|0|0.0|100
0|2022-01-01|3090.0|0|3090.0|0|75.0|0|0.0|100
0|2022-01-02|3090.0|0|3090.0|0|75.0|0|0.0|100
0|2022-01-03|3090.0|0|3098.0|0|75.0|0|0.0|100
0|2022-01-04|3113.0|0|3113.0|0|75.0|0|0.0|100
0|2022-01-05|3131.0|0|3131.0|0|75.0|0|0.0|100
0|2022-01-06|3145.0|0|3145.0|0|75.0|0|0.0|100
0|2022-01-07|3163.0|0|3163.0|0|76.0|0|0.0|100
0|2022-01-08|3189.0|0|3189.0|0|76.0|0|0.0|100
0|2022-01-09|3192.0|0|3192.0|0|76.0|0|0.0|100
0|2022-01-10|3204.0|0|3204.0|0|76.0|0|0.0|100
0|2022-01-11|3229.0|0|3229.0|0|78.0|0|0.0|100
0|2022-01-12|3270.0|0|3270.0|0|79.0|0|0.0|100
0|2022-01-13|3270.0|0|3297.0|0|79.0|0|0.0|100
0|2022-01-14|3317.0|0|3317.0|0|79.0|0|0.0|100
0|2022-01-15|3362.0|0|3362.0|0|79.0|0|0.0|100
0|2022-01-16|3362.0|0|3362.0|0|79.0|0|0.0|100
0|2022-01-17|3362.0|0|0.0|100|79.0|0|0.0|100
