|dates|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ontonagon_Michigan_UnitedStates.NYT_ConfirmedCases.data|Ontonagon_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|752.0|0|752.0|0|27.0|0|0.0|100
0|2021-12-30|752.0|0|752.0|0|27.0|0|0.0|100
0|2021-12-31|752.0|0|752.0|0|27.0|0|0.0|100
0|2022-01-01|752.0|0|752.0|0|27.0|0|0.0|100
0|2022-01-02|752.0|0|752.0|0|27.0|0|0.0|100
0|2022-01-03|759.0|0|759.0|0|27.0|0|0.0|100
0|2022-01-04|759.0|0|759.0|0|27.0|0|0.0|100
0|2022-01-05|768.0|0|768.0|0|28.0|0|0.0|100
0|2022-01-06|768.0|0|768.0|0|28.0|0|0.0|100
0|2022-01-07|796.0|0|796.0|0|28.0|0|0.0|100
0|2022-01-08|796.0|0|796.0|0|28.0|0|0.0|100
0|2022-01-09|796.0|0|796.0|0|28.0|0|0.0|100
0|2022-01-10|822.0|0|822.0|0|28.0|0|0.0|100
0|2022-01-11|822.0|0|822.0|0|28.0|0|0.0|100
0|2022-01-12|832.0|0|832.0|0|28.0|0|0.0|100
0|2022-01-13|832.0|0|832.0|0|28.0|0|0.0|100
0|2022-01-14|852.0|0|852.0|0|30.0|0|0.0|100
0|2022-01-15|852.0|0|852.0|0|30.0|0|0.0|100
0|2022-01-16|852.0|0|852.0|0|30.0|0|0.0|100
0|2022-01-17|852.0|0|0.0|100|30.0|0|0.0|100
