|dates|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ontonagon_Michigan_UnitedStates.NYT_ConfirmedCases.data|Ontonagon_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ontonagon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|593.0|0|593.0|0|22.0|0|0.0|100
0|2021-10-18|596.0|0|596.0|0|22.0|0|0.0|100
0|2021-10-19|596.0|0|596.0|0|22.0|0|0.0|100
0|2021-10-20|600.0|0|600.0|0|22.0|0|0.0|100
0|2021-10-21|600.0|0|600.0|0|22.0|0|0.0|100
0|2021-10-22|602.0|0|602.0|0|22.0|0|0.0|100
0|2021-10-23|602.0|0|602.0|0|22.0|0|0.0|100
0|2021-10-24|602.0|0|602.0|0|22.0|0|0.0|100
0|2021-10-25|612.0|0|612.0|0|22.0|0|0.0|100
0|2021-10-26|612.0|0|612.0|0|22.0|0|0.0|100
0|2021-10-27|613.0|0|613.0|0|22.0|0|0.0|100
0|2021-10-28|613.0|0|613.0|0|22.0|0|0.0|100
0|2021-10-29|618.0|0|618.0|0|22.0|0|0.0|100
0|2021-10-30|618.0|0|618.0|0|22.0|0|0.0|100
0|2021-10-31|618.0|0|618.0|0|22.0|0|0.0|100
0|2021-11-01|623.0|0|623.0|0|22.0|0|0.0|100
0|2021-11-02|623.0|0|623.0|0|22.0|0|0.0|100
0|2021-11-03|628.0|0|628.0|0|22.0|0|0.0|100
0|2021-11-04|628.0|0|628.0|0|22.0|0|0.0|100
0|2021-11-05|649.0|0|649.0|0|22.0|0|0.0|100
0|2021-11-06|649.0|0|649.0|0|22.0|0|0.0|100
0|2021-11-07|649.0|0|649.0|0|22.0|0|0.0|100
0|2021-11-08|651.0|0|651.0|0|22.0|0|0.0|100
0|2021-11-09|651.0|0|651.0|0|22.0|0|0.0|100
0|2021-11-10|651.0|0|655.0|0|22.0|0|0.0|100
0|2021-11-11|655.0|0|655.0|0|23.0|0|0.0|100
0|2021-11-12|660.0|0|660.0|0|23.0|0|0.0|100
0|2021-11-13|660.0|0|660.0|0|23.0|0|0.0|100
0|2021-11-14|660.0|0|660.0|0|23.0|0|0.0|100
0|2021-11-15|673.0|0|673.0|0|23.0|0|0.0|100
0|2021-11-16|673.0|0|673.0|0|23.0|0|0.0|100
0|2021-11-17|677.0|0|677.0|0|23.0|0|0.0|100
0|2021-11-18|677.0|0|677.0|0|23.0|0|0.0|100
0|2021-11-19|680.0|0|680.0|0|23.0|0|0.0|100
0|2021-11-20|680.0|0|680.0|0|23.0|0|0.0|100
0|2021-11-21|680.0|0|680.0|0|23.0|0|0.0|100
0|2021-11-22|681.0|0|681.0|0|23.0|0|0.0|100
0|2021-11-23|681.0|0|681.0|0|23.0|0|0.0|100
0|2021-11-24|685.0|0|685.0|0|23.0|0|0.0|100
0|2021-11-25|685.0|0|685.0|0|23.0|0|0.0|100
0|2021-11-26|685.0|0|685.0|0|23.0|0|0.0|100
0|2021-11-27|685.0|0|685.0|0|23.0|0|0.0|100
0|2021-11-28|685.0|0|685.0|0|23.0|0|0.0|100
0|2021-11-29|688.0|0|688.0|0|23.0|0|0.0|100
0|2021-11-30|688.0|0|688.0|0|23.0|0|0.0|100
0|2021-12-01|695.0|0|695.0|0|24.0|0|0.0|100
0|2021-12-02|695.0|0|695.0|0|24.0|0|0.0|100
0|2021-12-03|697.0|0|697.0|0|24.0|0|0.0|100
0|2021-12-04|697.0|0|697.0|0|24.0|0|0.0|100
0|2021-12-05|697.0|0|697.0|0|24.0|0|0.0|100
0|2021-12-06|703.0|0|703.0|0|24.0|0|0.0|100
0|2021-12-07|703.0|0|703.0|0|24.0|0|0.0|100
0|2021-12-08|706.0|0|706.0|0|25.0|0|0.0|100
0|2021-12-09|706.0|0|706.0|0|25.0|0|0.0|100
0|2021-12-10|710.0|0|710.0|0|25.0|0|0.0|100
0|2021-12-11|710.0|0|710.0|0|25.0|0|0.0|100
0|2021-12-12|710.0|0|710.0|0|25.0|0|0.0|100
0|2021-12-13|711.0|0|711.0|0|25.0|0|0.0|100
0|2021-12-14|711.0|0|711.0|0|25.0|0|0.0|100
0|2021-12-15|719.0|0|719.0|0|26.0|0|0.0|100
0|2021-12-16|719.0|0|719.0|0|26.0|0|0.0|100
0|2021-12-17|727.0|0|727.0|0|26.0|0|0.0|100
0|2021-12-18|727.0|0|727.0|0|26.0|0|0.0|100
0|2021-12-19|727.0|0|727.0|0|26.0|0|0.0|100
0|2021-12-20|732.0|0|732.0|0|26.0|0|0.0|100
0|2021-12-21|732.0|0|732.0|0|26.0|0|0.0|100
0|2021-12-22|737.0|0|737.0|0|26.0|0|0.0|100
0|2021-12-23|737.0|0|737.0|0|26.0|0|0.0|100
0|2021-12-24|737.0|0|737.0|0|26.0|0|0.0|100
0|2021-12-25|737.0|0|737.0|0|26.0|0|0.0|100
0|2021-12-26|737.0|0|737.0|0|26.0|0|0.0|100
0|2021-12-27|747.0|0|747.0|0|27.0|0|0.0|100
0|2021-12-28|747.0|0|747.0|0|27.0|0|0.0|100
