|dates|Montgomery_Virginia_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Virginia_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|11921.0|0|11921.0|0|110.0|0|0.0|100
0|2021-11-11|11937.0|0|11937.0|0|110.0|0|0.0|100
0|2021-11-12|11952.0|0|11952.0|0|110.0|0|0.0|100
0|2021-11-13|11952.0|0|11952.0|0|110.0|0|0.0|100
0|2021-11-14|11952.0|0|11952.0|0|110.0|0|0.0|100
0|2021-11-15|11972.0|0|11972.0|0|110.0|0|0.0|100
0|2021-11-16|11979.0|0|11979.0|0|110.0|0|0.0|100
0|2021-11-17|12004.0|0|12004.0|0|110.0|0|0.0|100
0|2021-11-18|12020.0|0|12020.0|0|112.0|0|0.0|100
0|2021-11-19|12034.0|0|12034.0|0|112.0|0|0.0|100
0|2021-11-20|12034.0|0|12034.0|0|112.0|0|0.0|100
0|2021-11-21|12034.0|0|12034.0|0|112.0|0|0.0|100
0|2021-11-22|12069.0|0|12069.0|0|113.0|0|0.0|100
0|2021-11-23|12083.0|0|12083.0|0|114.0|0|0.0|100
0|2021-11-24|12086.0|0|12086.0|0|114.0|0|0.0|100
0|2021-11-25|12102.0|0|12102.0|0|114.0|0|0.0|100
0|2021-11-26|12118.0|0|12118.0|0|114.0|0|0.0|100
0|2021-11-27|12118.0|0|12118.0|0|114.0|0|0.0|100
0|2021-11-28|12118.0|0|12118.0|0|114.0|0|0.0|100
0|2021-11-29|12139.0|0|12139.0|0|114.0|0|0.0|100
0|2021-11-30|12153.0|0|12153.0|0|114.0|0|0.0|100
0|2021-12-01|12173.0|0|12173.0|0|114.0|0|0.0|100
0|2021-12-02|12196.0|0|12196.0|0|116.0|0|0.0|100
0|2021-12-03|12221.0|0|12221.0|0|116.0|0|0.0|100
0|2021-12-04|12221.0|0|12221.0|0|116.0|0|0.0|100
0|2021-12-05|12221.0|0|12221.0|0|116.0|0|0.0|100
0|2021-12-06|12269.0|0|12269.0|0|116.0|0|0.0|100
0|2021-12-07|12297.0|0|12297.0|0|116.0|0|0.0|100
0|2021-12-08|12329.0|0|12329.0|0|116.0|0|0.0|100
0|2021-12-09|12356.0|0|12356.0|0|116.0|0|0.0|100
0|2021-12-10|12379.0|0|12379.0|0|116.0|0|0.0|100
0|2021-12-11|12379.0|0|12379.0|0|116.0|0|0.0|100
0|2021-12-12|12379.0|0|12379.0|0|116.0|0|0.0|100
0|2021-12-13|12445.0|0|12445.0|0|116.0|0|0.0|100
0|2021-12-14|12445.0|0|12468.0|0|116.0|0|0.0|100
0|2021-12-15|12497.0|0|12497.0|0|117.0|0|0.0|100
0|2021-12-16|12529.0|0|12529.0|0|117.0|0|0.0|100
0|2021-12-17|12568.0|0|12568.0|0|117.0|0|0.0|100
0|2021-12-18|12568.0|0|12568.0|0|117.0|0|0.0|100
0|2021-12-19|12568.0|0|12568.0|0|117.0|0|0.0|100
0|2021-12-20|12654.0|0|12654.0|0|117.0|0|0.0|100
0|2021-12-21|12677.0|0|12677.0|0|117.0|0|0.0|100
0|2021-12-22|12705.0|0|12705.0|0|117.0|0|0.0|100
0|2021-12-23|12741.0|0|12741.0|0|117.0|0|0.0|100
0|2021-12-24|12778.0|0|12778.0|0|117.0|0|0.0|100
0|2021-12-25|12778.0|0|12778.0|0|117.0|0|0.0|100
0|2021-12-26|12778.0|0|12778.0|0|117.0|0|0.0|100
0|2021-12-27|12862.0|0|12862.0|0|117.0|0|0.0|100
0|2021-12-28|12881.0|0|12881.0|0|119.0|0|0.0|100
0|2021-12-29|12941.0|0|12941.0|0|120.0|0|0.0|100
0|2021-12-30|13004.0|0|13004.0|0|120.0|0|0.0|100
0|2021-12-31|13097.0|0|13097.0|0|120.0|0|0.0|100
0|2022-01-01|13097.0|0|13097.0|0|120.0|0|0.0|100
0|2022-01-02|13097.0|0|13097.0|0|120.0|0|0.0|100
0|2022-01-03|13329.0|0|13329.0|0|120.0|0|0.0|100
0|2022-01-04|13402.0|0|13402.0|0|121.0|0|0.0|100
0|2022-01-05|13456.0|0|13456.0|0|121.0|0|0.0|100
0|2022-01-06|13554.0|0|13554.0|0|121.0|0|0.0|100
0|2022-01-07|13668.0|0|13668.0|0|121.0|0|0.0|100
0|2022-01-08|13668.0|0|13668.0|0|121.0|0|0.0|100
0|2022-01-09|13668.0|0|13668.0|0|121.0|0|0.0|100
0|2022-01-10|14023.0|0|14023.0|0|121.0|0|0.0|100
0|2022-01-11|14096.0|0|14096.0|0|121.0|0|0.0|100
0|2022-01-12|14281.0|0|14281.0|0|121.0|0|0.0|100
0|2022-01-13|14281.0|0|14462.0|0|121.0|0|0.0|100
0|2022-01-14|14619.0|0|14619.0|0|121.0|0|0.0|100
0|2022-01-15|14619.0|0|14619.0|0|121.0|0|0.0|100
0|2022-01-16|14619.0|0|14619.0|0|121.0|0|0.0|100
0|2022-01-17|14976.0|0|0.0|100|121.0|0|0.0|100
