|dates|Lea_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Lea_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Lea_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Lea_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Lea_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Lea_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Lea_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Lea_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13374.0|0|14136.0|0|264.0|0|0.0|100
0|2021-10-18|13408.0|0|14170.0|0|264.0|0|0.0|100
0|2021-10-19|13418.0|0|14180.0|0|266.0|0|0.0|100
0|2021-10-20|13436.0|0|14198.0|0|266.0|0|0.0|100
0|2021-10-21|13457.0|0|14222.0|0|266.0|0|0.0|100
0|2021-10-22|13476.0|0|14241.0|0|268.0|0|0.0|100
0|2021-10-23|13476.0|0|14241.0|0|268.0|0|0.0|100
0|2021-10-24|13476.0|0|14241.0|0|268.0|0|0.0|100
0|2021-10-25|13512.0|0|14277.0|0|269.0|0|0.0|100
0|2021-10-26|13535.0|0|14300.0|0|269.0|0|0.0|100
0|2021-10-27|13565.0|0|14330.0|0|269.0|0|0.0|100
0|2021-10-28|13588.0|0|14353.0|0|269.0|0|0.0|100
0|2021-10-29|13604.0|0|14369.0|0|270.0|0|0.0|100
0|2021-10-30|13604.0|0|14369.0|0|270.0|0|0.0|100
0|2021-10-31|13604.0|0|14369.0|0|270.0|0|0.0|100
0|2021-11-01|13634.0|0|14399.0|0|270.0|0|0.0|100
0|2021-11-02|13647.0|0|14412.0|0|270.0|0|0.0|100
0|2021-11-03|13667.0|0|14432.0|0|273.0|0|0.0|100
0|2021-11-04|13689.0|0|14454.0|0|274.0|0|0.0|100
0|2021-11-05|13703.0|0|14468.0|0|276.0|0|0.0|100
0|2021-11-06|13703.0|0|14468.0|0|276.0|0|0.0|100
0|2021-11-07|13703.0|0|14468.0|0|276.0|0|0.0|100
0|2021-11-08|13747.0|0|14512.0|0|277.0|0|0.0|100
0|2021-11-09|13767.0|0|14532.0|0|277.0|0|0.0|100
0|2021-11-10|13792.0|0|14557.0|0|277.0|0|0.0|100
0|2021-11-11|13792.0|0|14557.0|0|277.0|0|0.0|100
0|2021-11-12|13831.0|0|14596.0|0|277.0|0|0.0|100
0|2021-11-13|13831.0|0|14596.0|0|277.0|0|0.0|100
0|2021-11-14|13831.0|0|14596.0|0|277.0|0|0.0|100
0|2021-11-15|13854.0|0|14619.0|0|277.0|0|0.0|100
0|2021-11-16|13866.0|0|14631.0|0|277.0|0|0.0|100
0|2021-11-17|13876.0|0|14641.0|0|277.0|0|0.0|100
0|2021-11-18|13887.0|0|14652.0|0|277.0|0|0.0|100
0|2021-11-19|13906.0|0|14671.0|0|277.0|0|0.0|100
0|2021-11-20|13906.0|0|14671.0|0|277.0|0|0.0|100
0|2021-11-21|13906.0|0|14671.0|0|277.0|0|0.0|100
0|2021-11-22|13938.0|0|14703.0|0|277.0|0|0.0|100
0|2021-11-23|13952.0|0|14717.0|0|278.0|0|0.0|100
0|2021-11-24|13964.0|0|14729.0|0|279.0|0|0.0|100
0|2021-11-25|13964.0|0|14729.0|0|279.0|0|0.0|100
