|dates|Orange_California_UnitedStates.JHU_ConfirmedCases.data|Orange_California_UnitedStates.JHU_ConfirmedCases.missing|Orange_California_UnitedStates.NYT_ConfirmedCases.data|Orange_California_UnitedStates.NYT_ConfirmedCases.missing|Orange_California_UnitedStates.JHU_ConfirmedDeaths.data|Orange_California_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|322741.0|0|322741.0|0|5518.0|0|0.0|100
0|2021-10-18|323407.0|0|323407.0|0|5528.0|0|0.0|100
0|2021-10-19|323569.0|0|323569.0|0|5531.0|0|0.0|100
0|2021-10-20|323788.0|0|323788.0|0|5538.0|0|0.0|100
0|2021-10-21|324184.0|0|324184.0|0|5550.0|0|0.0|100
0|2021-10-22|324288.0|0|324288.0|0|5562.0|0|0.0|100
0|2021-10-23|324288.0|0|324288.0|0|5562.0|0|0.0|100
0|2021-10-24|324288.0|0|324288.0|0|5562.0|0|0.0|100
0|2021-10-25|325123.0|0|325123.0|0|5578.0|0|0.0|100
0|2021-10-26|325252.0|0|325252.0|0|5584.0|0|0.0|100
0|2021-10-27|325607.0|0|325607.0|0|5588.0|0|0.0|100
0|2021-10-28|325921.0|0|325921.0|0|5592.0|0|0.0|100
0|2021-10-29|326246.0|0|326246.0|0|5595.0|0|0.0|100
0|2021-10-30|326246.0|0|326246.0|0|5595.0|0|0.0|100
0|2021-10-31|326246.0|0|326246.0|0|5595.0|0|0.0|100
0|2021-11-01|327152.0|0|327152.0|0|5600.0|0|0.0|100
0|2021-11-02|327321.0|0|327321.0|0|5602.0|0|0.0|100
0|2021-11-03|327535.0|0|327535.0|0|5609.0|0|0.0|100
0|2021-11-04|327827.0|0|327827.0|0|5612.0|0|0.0|100
0|2021-11-05|328210.0|0|328210.0|0|5615.0|0|0.0|100
0|2021-11-06|328210.0|0|328210.0|0|5615.0|0|0.0|100
0|2021-11-07|328210.0|0|328210.0|0|5615.0|0|0.0|100
0|2021-11-08|329084.0|0|329084.0|0|5618.0|0|0.0|100
0|2021-11-09|329323.0|0|329323.0|0|5623.0|0|0.0|100
0|2021-11-10|329323.0|0|329541.0|0|5623.0|0|0.0|100
0|2021-11-11|329541.0|0|329541.0|0|5634.0|0|0.0|100
0|2021-11-12|330093.0|0|330093.0|0|5643.0|0|0.0|100
0|2021-11-13|330093.0|0|330093.0|0|5643.0|0|0.0|100
0|2021-11-14|330093.0|0|330093.0|0|5643.0|0|0.0|100
0|2021-11-15|330798.0|0|330798.0|0|5648.0|0|0.0|100
0|2021-11-16|330981.0|0|330981.0|0|5652.0|0|0.0|100
0|2021-11-17|331322.0|0|331322.0|0|5653.0|0|0.0|100
0|2021-11-18|331522.0|0|331522.0|0|5659.0|0|0.0|100
0|2021-11-19|331850.0|0|331850.0|0|5661.0|0|0.0|100
0|2021-11-20|331850.0|0|331850.0|0|5661.0|0|0.0|100
0|2021-11-21|331850.0|0|331850.0|0|5661.0|0|0.0|100
0|2021-11-22|332619.0|0|332619.0|0|5664.0|0|0.0|100
0|2021-11-23|332770.0|0|332770.0|0|5666.0|0|0.0|100
0|2021-11-24|332950.0|0|332950.0|0|5675.0|0|0.0|100
0|2021-11-25|332950.0|0|332950.0|0|5675.0|0|0.0|100
0|2021-11-26|332950.0|0|332950.0|0|5675.0|0|0.0|100
0|2021-11-27|332950.0|0|332950.0|0|5675.0|0|0.0|100
0|2021-11-28|332950.0|0|332950.0|0|5675.0|0|0.0|100
0|2021-11-29|334176.0|0|334176.0|0|5710.0|0|0.0|100
0|2021-11-30|334176.0|0|334398.0|0|5710.0|0|0.0|100
0|2021-12-01|334626.0|0|334626.0|0|5736.0|0|0.0|100
0|2021-12-02|334940.0|0|334940.0|0|5749.0|0|0.0|100
0|2021-12-03|335296.0|0|335296.0|0|5756.0|0|0.0|100
0|2021-12-04|335296.0|0|335296.0|0|5756.0|0|0.0|100
0|2021-12-05|335296.0|0|335296.0|0|5756.0|0|0.0|100
0|2021-12-06|336739.0|0|336739.0|0|5771.0|0|0.0|100
0|2021-12-07|337045.0|0|337045.0|0|5783.0|0|0.0|100
0|2021-12-08|337328.0|0|337328.0|0|5796.0|0|0.0|100
0|2021-12-09|337623.0|0|337623.0|0|5806.0|0|0.0|100
0|2021-12-10|337937.0|0|337937.0|0|5814.0|0|0.0|100
0|2021-12-11|337937.0|0|337937.0|0|5814.0|0|0.0|100
0|2021-12-12|337937.0|0|337937.0|0|5814.0|0|0.0|100
0|2021-12-13|339106.0|0|339106.0|0|5825.0|0|0.0|100
0|2021-12-14|339106.0|0|339305.0|0|5825.0|0|0.0|100
0|2021-12-15|339619.0|0|339619.0|0|5839.0|0|0.0|100
0|2021-12-16|339935.0|0|339935.0|0|5846.0|0|0.0|100
0|2021-12-17|340384.0|0|340384.0|0|5851.0|0|0.0|100
0|2021-12-18|340384.0|0|340384.0|0|5851.0|0|0.0|100
0|2021-12-19|340384.0|0|340384.0|0|5851.0|0|0.0|100
0|2021-12-20|341739.0|0|341739.0|0|5853.0|0|0.0|100
0|2021-12-21|342391.0|0|342391.0|0|5857.0|0|0.0|100
0|2021-12-22|343448.0|0|343448.0|0|5859.0|0|0.0|100
0|2021-12-23|344103.0|0|344103.0|0|5864.0|0|0.0|100
0|2021-12-24|344103.0|0|344103.0|0|5864.0|0|0.0|100
0|2021-12-25|344103.0|0|344103.0|0|5864.0|0|0.0|100
0|2021-12-26|344103.0|0|344103.0|0|5864.0|0|0.0|100
0|2021-12-27|350578.0|0|350578.0|0|5877.0|0|0.0|100
0|2021-12-28|351565.0|0|351565.0|0|5883.0|0|0.0|100
0|2021-12-29|354314.0|0|354314.0|0|5888.0|0|0.0|100
0|2021-12-30|357716.0|0|357716.0|0|5890.0|0|0.0|100
