|dates|St.Louis_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Louis_Missouri_UnitedStates.NYT_ConfirmedCases.data|St.Louis_Missouri_UnitedStates.NYT_ConfirmedCases.missing|St.Louis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Louis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Louis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|165791.0|0|133395.0|0|3213.0|0|0.0|100
0|2021-11-22|166401.0|0|134005.0|0|3220.0|0|0.0|100
0|2021-11-23|166755.0|0|134338.0|0|3225.0|0|0.0|100
0|2021-11-24|166964.0|0|134456.0|0|3233.0|0|0.0|100
0|2021-11-25|167057.0|0|134456.0|0|3233.0|0|0.0|100
0|2021-11-26|167057.0|0|134456.0|0|3233.0|0|0.0|100
0|2021-11-27|167756.0|0|135111.0|0|3236.0|0|0.0|100
0|2021-11-28|167968.0|0|135280.0|0|3237.0|0|0.0|100
0|2021-11-29|168091.0|0|135356.0|0|3237.0|0|0.0|100
0|2021-11-30|168679.0|0|135882.0|0|3238.0|0|0.0|100
0|2021-12-01|169122.0|0|136270.0|0|3240.0|0|0.0|100
0|2021-12-02|169122.0|0|136816.0|0|3240.0|0|0.0|100
0|2021-12-03|171568.0|0|137085.0|0|3249.0|0|0.0|100
0|2021-12-04|172042.0|0|137428.0|0|3257.0|0|0.0|100
0|2021-12-05|172280.0|0|137612.0|0|3257.0|0|0.0|100
0|2021-12-06|172726.0|0|137925.0|0|3259.0|0|0.0|100
0|2021-12-07|173259.0|0|138380.0|0|3275.0|0|0.0|100
0|2021-12-08|173643.0|0|138651.0|0|3278.0|0|0.0|100
0|2021-12-09|174207.0|0|139111.0|0|3284.0|0|0.0|100
0|2021-12-10|175016.0|0|139825.0|0|3291.0|0|0.0|100
0|2021-12-11|175245.0|0|139988.0|0|3293.0|0|0.0|100
0|2021-12-12|175296.0|0|139988.0|0|3293.0|0|0.0|100
0|2021-12-13|175813.0|0|140452.0|0|3295.0|0|0.0|100
0|2021-12-14|175813.0|0|140911.0|0|3295.0|0|0.0|100
0|2021-12-15|176568.0|0|141207.0|0|3310.0|0|0.0|100
0|2021-12-16|177110.0|0|141749.0|0|3313.0|0|0.0|100
0|2021-12-17|177655.0|0|142294.0|0|3319.0|0|0.0|100
0|2021-12-18|178117.0|0|142756.0|0|3321.0|0|0.0|100
0|2021-12-19|178428.0|0|143067.0|0|3322.0|0|0.0|100
0|2021-12-20|178629.0|0|143268.0|0|3322.0|0|0.0|100
0|2021-12-21|179222.0|0|143861.0|0|3326.0|0|0.0|100
0|2021-12-22|179988.0|0|144627.0|0|3339.0|0|0.0|100
0|2021-12-23|180991.0|0|145630.0|0|3339.0|0|0.0|100
0|2021-12-24|180991.0|0|145630.0|0|3339.0|0|0.0|100
0|2021-12-25|180991.0|0|145630.0|0|3339.0|0|0.0|100
0|2021-12-26|183229.0|0|147868.0|0|3343.0|0|0.0|100
0|2021-12-27|183536.0|0|148175.0|0|3345.0|0|0.0|100
0|2021-12-28|185430.0|0|150069.0|0|3353.0|0|0.0|100
0|2021-12-29|190044.0|0|151643.0|0|3363.0|0|0.0|100
0|2021-12-30|193446.0|0|154468.0|0|3377.0|0|0.0|100
0|2021-12-31|193446.0|0|154468.0|0|3381.0|0|0.0|100
0|2022-01-01|193446.0|0|154468.0|0|3381.0|0|0.0|100
0|2022-01-02|199367.0|0|160389.0|0|3387.0|0|0.0|100
0|2022-01-03|200688.0|0|161710.0|0|3391.0|0|0.0|100
0|2022-01-04|205832.0|0|164187.0|0|3397.0|0|0.0|100
0|2022-01-05|210021.0|0|167487.0|0|3419.0|0|0.0|100
0|2022-01-06|213952.0|0|170590.0|0|3433.0|0|0.0|100
0|2022-01-07|217851.0|0|173630.0|0|3437.0|0|0.0|100
0|2022-01-08|220432.0|0|175124.0|0|3448.0|0|0.0|100
0|2022-01-09|224829.0|0|179257.0|0|3450.0|0|0.0|100
0|2022-01-10|226706.0|0|180545.0|0|3452.0|0|0.0|100
0|2022-01-11|229374.0|0|182521.0|0|3472.0|0|0.0|100
0|2022-01-12|232720.0|0|185306.0|0|3493.0|0|0.0|100
0|2022-01-13|232720.0|0|187912.0|0|3493.0|0|0.0|100
0|2022-01-14|237989.0|0|189487.0|0|3506.0|0|0.0|100
0|2022-01-15|242224.0|0|192949.0|0|3523.0|0|0.0|100
0|2022-01-16|242230.0|0|192949.0|0|3523.0|0|0.0|100
0|2022-01-17|242230.0|0|0.0|100|3523.0|0|0.0|100
