|dates|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.data|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Macon_Alabama_UnitedStates.NYT_ConfirmedCases.data|Macon_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2307.0|0|2307.0|0|62.0|0|0.0|100
0|2021-10-18|2307.0|0|2307.0|0|62.0|0|0.0|100
0|2021-10-19|2312.0|0|2312.0|0|62.0|0|0.0|100
0|2021-10-20|2317.0|0|2317.0|0|63.0|0|0.0|100
0|2021-10-21|2323.0|0|2323.0|0|63.0|0|0.0|100
0|2021-10-22|2341.0|0|2341.0|0|63.0|0|0.0|100
0|2021-10-23|2346.0|0|2346.0|0|63.0|0|0.0|100
0|2021-10-24|2348.0|0|2348.0|0|63.0|0|0.0|100
0|2021-10-25|2348.0|0|2348.0|0|63.0|0|0.0|100
0|2021-10-26|2355.0|0|2355.0|0|63.0|0|0.0|100
0|2021-10-27|2399.0|0|2399.0|0|63.0|0|0.0|100
0|2021-10-28|2416.0|0|2416.0|0|63.0|0|0.0|100
0|2021-10-29|2416.0|0|2416.0|0|63.0|0|0.0|100
0|2021-10-30|2417.0|0|2417.0|0|63.0|0|0.0|100
0|2021-10-31|2418.0|0|2418.0|0|63.0|0|0.0|100
0|2021-11-01|2421.0|0|2421.0|0|63.0|0|0.0|100
0|2021-11-02|2422.0|0|2422.0|0|63.0|0|0.0|100
0|2021-11-03|2420.0|0|2420.0|0|63.0|0|0.0|100
0|2021-11-04|2423.0|0|2423.0|0|63.0|0|0.0|100
0|2021-11-05|2436.0|0|2436.0|0|63.0|0|0.0|100
0|2021-11-06|2436.0|0|2436.0|0|63.0|0|0.0|100
0|2021-11-07|2437.0|0|2437.0|0|63.0|0|0.0|100
0|2021-11-08|2438.0|0|2438.0|0|63.0|0|0.0|100
0|2021-11-09|2439.0|0|2439.0|0|64.0|0|0.0|100
0|2021-11-10|2429.0|0|2429.0|0|64.0|0|0.0|100
0|2021-11-11|2431.0|0|2431.0|0|64.0|0|0.0|100
0|2021-11-12|2433.0|0|2433.0|0|64.0|0|0.0|100
0|2021-11-13|2436.0|0|2436.0|0|64.0|0|0.0|100
0|2021-11-14|2438.0|0|2438.0|0|64.0|0|0.0|100
0|2021-11-15|2438.0|0|2438.0|0|64.0|0|0.0|100
0|2021-11-16|2439.0|0|2439.0|0|64.0|0|0.0|100
0|2021-11-17|2434.0|0|2434.0|0|64.0|0|0.0|100
0|2021-11-18|2437.0|0|2437.0|0|64.0|0|0.0|100
0|2021-11-19|2437.0|0|2437.0|0|64.0|0|0.0|100
0|2021-11-20|2439.0|0|2439.0|0|64.0|0|0.0|100
0|2021-11-21|2439.0|0|2439.0|0|64.0|0|0.0|100
0|2021-11-22|2440.0|0|2440.0|0|64.0|0|0.0|100
0|2021-11-23|2443.0|0|2443.0|0|64.0|0|0.0|100
0|2021-11-24|2447.0|0|2447.0|0|64.0|0|0.0|100
0|2021-11-25|2447.0|0|2447.0|0|64.0|0|0.0|100
0|2021-11-26|2447.0|0|2447.0|0|64.0|0|0.0|100
0|2021-11-27|2447.0|0|2447.0|0|64.0|0|0.0|100
0|2021-11-28|2447.0|0|2447.0|0|64.0|0|0.0|100
0|2021-11-29|2448.0|0|2448.0|0|64.0|0|0.0|100
0|2021-11-30|2450.0|0|2450.0|0|64.0|0|0.0|100
0|2021-12-01|2451.0|0|2451.0|0|65.0|0|0.0|100
0|2021-12-02|2454.0|0|2454.0|0|65.0|0|0.0|100
0|2021-12-03|2457.0|0|2457.0|0|67.0|0|0.0|100
0|2021-12-04|2463.0|0|2463.0|0|67.0|0|0.0|100
0|2021-12-05|2463.0|0|2463.0|0|67.0|0|0.0|100
0|2021-12-06|2463.0|0|2463.0|0|67.0|0|0.0|100
0|2021-12-07|2466.0|0|2466.0|0|67.0|0|0.0|100
0|2021-12-08|2467.0|0|2467.0|0|67.0|0|0.0|100
0|2021-12-09|2468.0|0|2468.0|0|67.0|0|0.0|100
0|2021-12-10|2469.0|0|2469.0|0|68.0|0|0.0|100
0|2021-12-11|2472.0|0|2472.0|0|68.0|0|0.0|100
0|2021-12-12|2475.0|0|2475.0|0|68.0|0|0.0|100
0|2021-12-13|2475.0|0|2475.0|0|68.0|0|0.0|100
0|2021-12-14|2475.0|0|2485.0|0|68.0|0|0.0|100
0|2021-12-15|2488.0|0|2488.0|0|68.0|0|0.0|100
0|2021-12-16|2489.0|0|2489.0|0|68.0|0|0.0|100
0|2021-12-17|2495.0|0|2495.0|0|68.0|0|0.0|100
0|2021-12-18|2495.0|0|2495.0|0|68.0|0|0.0|100
0|2021-12-19|2496.0|0|2496.0|0|68.0|0|0.0|100
0|2021-12-20|2497.0|0|2497.0|0|68.0|0|0.0|100
0|2021-12-21|2500.0|0|2500.0|0|68.0|0|0.0|100
0|2021-12-22|2503.0|0|2503.0|0|68.0|0|0.0|100
0|2021-12-23|2513.0|0|2513.0|0|68.0|0|0.0|100
0|2021-12-24|2515.0|0|2515.0|0|68.0|0|0.0|100
0|2021-12-25|2519.0|0|2519.0|0|68.0|0|0.0|100
0|2021-12-26|2522.0|0|2522.0|0|68.0|0|0.0|100
0|2021-12-27|2531.0|0|2531.0|0|68.0|0|0.0|100
0|2021-12-28|2544.0|0|2544.0|0|68.0|0|0.0|100
0|2021-12-29|2563.0|0|2563.0|0|69.0|0|0.0|100
0|2021-12-30|2581.0|0|2581.0|0|69.0|0|0.0|100
0|2021-12-31|2614.0|0|2614.0|0|69.0|0|0.0|100
0|2022-01-01|2614.0|0|2614.0|0|69.0|0|0.0|100
0|2022-01-02|2653.0|0|2653.0|0|69.0|0|0.0|100
0|2022-01-03|2668.0|0|2668.0|0|69.0|0|0.0|100
0|2022-01-04|2710.0|0|2710.0|0|69.0|0|0.0|100
0|2022-01-05|2765.0|0|2765.0|0|69.0|0|0.0|100
0|2022-01-06|2819.0|0|2819.0|0|69.0|0|0.0|100
0|2022-01-07|2882.0|0|2882.0|0|69.0|0|0.0|100
0|2022-01-08|2923.0|0|2923.0|0|69.0|0|0.0|100
0|2022-01-09|2972.0|0|2972.0|0|69.0|0|0.0|100
0|2022-01-10|2987.0|0|2987.0|0|69.0|0|0.0|100
0|2022-01-11|3021.0|0|3021.0|0|69.0|0|0.0|100
0|2022-01-12|3070.0|0|3070.0|0|69.0|0|0.0|100
0|2022-01-13|3070.0|0|3070.0|0|69.0|0|0.0|100
0|2022-01-14|3070.0|0|3070.0|0|69.0|0|0.0|100
0|2022-01-15|3070.0|0|3070.0|0|69.0|0|0.0|100
0|2022-01-16|3238.0|0|3238.0|0|69.0|0|0.0|100
0|2022-01-17|3263.0|0|0.0|100|69.0|0|0.0|100
