|dates|Cass_Missouri_UnitedStates.BLS_EmployedPopulation.data|Cass_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Cass_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Cass_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Cass_Missouri_UnitedStates.BLS_UnemploymentRate.data|Cass_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Cass_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Cass_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-18|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-19|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-20|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-21|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-22|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-23|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-24|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-25|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-26|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-27|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-28|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-29|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-30|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-10-31|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-01|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-02|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-03|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-04|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-05|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-06|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-07|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-08|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-09|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-10|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-11|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-12|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
0|2021-11-13|53495.0|0|2272.0|0|4.074093998242688|0|55767.0|0
