|dates|Oconee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Oconee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Oconee_Georgia_UnitedStates.NYT_ConfirmedCases.data|Oconee_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Oconee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Oconee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Oconee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Oconee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5584.0|0|5602.0|0|78.0|0|0.0|100
0|2021-10-18|5614.0|0|5632.0|0|78.0|0|0.0|100
0|2021-10-19|5622.0|0|5640.0|0|79.0|0|0.0|100
0|2021-10-20|5632.0|0|5650.0|0|80.0|0|0.0|100
0|2021-10-21|5635.0|0|5653.0|0|80.0|0|0.0|100
0|2021-10-22|5640.0|0|5658.0|0|81.0|0|0.0|100
0|2021-10-23|5640.0|0|5658.0|0|81.0|0|0.0|100
0|2021-10-24|5640.0|0|5658.0|0|81.0|0|0.0|100
0|2021-10-25|5654.0|0|5674.0|0|81.0|0|0.0|100
0|2021-10-26|5656.0|0|5676.0|0|81.0|0|0.0|100
0|2021-10-27|5658.0|0|5678.0|0|82.0|0|0.0|100
0|2021-10-28|5663.0|0|5683.0|0|82.0|0|0.0|100
0|2021-10-29|5668.0|0|5688.0|0|82.0|0|0.0|100
0|2021-10-30|5668.0|0|5688.0|0|82.0|0|0.0|100
0|2021-10-31|5668.0|0|5688.0|0|82.0|0|0.0|100
0|2021-11-01|5685.0|0|5705.0|0|82.0|0|0.0|100
0|2021-11-02|5699.0|0|5719.0|0|82.0|0|0.0|100
0|2021-11-03|5711.0|0|5731.0|0|82.0|0|0.0|100
0|2021-11-04|5717.0|0|5737.0|0|82.0|0|0.0|100
0|2021-11-05|5727.0|0|5747.0|0|82.0|0|0.0|100
0|2021-11-06|5727.0|0|5747.0|0|82.0|0|0.0|100
0|2021-11-07|5727.0|0|5747.0|0|82.0|0|0.0|100
0|2021-11-08|5727.0|0|5747.0|0|82.0|0|0.0|100
0|2021-11-09|5740.0|0|5760.0|0|81.0|0|0.0|100
0|2021-11-10|5740.0|0|5766.0|0|81.0|0|0.0|100
0|2021-11-11|5746.0|0|5766.0|0|81.0|0|0.0|100
0|2021-11-12|5756.0|0|5776.0|0|81.0|0|0.0|100
0|2021-11-13|5756.0|0|5776.0|0|81.0|0|0.0|100
0|2021-11-14|5756.0|0|5776.0|0|81.0|0|0.0|100
0|2021-11-15|5774.0|0|5793.0|0|81.0|0|0.0|100
0|2021-11-16|5778.0|0|5797.0|0|81.0|0|0.0|100
0|2021-11-17|5788.0|0|5807.0|0|81.0|0|0.0|100
0|2021-11-18|5801.0|0|5820.0|0|81.0|0|0.0|100
0|2021-11-19|5810.0|0|5829.0|0|81.0|0|0.0|100
0|2021-11-20|5810.0|0|5829.0|0|81.0|0|0.0|100
0|2021-11-21|5810.0|0|5829.0|0|81.0|0|0.0|100
0|2021-11-22|5816.0|0|5836.0|0|81.0|0|0.0|100
0|2021-11-23|5822.0|0|5842.0|0|82.0|0|0.0|100
0|2021-11-24|5839.0|0|5859.0|0|82.0|0|0.0|100
0|2021-11-25|5839.0|0|5859.0|0|82.0|0|0.0|100
0|2021-11-26|5839.0|0|5859.0|0|82.0|0|0.0|100
0|2021-11-27|5839.0|0|5859.0|0|82.0|0|0.0|100
0|2021-11-28|5839.0|0|5859.0|0|82.0|0|0.0|100
0|2021-11-29|5855.0|0|5875.0|0|82.0|0|0.0|100
0|2021-11-30|5857.0|0|5877.0|0|82.0|0|0.0|100
0|2021-12-01|5870.0|0|5890.0|0|82.0|0|0.0|100
0|2021-12-02|5870.0|0|5894.0|0|82.0|0|0.0|100
0|2021-12-03|5872.0|0|5892.0|0|82.0|0|0.0|100
0|2021-12-04|5872.0|0|5892.0|0|82.0|0|0.0|100
0|2021-12-05|5872.0|0|5892.0|0|82.0|0|0.0|100
0|2021-12-06|5878.0|0|5898.0|0|82.0|0|0.0|100
0|2021-12-07|5889.0|0|5909.0|0|82.0|0|0.0|100
0|2021-12-08|5896.0|0|5916.0|0|82.0|0|0.0|100
0|2021-12-09|5899.0|0|5919.0|0|82.0|0|0.0|100
0|2021-12-10|5906.0|0|5926.0|0|82.0|0|0.0|100
0|2021-12-11|5906.0|0|5926.0|0|82.0|0|0.0|100
0|2021-12-12|5906.0|0|5926.0|0|82.0|0|0.0|100
0|2021-12-13|5916.0|0|5936.0|0|82.0|0|0.0|100
0|2021-12-14|5916.0|0|5943.0|0|82.0|0|0.0|100
0|2021-12-15|5932.0|0|5952.0|0|82.0|0|0.0|100
0|2021-12-16|5934.0|0|5954.0|0|82.0|0|0.0|100
0|2021-12-17|5939.0|0|5959.0|0|82.0|0|0.0|100
0|2021-12-18|5939.0|0|5959.0|0|82.0|0|0.0|100
0|2021-12-19|5939.0|0|5959.0|0|82.0|0|0.0|100
0|2021-12-20|5965.0|0|5983.0|0|82.0|0|0.0|100
0|2021-12-21|5974.0|0|5992.0|0|82.0|0|0.0|100
0|2021-12-22|5994.0|0|6012.0|0|82.0|0|0.0|100
0|2021-12-23|6028.0|0|6046.0|0|82.0|0|0.0|100
0|2021-12-24|6057.0|0|6075.0|0|82.0|0|0.0|100
0|2021-12-25|6057.0|0|6075.0|0|82.0|0|0.0|100
0|2021-12-26|6057.0|0|6075.0|0|82.0|0|0.0|100
0|2021-12-27|6099.0|0|6114.0|0|82.0|0|0.0|100
0|2021-12-28|6126.0|0|6141.0|0|82.0|0|0.0|100
0|2021-12-29|6257.0|0|6272.0|0|82.0|0|0.0|100
0|2021-12-30|6346.0|0|6361.0|0|82.0|0|0.0|100
0|2021-12-31|6402.0|0|6417.0|0|82.0|0|0.0|100
0|2022-01-01|6402.0|0|6417.0|0|82.0|0|0.0|100
0|2022-01-02|6402.0|0|6417.0|0|82.0|0|0.0|100
0|2022-01-03|6402.0|0|6417.0|0|82.0|0|0.0|100
0|2022-01-04|6575.0|0|6590.0|0|82.0|0|0.0|100
0|2022-01-05|6623.0|0|6638.0|0|83.0|0|0.0|100
0|2022-01-06|6623.0|0|6638.0|0|83.0|0|0.0|100
0|2022-01-07|6623.0|0|6638.0|0|83.0|0|0.0|100
0|2022-01-08|6623.0|0|6638.0|0|83.0|0|0.0|100
0|2022-01-09|6623.0|0|6638.0|0|83.0|0|0.0|100
0|2022-01-10|7002.0|0|7018.0|0|83.0|0|0.0|100
0|2022-01-11|7084.0|0|7100.0|0|83.0|0|0.0|100
0|2022-01-12|7191.0|0|7207.0|0|83.0|0|0.0|100
0|2022-01-13|7191.0|0|7281.0|0|83.0|0|0.0|100
0|2022-01-14|7347.0|0|7363.0|0|84.0|0|0.0|100
0|2022-01-15|7347.0|0|7363.0|0|84.0|0|0.0|100
0|2022-01-16|7347.0|0|7363.0|0|84.0|0|0.0|100
