|dates|Coshocton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Coshocton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Coshocton_Ohio_UnitedStates.NYT_ConfirmedCases.data|Coshocton_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Coshocton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Coshocton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Coshocton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Coshocton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4697.0|0|4697.0|0|92.0|0|0.0|100
0|2021-10-18|4715.0|0|4715.0|0|92.0|0|0.0|100
0|2021-10-19|4733.0|0|4733.0|0|92.0|0|0.0|100
0|2021-10-20|4765.0|0|4765.0|0|92.0|0|0.0|100
0|2021-10-21|4787.0|0|4787.0|0|93.0|0|0.0|100
0|2021-10-22|4822.0|0|4822.0|0|94.0|0|0.0|100
0|2021-10-23|4846.0|0|4846.0|0|94.0|0|0.0|100
0|2021-10-24|4867.0|0|4867.0|0|94.0|0|0.0|100
0|2021-10-25|4883.0|0|4883.0|0|94.0|0|0.0|100
0|2021-10-26|4899.0|0|4899.0|0|94.0|0|0.0|100
0|2021-10-27|4920.0|0|4920.0|0|94.0|0|0.0|100
0|2021-10-28|4936.0|0|4936.0|0|94.0|0|0.0|100
0|2021-10-29|4957.0|0|4957.0|0|94.0|0|0.0|100
0|2021-10-30|4971.0|0|4971.0|0|94.0|0|0.0|100
0|2021-10-31|4986.0|0|4986.0|0|94.0|0|0.0|100
0|2021-11-01|4993.0|0|4993.0|0|94.0|0|0.0|100
0|2021-11-02|5017.0|0|5017.0|0|94.0|0|0.0|100
0|2021-11-03|5034.0|0|5034.0|0|94.0|0|0.0|100
0|2021-11-04|5064.0|0|5064.0|0|94.0|0|0.0|100
0|2021-11-05|5076.0|0|5076.0|0|94.0|0|0.0|100
0|2021-11-06|5086.0|0|5086.0|0|94.0|0|0.0|100
0|2021-11-07|5101.0|0|5101.0|0|94.0|0|0.0|100
0|2021-11-08|5108.0|0|5108.0|0|94.0|0|0.0|100
0|2021-11-09|5120.0|0|5120.0|0|95.0|0|0.0|100
0|2021-11-10|5120.0|0|5139.0|0|95.0|0|0.0|100
0|2021-11-11|5169.0|0|5169.0|0|95.0|0|0.0|100
0|2021-11-12|5192.0|0|5192.0|0|97.0|0|0.0|100
0|2021-11-13|5215.0|0|5215.0|0|97.0|0|0.0|100
0|2021-11-14|5227.0|0|5227.0|0|97.0|0|0.0|100
0|2021-11-15|5245.0|0|5245.0|0|97.0|0|0.0|100
0|2021-11-16|5274.0|0|5274.0|0|100.0|0|0.0|100
0|2021-11-17|5309.0|0|5309.0|0|100.0|0|0.0|100
0|2021-11-18|5325.0|0|5325.0|0|100.0|0|0.0|100
0|2021-11-19|5352.0|0|5352.0|0|100.0|0|0.0|100
0|2021-11-20|5381.0|0|5381.0|0|100.0|0|0.0|100
0|2021-11-21|5392.0|0|5392.0|0|100.0|0|0.0|100
0|2021-11-22|5416.0|0|5416.0|0|100.0|0|0.0|100
0|2021-11-23|5439.0|0|5439.0|0|101.0|0|0.0|100
0|2021-11-24|5472.0|0|5472.0|0|101.0|0|0.0|100
0|2021-11-25|5472.0|0|5472.0|0|101.0|0|0.0|100
0|2021-11-26|5499.0|0|5499.0|0|103.0|0|0.0|100
0|2021-11-27|5525.0|0|5525.0|0|103.0|0|0.0|100
0|2021-11-28|5530.0|0|5530.0|0|103.0|0|0.0|100
0|2021-11-29|5552.0|0|5552.0|0|103.0|0|0.0|100
0|2021-11-30|5576.0|0|5576.0|0|104.0|0|0.0|100
0|2021-12-01|5602.0|0|5602.0|0|104.0|0|0.0|100
0|2021-12-02|5623.0|0|5623.0|0|104.0|0|0.0|100
0|2021-12-03|5623.0|0|5645.0|0|104.0|0|0.0|100
0|2021-12-04|5669.0|0|5669.0|0|108.0|0|0.0|100
0|2021-12-05|5688.0|0|5688.0|0|108.0|0|0.0|100
0|2021-12-06|5700.0|0|5700.0|0|108.0|0|0.0|100
0|2021-12-07|5733.0|0|5733.0|0|111.0|0|0.0|100
0|2021-12-08|5757.0|0|5757.0|0|111.0|0|0.0|100
0|2021-12-09|5786.0|0|5786.0|0|111.0|0|0.0|100
0|2021-12-10|5807.0|0|5807.0|0|114.0|0|0.0|100
0|2021-12-11|5824.0|0|5824.0|0|114.0|0|0.0|100
0|2021-12-12|5830.0|0|5830.0|0|114.0|0|0.0|100
0|2021-12-13|5842.0|0|5842.0|0|114.0|0|0.0|100
0|2021-12-14|5842.0|0|5856.0|0|114.0|0|0.0|100
0|2021-12-15|5878.0|0|5878.0|0|115.0|0|0.0|100
0|2021-12-16|5898.0|0|5898.0|0|115.0|0|0.0|100
0|2021-12-17|5912.0|0|5912.0|0|118.0|0|0.0|100
0|2021-12-18|5935.0|0|5935.0|0|118.0|0|0.0|100
0|2021-12-19|5942.0|0|5942.0|0|118.0|0|0.0|100
0|2021-12-20|5948.0|0|5948.0|0|118.0|0|0.0|100
0|2021-12-21|5967.0|0|5967.0|0|121.0|0|0.0|100
0|2021-12-22|5982.0|0|5982.0|0|121.0|0|0.0|100
0|2021-12-23|5995.0|0|5995.0|0|121.0|0|0.0|100
0|2021-12-24|6009.0|0|6009.0|0|125.0|0|0.0|100
0|2021-12-25|6009.0|0|6009.0|0|125.0|0|0.0|100
0|2021-12-26|6026.0|0|6026.0|0|125.0|0|0.0|100
0|2021-12-27|6036.0|0|6036.0|0|125.0|0|0.0|100
0|2021-12-28|6052.0|0|6052.0|0|125.0|0|0.0|100
0|2021-12-29|6084.0|0|6084.0|0|125.0|0|0.0|100
0|2021-12-30|6104.0|0|6104.0|0|125.0|0|0.0|100
0|2021-12-31|6129.0|0|6129.0|0|131.0|0|0.0|100
0|2022-01-01|6129.0|0|6129.0|0|131.0|0|0.0|100
0|2022-01-02|6169.0|0|6169.0|0|131.0|0|0.0|100
0|2022-01-03|6221.0|0|6221.0|0|131.0|0|0.0|100
0|2022-01-04|6247.0|0|6247.0|0|131.0|0|0.0|100
0|2022-01-05|6283.0|0|6283.0|0|131.0|0|0.0|100
0|2022-01-06|6328.0|0|6328.0|0|131.0|0|0.0|100
0|2022-01-07|6375.0|0|6375.0|0|136.0|0|0.0|100
0|2022-01-08|6404.0|0|6404.0|0|136.0|0|0.0|100
0|2022-01-09|6460.0|0|6460.0|0|136.0|0|0.0|100
0|2022-01-10|6499.0|0|6499.0|0|136.0|0|0.0|100
0|2022-01-11|6544.0|0|6544.0|0|136.0|0|0.0|100
0|2022-01-12|6593.0|0|6593.0|0|136.0|0|0.0|100
0|2022-01-13|6593.0|0|6647.0|0|136.0|0|0.0|100
0|2022-01-14|6739.0|0|6739.0|0|136.0|0|0.0|100
0|2022-01-15|6865.0|0|6865.0|0|136.0|0|0.0|100
0|2022-01-16|6971.0|0|6971.0|0|136.0|0|0.0|100
0|2022-01-17|7043.0|0|0.0|100|136.0|0|0.0|100
