|dates|Lumpkin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Lumpkin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Lumpkin_Georgia_UnitedStates.NYT_ConfirmedCases.data|Lumpkin_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Lumpkin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Lumpkin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Lumpkin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Lumpkin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|4859.0|0|4931.0|0|109.0|0|0.0|100
0|2021-11-23|4864.0|0|4936.0|0|109.0|0|0.0|100
0|2021-11-24|4871.0|0|4943.0|0|109.0|0|0.0|100
0|2021-11-25|4871.0|0|4943.0|0|109.0|0|0.0|100
0|2021-11-26|4871.0|0|4943.0|0|109.0|0|0.0|100
0|2021-11-27|4871.0|0|4943.0|0|109.0|0|0.0|100
0|2021-11-28|4871.0|0|4943.0|0|109.0|0|0.0|100
0|2021-11-29|4881.0|0|4953.0|0|109.0|0|0.0|100
0|2021-11-30|4886.0|0|4958.0|0|109.0|0|0.0|100
0|2021-12-01|4889.0|0|4961.0|0|109.0|0|0.0|100
0|2021-12-02|4889.0|0|4968.0|0|109.0|0|0.0|100
0|2021-12-03|4906.0|0|4978.0|0|110.0|0|0.0|100
0|2021-12-04|4906.0|0|4978.0|0|110.0|0|0.0|100
0|2021-12-05|4906.0|0|4978.0|0|110.0|0|0.0|100
0|2021-12-06|4916.0|0|4987.0|0|110.0|0|0.0|100
0|2021-12-07|4919.0|0|4990.0|0|110.0|0|0.0|100
0|2021-12-08|4919.0|0|4990.0|0|110.0|0|0.0|100
0|2021-12-09|4922.0|0|4993.0|0|110.0|0|0.0|100
0|2021-12-10|4938.0|0|5009.0|0|110.0|0|0.0|100
0|2021-12-11|4938.0|0|5009.0|0|110.0|0|0.0|100
0|2021-12-12|4938.0|0|5009.0|0|110.0|0|0.0|100
0|2021-12-13|4958.0|0|5029.0|0|110.0|0|0.0|100
0|2021-12-14|4958.0|0|5036.0|0|110.0|0|0.0|100
0|2021-12-15|4970.0|0|5041.0|0|110.0|0|0.0|100
0|2021-12-16|4980.0|0|5051.0|0|110.0|0|0.0|100
0|2021-12-17|5015.0|0|5086.0|0|110.0|0|0.0|100
0|2021-12-18|5015.0|0|5086.0|0|110.0|0|0.0|100
0|2021-12-19|5015.0|0|5086.0|0|110.0|0|0.0|100
0|2021-12-20|5078.0|0|5140.0|0|110.0|0|0.0|100
0|2021-12-21|5089.0|0|5151.0|0|111.0|0|0.0|100
0|2021-12-22|5109.0|0|5171.0|0|111.0|0|0.0|100
0|2021-12-23|5133.0|0|5195.0|0|111.0|0|0.0|100
0|2021-12-24|5150.0|0|5212.0|0|111.0|0|0.0|100
0|2021-12-25|5150.0|0|5212.0|0|111.0|0|0.0|100
0|2021-12-26|5150.0|0|5212.0|0|111.0|0|0.0|100
0|2021-12-27|5187.0|0|5249.0|0|111.0|0|0.0|100
0|2021-12-28|5204.0|0|5266.0|0|111.0|0|0.0|100
0|2021-12-29|5220.0|0|5282.0|0|111.0|0|0.0|100
0|2021-12-30|5245.0|0|5307.0|0|111.0|0|0.0|100
0|2021-12-31|5266.0|0|5328.0|0|111.0|0|0.0|100
0|2022-01-01|5266.0|0|5328.0|0|111.0|0|0.0|100
0|2022-01-02|5266.0|0|5328.0|0|111.0|0|0.0|100
0|2022-01-03|5266.0|0|5328.0|0|111.0|0|0.0|100
0|2022-01-04|5468.0|0|5530.0|0|111.0|0|0.0|100
0|2022-01-05|5538.0|0|5600.0|0|111.0|0|0.0|100
0|2022-01-06|5538.0|0|5600.0|0|111.0|0|0.0|100
0|2022-01-07|5538.0|0|5600.0|0|111.0|0|0.0|100
0|2022-01-08|5538.0|0|5600.0|0|111.0|0|0.0|100
0|2022-01-09|5538.0|0|5600.0|0|111.0|0|0.0|100
0|2022-01-10|5763.0|0|5823.0|0|111.0|0|0.0|100
0|2022-01-11|5850.0|0|5910.0|0|111.0|0|0.0|100
0|2022-01-12|5868.0|0|5928.0|0|112.0|0|0.0|100
0|2022-01-13|5868.0|0|6019.0|0|112.0|0|0.0|100
0|2022-01-14|5993.0|0|6053.0|0|112.0|0|0.0|100
0|2022-01-15|5993.0|0|6053.0|0|112.0|0|0.0|100
0|2022-01-16|5993.0|0|6053.0|0|112.0|0|0.0|100
0|2022-01-17|6067.0|0|0.0|100|112.0|0|0.0|100
