|dates|JudithBasin_Montana_UnitedStates.BLS_EmployedPopulation.data|JudithBasin_Montana_UnitedStates.BLS_EmployedPopulation.missing|JudithBasin_Montana_UnitedStates.BLS_UnemployedPopulation.data|JudithBasin_Montana_UnitedStates.BLS_UnemployedPopulation.missing|JudithBasin_Montana_UnitedStates.BLS_UnemploymentRate.data|JudithBasin_Montana_UnitedStates.BLS_UnemploymentRate.missing|JudithBasin_Montana_UnitedStates.BLS_LaborForcePopulation.data|JudithBasin_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-24|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-25|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-26|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-27|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-28|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-29|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-30|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-01|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-02|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-03|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-04|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-05|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-06|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-07|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-08|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-09|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-10|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-11|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-12|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-13|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-14|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-15|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-16|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-17|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-18|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-19|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-20|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-21|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-22|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-23|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-24|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-25|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-26|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-27|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-28|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-29|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-30|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-12-31|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-01|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-02|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-03|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-04|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-05|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-06|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-07|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-08|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-09|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-10|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-11|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-12|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-13|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-14|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-15|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-16|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2022-01-17|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
