|dates|JudithBasin_Montana_UnitedStates.BLS_EmployedPopulation.data|JudithBasin_Montana_UnitedStates.BLS_EmployedPopulation.missing|JudithBasin_Montana_UnitedStates.BLS_UnemployedPopulation.data|JudithBasin_Montana_UnitedStates.BLS_UnemployedPopulation.missing|JudithBasin_Montana_UnitedStates.BLS_UnemploymentRate.data|JudithBasin_Montana_UnitedStates.BLS_UnemploymentRate.missing|JudithBasin_Montana_UnitedStates.BLS_LaborForcePopulation.data|JudithBasin_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-18|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-19|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-20|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-21|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-22|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-23|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-24|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-25|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-26|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-27|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-28|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-29|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-30|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-10-31|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-01|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-02|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-03|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-04|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-05|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-06|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-07|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-08|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-09|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-10|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-11|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-12|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-13|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-14|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-15|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-16|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-17|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-18|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-19|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-20|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-21|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-22|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
0|2021-11-23|904.0|0|18.0|0|1.9522776572668112|0|922.0|0
