|dates|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bastrop_Texas_UnitedStates.NYT_ConfirmedCases.data|Bastrop_Texas_UnitedStates.NYT_ConfirmedCases.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14202.0|0|14202.0|0|164.0|0|0.0|100
0|2021-10-18|14230.0|0|14230.0|0|164.0|0|0.0|100
0|2021-10-19|14244.0|0|14244.0|0|164.0|0|0.0|100
0|2021-10-20|14261.0|0|14261.0|0|165.0|0|0.0|100
0|2021-10-21|14272.0|0|14272.0|0|165.0|0|0.0|100
0|2021-10-22|14290.0|0|14290.0|0|166.0|0|0.0|100
0|2021-10-23|14298.0|0|14298.0|0|167.0|0|0.0|100
0|2021-10-24|14298.0|0|14298.0|0|167.0|0|0.0|100
0|2021-10-25|14316.0|0|14316.0|0|167.0|0|0.0|100
0|2021-10-26|14321.0|0|14321.0|0|169.0|0|0.0|100
0|2021-10-27|14337.0|0|14337.0|0|170.0|0|0.0|100
0|2021-10-28|14337.0|0|14337.0|0|172.0|0|0.0|100
0|2021-10-29|14366.0|0|14366.0|0|172.0|0|0.0|100
0|2021-10-30|14379.0|0|14379.0|0|172.0|0|0.0|100
0|2021-10-31|14379.0|0|14379.0|0|173.0|0|0.0|100
0|2021-11-01|14396.0|0|14396.0|0|173.0|0|0.0|100
0|2021-11-02|14401.0|0|14401.0|0|173.0|0|0.0|100
0|2021-11-03|14403.0|0|14403.0|0|175.0|0|0.0|100
0|2021-11-04|14407.0|0|14407.0|0|175.0|0|0.0|100
0|2021-11-05|14407.0|0|14407.0|0|176.0|0|0.0|100
0|2021-11-06|14370.0|0|14370.0|0|176.0|0|0.0|100
0|2021-11-07|14370.0|0|14370.0|0|176.0|0|0.0|100
0|2021-11-08|14376.0|0|14376.0|0|176.0|0|0.0|100
0|2021-11-09|14387.0|0|14387.0|0|177.0|0|0.0|100
0|2021-11-10|14387.0|0|14387.0|0|177.0|0|0.0|100
0|2021-11-11|14396.0|0|14396.0|0|178.0|0|0.0|100
0|2021-11-12|14403.0|0|14403.0|0|179.0|0|0.0|100
0|2021-11-13|14403.0|0|14403.0|0|179.0|0|0.0|100
0|2021-11-14|14416.0|0|14416.0|0|179.0|0|0.0|100
0|2021-11-15|14416.0|0|14416.0|0|179.0|0|0.0|100
0|2021-11-16|14440.0|0|14440.0|0|181.0|0|0.0|100
0|2021-11-17|14444.0|0|14444.0|0|182.0|0|0.0|100
0|2021-11-18|14455.0|0|14455.0|0|183.0|0|0.0|100
0|2021-11-19|14463.0|0|14463.0|0|183.0|0|0.0|100
0|2021-11-20|14463.0|0|14379.0|0|183.0|0|0.0|100
0|2021-11-21|14379.0|0|14379.0|0|183.0|0|0.0|100
0|2021-11-22|14391.0|0|14391.0|0|183.0|0|0.0|100
0|2021-11-23|14398.0|0|14398.0|0|183.0|0|0.0|100
0|2021-11-24|14412.0|0|14412.0|0|183.0|0|0.0|100
0|2021-11-25|14412.0|0|14412.0|0|183.0|0|0.0|100
0|2021-11-26|14412.0|0|14412.0|0|183.0|0|0.0|100
0|2021-11-27|14412.0|0|14412.0|0|183.0|0|0.0|100
0|2021-11-28|14412.0|0|14412.0|0|183.0|0|0.0|100
0|2021-11-29|14461.0|0|14461.0|0|184.0|0|0.0|100
0|2021-11-30|14466.0|0|14466.0|0|184.0|0|0.0|100
0|2021-12-01|14479.0|0|14479.0|0|185.0|0|0.0|100
0|2021-12-02|14488.0|0|14488.0|0|185.0|0|0.0|100
0|2021-12-03|14496.0|0|14496.0|0|185.0|0|0.0|100
0|2021-12-04|14499.0|0|14499.0|0|185.0|0|0.0|100
0|2021-12-05|14504.0|0|14504.0|0|186.0|0|0.0|100
0|2021-12-06|14506.0|0|14506.0|0|186.0|0|0.0|100
0|2021-12-07|14515.0|0|14515.0|0|186.0|0|0.0|100
0|2021-12-08|14520.0|0|14520.0|0|186.0|0|0.0|100
0|2021-12-09|14529.0|0|14529.0|0|186.0|0|0.0|100
0|2021-12-10|14592.0|0|14592.0|0|186.0|0|0.0|100
0|2021-12-11|14610.0|0|14610.0|0|187.0|0|0.0|100
0|2021-12-12|14614.0|0|14614.0|0|187.0|0|0.0|100
0|2021-12-13|14619.0|0|14619.0|0|187.0|0|0.0|100
0|2021-12-14|14619.0|0|14631.0|0|187.0|0|0.0|100
0|2021-12-15|14642.0|0|14642.0|0|187.0|0|0.0|100
0|2021-12-16|14661.0|0|14661.0|0|188.0|0|0.0|100
0|2021-12-17|14669.0|0|14669.0|0|189.0|0|0.0|100
0|2021-12-18|14682.0|0|14682.0|0|189.0|0|0.0|100
0|2021-12-19|14693.0|0|14693.0|0|189.0|0|0.0|100
0|2021-12-20|14710.0|0|14710.0|0|189.0|0|0.0|100
0|2021-12-21|14731.0|0|14731.0|0|190.0|0|0.0|100
0|2021-12-22|14751.0|0|14751.0|0|191.0|0|0.0|100
0|2021-12-23|14775.0|0|14775.0|0|191.0|0|0.0|100
0|2021-12-24|14775.0|0|14775.0|0|191.0|0|0.0|100
0|2021-12-25|14775.0|0|14775.0|0|191.0|0|0.0|100
0|2021-12-26|14775.0|0|14775.0|0|191.0|0|0.0|100
0|2021-12-27|14878.0|0|14878.0|0|191.0|0|0.0|100
0|2021-12-28|14878.0|0|14936.0|0|191.0|0|0.0|100
0|2021-12-29|14965.0|0|14965.0|0|191.0|0|0.0|100
0|2021-12-30|15008.0|0|15008.0|0|191.0|0|0.0|100
0|2021-12-31|15008.0|0|15008.0|0|191.0|0|0.0|100
0|2022-01-01|15008.0|0|15008.0|0|191.0|0|0.0|100
0|2022-01-02|15008.0|0|15008.0|0|191.0|0|0.0|100
0|2022-01-03|15538.0|0|15538.0|0|193.0|0|0.0|100
0|2022-01-04|15674.0|0|15674.0|0|193.0|0|0.0|100
0|2022-01-05|15822.0|0|15822.0|0|193.0|0|0.0|100
0|2022-01-06|15923.0|0|15923.0|0|194.0|0|0.0|100
0|2022-01-07|16106.0|0|16106.0|0|194.0|0|0.0|100
0|2022-01-08|16268.0|0|16268.0|0|194.0|0|0.0|100
0|2022-01-09|16398.0|0|16398.0|0|194.0|0|0.0|100
0|2022-01-10|16523.0|0|16523.0|0|194.0|0|0.0|100
0|2022-01-11|16684.0|0|16684.0|0|194.0|0|0.0|100
0|2022-01-12|16928.0|0|16928.0|0|194.0|0|0.0|100
0|2022-01-13|16928.0|0|17276.0|0|194.0|0|0.0|100
0|2022-01-14|17276.0|0|18112.0|0|194.0|0|0.0|100
