|dates|Owsley_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Owsley_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Owsley_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Owsley_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Owsley_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Owsley_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Owsley_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Owsley_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|970.0|0|970.0|0|15.0|0|0.0|100
0|2021-10-18|979.0|0|979.0|0|15.0|0|0.0|100
0|2021-10-19|984.0|0|984.0|0|15.0|0|0.0|100
0|2021-10-20|991.0|0|991.0|0|15.0|0|0.0|100
0|2021-10-21|993.0|0|993.0|0|15.0|0|0.0|100
0|2021-10-22|998.0|0|998.0|0|15.0|0|0.0|100
0|2021-10-23|998.0|0|998.0|0|15.0|0|0.0|100
0|2021-10-24|998.0|0|998.0|0|15.0|0|0.0|100
0|2021-10-25|1003.0|0|1003.0|0|15.0|0|0.0|100
0|2021-10-26|1008.0|0|1008.0|0|15.0|0|0.0|100
0|2021-10-27|1009.0|0|1009.0|0|15.0|0|0.0|100
0|2021-10-28|1009.0|0|1009.0|0|15.0|0|0.0|100
0|2021-10-29|1011.0|0|1011.0|0|15.0|0|0.0|100
0|2021-10-30|1011.0|0|1011.0|0|15.0|0|0.0|100
0|2021-10-31|1011.0|0|1011.0|0|15.0|0|0.0|100
0|2021-11-01|1015.0|0|1015.0|0|15.0|0|0.0|100
0|2021-11-02|1017.0|0|1017.0|0|15.0|0|0.0|100
0|2021-11-03|1018.0|0|1018.0|0|15.0|0|0.0|100
0|2021-11-04|1019.0|0|1019.0|0|15.0|0|0.0|100
0|2021-11-05|1021.0|0|1021.0|0|15.0|0|0.0|100
0|2021-11-06|1021.0|0|1021.0|0|15.0|0|0.0|100
0|2021-11-07|1021.0|0|1021.0|0|15.0|0|0.0|100
0|2021-11-08|1021.0|0|1021.0|0|15.0|0|0.0|100
0|2021-11-09|1022.0|0|1022.0|0|16.0|0|0.0|100
0|2021-11-10|1022.0|0|1022.0|0|16.0|0|0.0|100
0|2021-11-11|1022.0|0|1022.0|0|17.0|0|0.0|100
0|2021-11-12|1022.0|0|1022.0|0|18.0|0|0.0|100
0|2021-11-13|1022.0|0|1022.0|0|18.0|0|0.0|100
0|2021-11-14|1022.0|0|1022.0|0|18.0|0|0.0|100
0|2021-11-15|1024.0|0|1024.0|0|18.0|0|0.0|100
0|2021-11-16|1024.0|0|1024.0|0|18.0|0|0.0|100
0|2021-11-17|1027.0|0|1027.0|0|18.0|0|0.0|100
0|2021-11-18|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2021-11-19|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2021-11-20|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2021-11-21|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2021-11-22|1030.0|0|1030.0|0|19.0|0|0.0|100
0|2021-11-23|1032.0|0|1032.0|0|19.0|0|0.0|100
0|2021-11-24|1032.0|0|1032.0|0|19.0|0|0.0|100
0|2021-11-25|1032.0|0|1032.0|0|19.0|0|0.0|100
0|2021-11-26|1032.0|0|1032.0|0|19.0|0|0.0|100
0|2021-11-27|1032.0|0|1032.0|0|19.0|0|0.0|100
0|2021-11-28|1032.0|0|1032.0|0|19.0|0|0.0|100
0|2021-11-29|1033.0|0|1033.0|0|21.0|0|0.0|100
0|2021-11-30|1034.0|0|1034.0|0|21.0|0|0.0|100
0|2021-12-01|1034.0|0|1034.0|0|21.0|0|0.0|100
0|2021-12-02|1034.0|0|1037.0|0|21.0|0|0.0|100
0|2021-12-03|1038.0|0|1038.0|0|21.0|0|0.0|100
0|2021-12-04|1038.0|0|1038.0|0|21.0|0|0.0|100
0|2021-12-05|1038.0|0|1038.0|0|21.0|0|0.0|100
0|2021-12-06|1040.0|0|1040.0|0|21.0|0|0.0|100
0|2021-12-07|1042.0|0|1042.0|0|21.0|0|0.0|100
0|2021-12-08|1045.0|0|1045.0|0|21.0|0|0.0|100
0|2021-12-09|1045.0|0|1045.0|0|22.0|0|0.0|100
0|2021-12-10|1045.0|0|1045.0|0|22.0|0|0.0|100
0|2021-12-11|1045.0|0|1045.0|0|22.0|0|0.0|100
0|2021-12-12|1045.0|0|1045.0|0|22.0|0|0.0|100
0|2021-12-13|1047.0|0|1047.0|0|22.0|0|0.0|100
0|2021-12-14|1047.0|0|1048.0|0|22.0|0|0.0|100
0|2021-12-15|1050.0|0|1050.0|0|22.0|0|0.0|100
0|2021-12-16|1050.0|0|1050.0|0|22.0|0|0.0|100
0|2021-12-17|1049.0|0|1049.0|0|22.0|0|0.0|100
0|2021-12-18|1049.0|0|1049.0|0|22.0|0|0.0|100
0|2021-12-19|1049.0|0|1049.0|0|22.0|0|0.0|100
0|2021-12-20|1049.0|0|1049.0|0|22.0|0|0.0|100
0|2021-12-21|1050.0|0|1050.0|0|22.0|0|0.0|100
0|2021-12-22|1050.0|0|1050.0|0|23.0|0|0.0|100
0|2021-12-23|1050.0|0|1050.0|0|23.0|0|0.0|100
0|2021-12-24|1050.0|0|1050.0|0|23.0|0|0.0|100
0|2021-12-25|1050.0|0|1050.0|0|23.0|0|0.0|100
0|2021-12-26|1050.0|0|1050.0|0|23.0|0|0.0|100
0|2021-12-27|1055.0|0|1055.0|0|23.0|0|0.0|100
0|2021-12-28|1057.0|0|1057.0|0|23.0|0|0.0|100
0|2021-12-29|1059.0|0|1059.0|0|23.0|0|0.0|100
0|2021-12-30|1059.0|0|1059.0|0|23.0|0|0.0|100
0|2021-12-31|1059.0|0|1059.0|0|23.0|0|0.0|100
0|2022-01-01|1059.0|0|1059.0|0|23.0|0|0.0|100
0|2022-01-02|1059.0|0|1059.0|0|23.0|0|0.0|100
0|2022-01-03|1064.0|0|1064.0|0|23.0|0|0.0|100
0|2022-01-04|1064.0|0|1064.0|0|23.0|0|0.0|100
0|2022-01-05|1071.0|0|1071.0|0|23.0|0|0.0|100
0|2022-01-06|1074.0|0|1074.0|0|23.0|0|0.0|100
0|2022-01-07|1075.0|0|1075.0|0|23.0|0|0.0|100
0|2022-01-08|1075.0|0|1075.0|0|23.0|0|0.0|100
0|2022-01-09|1075.0|0|1075.0|0|23.0|0|0.0|100
0|2022-01-10|1077.0|0|1077.0|0|23.0|0|0.0|100
0|2022-01-11|1084.0|0|1084.0|0|23.0|0|0.0|100
0|2022-01-12|1093.0|0|1093.0|0|23.0|0|0.0|100
0|2022-01-13|1093.0|0|1095.0|0|23.0|0|0.0|100
0|2022-01-14|1099.0|0|1099.0|0|23.0|0|0.0|100
