|dates|Sonoma_California_UnitedStates.BLS_EmployedPopulation.data|Sonoma_California_UnitedStates.BLS_EmployedPopulation.missing|Sonoma_California_UnitedStates.BLS_UnemployedPopulation.data|Sonoma_California_UnitedStates.BLS_UnemployedPopulation.missing|Sonoma_California_UnitedStates.BLS_UnemploymentRate.data|Sonoma_California_UnitedStates.BLS_UnemploymentRate.missing|Sonoma_California_UnitedStates.BLS_LaborForcePopulation.data|Sonoma_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-18|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-19|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-20|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-21|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-22|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-23|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-24|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-25|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-26|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-27|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-28|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-29|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-30|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-10-31|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-01|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-02|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-03|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-04|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-05|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-06|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-07|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-08|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-09|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-10|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-11|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-12|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-13|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-14|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-15|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-16|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-17|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-18|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-19|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-20|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-21|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-22|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-23|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-24|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-25|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-26|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
0|2021-11-27|229658.0|0|12831.0|0|5.291374041709108|0|242489.0|0
