|dates|Decatur_Kansas_UnitedStates.JHU_ConfirmedCases.data|Decatur_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Kansas_UnitedStates.NYT_ConfirmedCases.data|Decatur_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Decatur_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|332.0|0|332.0|0|13.0|0|0.0|100
0|2021-10-18|339.0|0|339.0|0|13.0|0|0.0|100
0|2021-10-19|339.0|0|339.0|0|13.0|0|0.0|100
0|2021-10-20|345.0|0|345.0|0|13.0|0|0.0|100
0|2021-10-21|345.0|0|345.0|0|13.0|0|0.0|100
0|2021-10-22|351.0|0|351.0|0|13.0|0|0.0|100
0|2021-10-23|351.0|0|351.0|0|13.0|0|0.0|100
0|2021-10-24|351.0|0|351.0|0|13.0|0|0.0|100
0|2021-10-25|354.0|0|354.0|0|13.0|0|0.0|100
0|2021-10-26|354.0|0|354.0|0|13.0|0|0.0|100
0|2021-10-27|359.0|0|359.0|0|13.0|0|0.0|100
0|2021-10-28|359.0|0|359.0|0|13.0|0|0.0|100
0|2021-10-29|364.0|0|364.0|0|13.0|0|0.0|100
0|2021-10-30|364.0|0|364.0|0|13.0|0|0.0|100
0|2021-10-31|364.0|0|364.0|0|13.0|0|0.0|100
0|2021-11-01|365.0|0|365.0|0|13.0|0|0.0|100
0|2021-11-02|365.0|0|365.0|0|13.0|0|0.0|100
0|2021-11-03|368.0|0|368.0|0|13.0|0|0.0|100
0|2021-11-04|368.0|0|368.0|0|13.0|0|0.0|100
0|2021-11-05|369.0|0|369.0|0|13.0|0|0.0|100
0|2021-11-06|369.0|0|369.0|0|13.0|0|0.0|100
0|2021-11-07|369.0|0|369.0|0|13.0|0|0.0|100
0|2021-11-08|372.0|0|372.0|0|13.0|0|0.0|100
0|2021-11-09|372.0|0|372.0|0|13.0|0|0.0|100
0|2021-11-10|375.0|0|375.0|0|13.0|0|0.0|100
0|2021-11-11|375.0|0|375.0|0|13.0|0|0.0|100
0|2021-11-12|380.0|0|380.0|0|13.0|0|0.0|100
0|2021-11-13|380.0|0|380.0|0|13.0|0|0.0|100
0|2021-11-14|380.0|0|380.0|0|13.0|0|0.0|100
0|2021-11-15|388.0|0|388.0|0|13.0|0|0.0|100
0|2021-11-16|388.0|0|388.0|0|13.0|0|0.0|100
0|2021-11-17|397.0|0|397.0|0|13.0|0|0.0|100
0|2021-11-18|397.0|0|397.0|0|13.0|0|0.0|100
0|2021-11-19|401.0|0|401.0|0|13.0|0|0.0|100
0|2021-11-20|401.0|0|401.0|0|13.0|0|0.0|100
0|2021-11-21|401.0|0|401.0|0|13.0|0|0.0|100
0|2021-11-22|408.0|0|408.0|0|13.0|0|0.0|100
0|2021-11-23|408.0|0|408.0|0|13.0|0|0.0|100
0|2021-11-24|408.0|0|425.0|0|13.0|0|0.0|100
0|2021-11-25|425.0|0|425.0|0|13.0|0|0.0|100
0|2021-11-26|425.0|0|425.0|0|13.0|0|0.0|100
0|2021-11-27|425.0|0|425.0|0|13.0|0|0.0|100
0|2021-11-28|425.0|0|425.0|0|13.0|0|0.0|100
0|2021-11-29|434.0|0|434.0|0|13.0|0|0.0|100
0|2021-11-30|434.0|0|434.0|0|13.0|0|0.0|100
0|2021-12-01|447.0|0|447.0|0|13.0|0|0.0|100
0|2021-12-02|447.0|0|447.0|0|13.0|0|0.0|100
0|2021-12-03|447.0|0|456.0|0|13.0|0|0.0|100
0|2021-12-04|456.0|0|456.0|0|13.0|0|0.0|100
0|2021-12-05|456.0|0|456.0|0|13.0|0|0.0|100
0|2021-12-06|468.0|0|468.0|0|13.0|0|0.0|100
0|2021-12-07|468.0|0|468.0|0|13.0|0|0.0|100
0|2021-12-08|486.0|0|486.0|0|13.0|0|0.0|100
0|2021-12-09|486.0|0|486.0|0|13.0|0|0.0|100
0|2021-12-10|490.0|0|490.0|0|13.0|0|0.0|100
0|2021-12-11|490.0|0|490.0|0|13.0|0|0.0|100
0|2021-12-12|490.0|0|490.0|0|13.0|0|0.0|100
0|2021-12-13|496.0|0|496.0|0|13.0|0|0.0|100
0|2021-12-14|496.0|0|496.0|0|13.0|0|0.0|100
0|2021-12-15|507.0|0|507.0|0|13.0|0|0.0|100
0|2021-12-16|507.0|0|507.0|0|13.0|0|0.0|100
0|2021-12-17|513.0|0|513.0|0|13.0|0|0.0|100
0|2021-12-18|513.0|0|513.0|0|13.0|0|0.0|100
0|2021-12-19|513.0|0|513.0|0|13.0|0|0.0|100
0|2021-12-20|515.0|0|515.0|0|13.0|0|0.0|100
0|2021-12-21|515.0|0|515.0|0|13.0|0|0.0|100
0|2021-12-22|518.0|0|518.0|0|13.0|0|0.0|100
0|2021-12-23|518.0|0|518.0|0|13.0|0|0.0|100
0|2021-12-24|518.0|0|518.0|0|13.0|0|0.0|100
0|2021-12-25|518.0|0|518.0|0|13.0|0|0.0|100
0|2021-12-26|518.0|0|518.0|0|13.0|0|0.0|100
0|2021-12-27|521.0|0|521.0|0|13.0|0|0.0|100
0|2021-12-28|521.0|0|521.0|0|13.0|0|0.0|100
0|2021-12-29|526.0|0|526.0|0|13.0|0|0.0|100
0|2021-12-30|526.0|0|526.0|0|13.0|0|0.0|100
0|2021-12-31|526.0|0|526.0|0|13.0|0|0.0|100
0|2022-01-01|526.0|0|526.0|0|13.0|0|0.0|100
0|2022-01-02|526.0|0|526.0|0|13.0|0|0.0|100
0|2022-01-03|533.0|0|533.0|0|13.0|0|0.0|100
0|2022-01-04|533.0|0|533.0|0|13.0|0|0.0|100
0|2022-01-05|538.0|0|538.0|0|13.0|0|0.0|100
0|2022-01-06|538.0|0|538.0|0|13.0|0|0.0|100
0|2022-01-07|543.0|0|543.0|0|16.0|0|0.0|100
0|2022-01-08|543.0|0|543.0|0|16.0|0|0.0|100
0|2022-01-09|543.0|0|543.0|0|16.0|0|0.0|100
0|2022-01-10|548.0|0|548.0|0|16.0|0|0.0|100
0|2022-01-11|548.0|0|548.0|0|16.0|0|0.0|100
0|2022-01-12|548.0|0|550.0|0|16.0|0|0.0|100
0|2022-01-13|548.0|0|551.0|0|16.0|0|0.0|100
0|2022-01-14|553.0|0|553.0|0|16.0|0|0.0|100
0|2022-01-15|553.0|0|553.0|0|16.0|0|0.0|100
0|2022-01-16|553.0|0|553.0|0|16.0|0|0.0|100
0|2022-01-17|553.0|0|0.0|100|16.0|0|0.0|100
