|dates|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stanly_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Stanly_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|12011.0|0|12011.0|0|198.0|0|0.0|100
0|2021-11-21|12011.0|0|12011.0|0|198.0|0|0.0|100
0|2021-11-22|12068.0|0|12068.0|0|198.0|0|0.0|100
0|2021-11-23|12074.0|0|12074.0|0|198.0|0|0.0|100
0|2021-11-24|12088.0|0|12088.0|0|198.0|0|0.0|100
0|2021-11-25|12088.0|0|12088.0|0|198.0|0|0.0|100
0|2021-11-26|12088.0|0|12088.0|0|198.0|0|0.0|100
0|2021-11-27|12088.0|0|12088.0|0|198.0|0|0.0|100
0|2021-11-28|12088.0|0|12088.0|0|198.0|0|0.0|100
0|2021-11-29|12164.0|0|12164.0|0|198.0|0|0.0|100
0|2021-11-30|12176.0|0|12176.0|0|198.0|0|0.0|100
0|2021-12-01|12199.0|0|12199.0|0|198.0|0|0.0|100
0|2021-12-02|12233.0|0|12233.0|0|198.0|0|0.0|100
0|2021-12-03|12252.0|0|12252.0|0|198.0|0|0.0|100
0|2021-12-04|12252.0|0|12252.0|0|198.0|0|0.0|100
0|2021-12-05|12252.0|0|12252.0|0|198.0|0|0.0|100
0|2021-12-06|12326.0|0|12326.0|0|198.0|0|0.0|100
0|2021-12-07|12341.0|0|12341.0|0|201.0|0|0.0|100
0|2021-12-08|12376.0|0|12376.0|0|206.0|0|0.0|100
0|2021-12-09|12411.0|0|12411.0|0|206.0|0|0.0|100
0|2021-12-10|12455.0|0|12455.0|0|206.0|0|0.0|100
0|2021-12-11|12455.0|0|12455.0|0|206.0|0|0.0|100
0|2021-12-12|12455.0|0|12455.0|0|206.0|0|0.0|100
0|2021-12-13|12523.0|0|12523.0|0|206.0|0|0.0|100
0|2021-12-14|12523.0|0|12548.0|0|206.0|0|0.0|100
0|2021-12-15|12574.0|0|12574.0|0|206.0|0|0.0|100
0|2021-12-16|12607.0|0|12607.0|0|206.0|0|0.0|100
0|2021-12-17|12653.0|0|12653.0|0|206.0|0|0.0|100
0|2021-12-18|12653.0|0|12653.0|0|206.0|0|0.0|100
0|2021-12-19|12653.0|0|12653.0|0|206.0|0|0.0|100
0|2021-12-20|12728.0|0|12728.0|0|210.0|0|0.0|100
0|2021-12-21|12755.0|0|12755.0|0|211.0|0|0.0|100
0|2021-12-22|12775.0|0|12775.0|0|211.0|0|0.0|100
0|2021-12-23|12775.0|0|12775.0|0|211.0|0|0.0|100
0|2021-12-24|12775.0|0|12775.0|0|211.0|0|0.0|100
0|2021-12-25|12775.0|0|12775.0|0|211.0|0|0.0|100
0|2021-12-26|12775.0|0|12775.0|0|211.0|0|0.0|100
0|2021-12-27|12775.0|0|12775.0|0|211.0|0|0.0|100
0|2021-12-28|12932.0|0|12932.0|0|211.0|0|0.0|100
0|2021-12-29|12977.0|0|12977.0|0|212.0|0|0.0|100
0|2021-12-30|13057.0|0|13057.0|0|212.0|0|0.0|100
0|2021-12-31|13057.0|0|13128.0|0|212.0|0|0.0|100
0|2022-01-01|13057.0|0|13128.0|0|212.0|0|0.0|100
0|2022-01-02|13057.0|0|13128.0|0|212.0|0|0.0|100
0|2022-01-03|13341.0|0|13341.0|0|212.0|0|0.0|100
0|2022-01-04|13405.0|0|13405.0|0|213.0|0|0.0|100
0|2022-01-05|13611.0|0|13611.0|0|213.0|0|0.0|100
0|2022-01-06|13755.0|0|13755.0|0|215.0|0|0.0|100
0|2022-01-07|13921.0|0|13921.0|0|216.0|0|0.0|100
0|2022-01-08|13921.0|0|13921.0|0|216.0|0|0.0|100
0|2022-01-09|13921.0|0|13921.0|0|216.0|0|0.0|100
0|2022-01-10|14191.0|0|14191.0|0|216.0|0|0.0|100
0|2022-01-11|14302.0|0|14302.0|0|216.0|0|0.0|100
0|2022-01-12|14474.0|0|14474.0|0|216.0|0|0.0|100
0|2022-01-13|14474.0|0|14824.0|0|216.0|0|0.0|100
0|2022-01-14|15009.0|0|15009.0|0|216.0|0|0.0|100
0|2022-01-15|15009.0|0|15009.0|0|216.0|0|0.0|100
0|2022-01-16|15009.0|0|15009.0|0|216.0|0|0.0|100
0|2022-01-17|15009.0|0|0.0|100|216.0|0|0.0|100
