|dates|Leslie_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Leslie_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Leslie_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Leslie_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Leslie_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2122.0|0|2122.0|0|18.0|0|0.0|100
0|2021-10-18|2129.0|0|2129.0|0|18.0|0|0.0|100
0|2021-10-19|2138.0|0|2138.0|0|18.0|0|0.0|100
0|2021-10-20|2143.0|0|2143.0|0|18.0|0|0.0|100
0|2021-10-21|2146.0|0|2146.0|0|18.0|0|0.0|100
0|2021-10-22|2154.0|0|2154.0|0|18.0|0|0.0|100
0|2021-10-23|2154.0|0|2154.0|0|18.0|0|0.0|100
0|2021-10-24|2154.0|0|2154.0|0|18.0|0|0.0|100
0|2021-10-25|2163.0|0|2163.0|0|18.0|0|0.0|100
0|2021-10-26|2168.0|0|2168.0|0|18.0|0|0.0|100
0|2021-10-27|2173.0|0|2173.0|0|18.0|0|0.0|100
0|2021-10-28|2177.0|0|2177.0|0|18.0|0|0.0|100
0|2021-10-29|2184.0|0|2184.0|0|18.0|0|0.0|100
0|2021-10-30|2184.0|0|2184.0|0|18.0|0|0.0|100
0|2021-10-31|2184.0|0|2184.0|0|18.0|0|0.0|100
0|2021-11-01|2191.0|0|2191.0|0|18.0|0|0.0|100
0|2021-11-02|2191.0|0|2191.0|0|18.0|0|0.0|100
0|2021-11-03|2196.0|0|2196.0|0|19.0|0|0.0|100
0|2021-11-04|2205.0|0|2205.0|0|19.0|0|0.0|100
0|2021-11-05|2209.0|0|2209.0|0|19.0|0|0.0|100
0|2021-11-06|2209.0|0|2209.0|0|19.0|0|0.0|100
0|2021-11-07|2209.0|0|2209.0|0|19.0|0|0.0|100
0|2021-11-08|2214.0|0|2214.0|0|20.0|0|0.0|100
0|2021-11-09|2220.0|0|2220.0|0|21.0|0|0.0|100
0|2021-11-10|2220.0|0|2227.0|0|21.0|0|0.0|100
0|2021-11-11|2227.0|0|2227.0|0|22.0|0|0.0|100
0|2021-11-12|2234.0|0|2234.0|0|28.0|0|0.0|100
0|2021-11-13|2234.0|0|2234.0|0|28.0|0|0.0|100
0|2021-11-14|2234.0|0|2234.0|0|28.0|0|0.0|100
0|2021-11-15|2244.0|0|2244.0|0|28.0|0|0.0|100
0|2021-11-16|2247.0|0|2247.0|0|28.0|0|0.0|100
0|2021-11-17|2248.0|0|2248.0|0|29.0|0|0.0|100
0|2021-11-18|2247.0|0|2247.0|0|30.0|0|0.0|100
0|2021-11-19|2246.0|0|2246.0|0|30.0|0|0.0|100
0|2021-11-20|2246.0|0|2246.0|0|30.0|0|0.0|100
0|2021-11-21|2246.0|0|2246.0|0|30.0|0|0.0|100
0|2021-11-22|2267.0|0|2267.0|0|30.0|0|0.0|100
0|2021-11-23|2273.0|0|2273.0|0|30.0|0|0.0|100
0|2021-11-24|2276.0|0|2276.0|0|30.0|0|0.0|100
0|2021-11-25|2276.0|0|2276.0|0|30.0|0|0.0|100
0|2021-11-26|2276.0|0|2276.0|0|30.0|0|0.0|100
0|2021-11-27|2276.0|0|2276.0|0|30.0|0|0.0|100
0|2021-11-28|2276.0|0|2276.0|0|30.0|0|0.0|100
0|2021-11-29|2292.0|0|2292.0|0|31.0|0|0.0|100
0|2021-11-30|2302.0|0|2302.0|0|31.0|0|0.0|100
0|2021-12-01|2304.0|0|2304.0|0|31.0|0|0.0|100
0|2021-12-02|2304.0|0|2301.0|0|31.0|0|0.0|100
0|2021-12-03|2303.0|0|2303.0|0|32.0|0|0.0|100
0|2021-12-04|2303.0|0|2303.0|0|32.0|0|0.0|100
0|2021-12-05|2303.0|0|2303.0|0|32.0|0|0.0|100
0|2021-12-06|2313.0|0|2313.0|0|32.0|0|0.0|100
0|2021-12-07|2319.0|0|2319.0|0|32.0|0|0.0|100
0|2021-12-08|2323.0|0|2323.0|0|32.0|0|0.0|100
0|2021-12-09|2332.0|0|2332.0|0|33.0|0|0.0|100
0|2021-12-10|2343.0|0|2343.0|0|33.0|0|0.0|100
0|2021-12-11|2343.0|0|2343.0|0|33.0|0|0.0|100
0|2021-12-12|2343.0|0|2343.0|0|33.0|0|0.0|100
0|2021-12-13|2365.0|0|2365.0|0|34.0|0|0.0|100
0|2021-12-14|2365.0|0|2377.0|0|34.0|0|0.0|100
0|2021-12-15|2384.0|0|2384.0|0|35.0|0|0.0|100
0|2021-12-16|2385.0|0|2385.0|0|35.0|0|0.0|100
0|2021-12-17|2394.0|0|2394.0|0|35.0|0|0.0|100
0|2021-12-18|2394.0|0|2394.0|0|35.0|0|0.0|100
0|2021-12-19|2394.0|0|2394.0|0|35.0|0|0.0|100
0|2021-12-20|2400.0|0|2400.0|0|35.0|0|0.0|100
0|2021-12-21|2407.0|0|2407.0|0|35.0|0|0.0|100
0|2021-12-22|2411.0|0|2411.0|0|35.0|0|0.0|100
0|2021-12-23|2411.0|0|2411.0|0|35.0|0|0.0|100
0|2021-12-24|2411.0|0|2411.0|0|35.0|0|0.0|100
0|2021-12-25|2411.0|0|2411.0|0|35.0|0|0.0|100
0|2021-12-26|2411.0|0|2411.0|0|35.0|0|0.0|100
0|2021-12-27|2428.0|0|2428.0|0|37.0|0|0.0|100
0|2021-12-28|2439.0|0|2439.0|0|37.0|0|0.0|100
0|2021-12-29|2451.0|0|2451.0|0|37.0|0|0.0|100
0|2021-12-30|2451.0|0|2451.0|0|37.0|0|0.0|100
0|2021-12-31|2451.0|0|2451.0|0|37.0|0|0.0|100
0|2022-01-01|2451.0|0|2451.0|0|37.0|0|0.0|100
0|2022-01-02|2451.0|0|2451.0|0|37.0|0|0.0|100
0|2022-01-03|2477.0|0|2477.0|0|37.0|0|0.0|100
0|2022-01-04|2480.0|0|2480.0|0|37.0|0|0.0|100
0|2022-01-05|2487.0|0|2487.0|0|37.0|0|0.0|100
0|2022-01-06|2499.0|0|2499.0|0|37.0|0|0.0|100
0|2022-01-07|2508.0|0|2508.0|0|37.0|0|0.0|100
