|dates|Leslie_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Leslie_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Leslie_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Leslie_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Leslie_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Leslie_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|2508.0|0|2508.0|0|37.0|0|0.0|100
0|2022-01-09|2508.0|0|2508.0|0|37.0|0|0.0|100
0|2022-01-10|2523.0|0|2523.0|0|37.0|0|0.0|100
0|2022-01-11|2539.0|0|2539.0|0|37.0|0|0.0|100
0|2022-01-12|2548.0|0|2548.0|0|37.0|0|0.0|100
0|2022-01-13|2548.0|0|2551.0|0|37.0|0|0.0|100
0|2022-01-14|2561.0|0|2561.0|0|38.0|0|0.0|100
0|2022-01-15|2561.0|0|2561.0|0|38.0|0|0.0|100
0|2022-01-16|2561.0|0|2561.0|0|38.0|0|0.0|100
0|2022-01-17|2561.0|0|0.0|100|38.0|0|0.0|100
