|dates|Schleicher_Texas_UnitedStates.JHU_ConfirmedCases.data|Schleicher_Texas_UnitedStates.JHU_ConfirmedCases.missing|Schleicher_Texas_UnitedStates.NYT_ConfirmedCases.data|Schleicher_Texas_UnitedStates.NYT_ConfirmedCases.missing|Schleicher_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Schleicher_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Schleicher_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Schleicher_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|349.0|0|349.0|0|9.0|0|0.0|100
0|2021-10-18|349.0|0|349.0|0|9.0|0|0.0|100
0|2021-10-19|349.0|0|349.0|0|9.0|0|0.0|100
0|2021-10-20|349.0|0|349.0|0|9.0|0|0.0|100
0|2021-10-21|349.0|0|349.0|0|9.0|0|0.0|100
0|2021-10-22|349.0|0|349.0|0|9.0|0|0.0|100
0|2021-10-23|350.0|0|350.0|0|9.0|0|0.0|100
0|2021-10-24|350.0|0|350.0|0|9.0|0|0.0|100
0|2021-10-25|350.0|0|350.0|0|9.0|0|0.0|100
0|2021-10-26|350.0|0|350.0|0|9.0|0|0.0|100
0|2021-10-27|350.0|0|350.0|0|9.0|0|0.0|100
0|2021-10-28|351.0|0|351.0|0|9.0|0|0.0|100
0|2021-10-29|351.0|0|351.0|0|9.0|0|0.0|100
0|2021-10-30|351.0|0|351.0|0|9.0|0|0.0|100
0|2021-10-31|351.0|0|351.0|0|9.0|0|0.0|100
0|2021-11-01|351.0|0|351.0|0|9.0|0|0.0|100
0|2021-11-02|351.0|0|351.0|0|9.0|0|0.0|100
0|2021-11-03|351.0|0|351.0|0|9.0|0|0.0|100
0|2021-11-04|355.0|0|355.0|0|9.0|0|0.0|100
0|2021-11-05|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-06|365.0|0|365.0|0|9.0|0|0.0|100
0|2021-11-07|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-08|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-09|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-10|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-11|359.0|0|359.0|0|9.0|0|0.0|100
0|2021-11-12|359.0|0|359.0|0|9.0|0|0.0|100
0|2021-11-13|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-14|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-15|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-16|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-17|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-18|360.0|0|360.0|0|9.0|0|0.0|100
0|2021-11-19|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-20|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-21|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-22|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-23|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-24|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-25|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-26|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-27|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-28|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-29|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-11-30|361.0|0|361.0|0|9.0|0|0.0|100
0|2021-12-01|362.0|0|362.0|0|9.0|0|0.0|100
0|2021-12-02|363.0|0|363.0|0|9.0|0|0.0|100
0|2021-12-03|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-04|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-05|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-06|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-07|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-08|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-09|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-10|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-11|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-12|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-13|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-14|364.0|0|364.0|0|9.0|0|0.0|100
0|2021-12-15|366.0|0|366.0|0|9.0|0|0.0|100
0|2021-12-16|366.0|0|366.0|0|9.0|0|0.0|100
0|2021-12-17|366.0|0|366.0|0|9.0|0|0.0|100
0|2021-12-18|368.0|0|368.0|0|9.0|0|0.0|100
0|2021-12-19|368.0|0|368.0|0|9.0|0|0.0|100
0|2021-12-20|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-21|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-22|369.0|0|369.0|0|9.0|0|0.0|100
0|2021-12-23|370.0|0|370.0|0|9.0|0|0.0|100
0|2021-12-24|370.0|0|370.0|0|9.0|0|0.0|100
0|2021-12-25|370.0|0|370.0|0|9.0|0|0.0|100
0|2021-12-26|370.0|0|370.0|0|9.0|0|0.0|100
0|2021-12-27|374.0|0|374.0|0|9.0|0|0.0|100
0|2021-12-28|375.0|0|375.0|0|9.0|0|0.0|100
0|2021-12-29|377.0|0|377.0|0|9.0|0|0.0|100
0|2021-12-30|379.0|0|379.0|0|9.0|0|0.0|100
0|2021-12-31|379.0|0|379.0|0|9.0|0|0.0|100
0|2022-01-01|379.0|0|379.0|0|9.0|0|0.0|100
0|2022-01-02|379.0|0|379.0|0|9.0|0|0.0|100
0|2022-01-03|387.0|0|387.0|0|9.0|0|0.0|100
0|2022-01-04|390.0|0|390.0|0|9.0|0|0.0|100
0|2022-01-05|393.0|0|393.0|0|9.0|0|0.0|100
0|2022-01-06|401.0|0|401.0|0|9.0|0|0.0|100
0|2022-01-07|406.0|0|406.0|0|9.0|0|0.0|100
0|2022-01-08|412.0|0|412.0|0|9.0|0|0.0|100
0|2022-01-09|415.0|0|415.0|0|9.0|0|0.0|100
0|2022-01-10|415.0|0|415.0|0|9.0|0|0.0|100
0|2022-01-11|423.0|0|423.0|0|9.0|0|0.0|100
0|2022-01-12|434.0|0|434.0|0|9.0|0|0.0|100
0|2022-01-13|434.0|0|444.0|0|9.0|0|0.0|100
0|2022-01-14|444.0|0|400.0|0|9.0|0|0.0|100
0|2022-01-15|406.0|0|406.0|0|9.0|0|0.0|100
0|2022-01-16|408.0|0|408.0|0|9.0|0|0.0|100
0|2022-01-17|410.0|0|0.0|100|9.0|0|0.0|100
