|dates|Clare_Michigan_UnitedStates.JHU_ConfirmedCases.data|Clare_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Clare_Michigan_UnitedStates.NYT_ConfirmedCases.data|Clare_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Clare_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Clare_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Clare_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Clare_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|4978.0|0|4978.0|0|126.0|0|0.0|100
0|2021-12-20|5025.0|0|5025.0|0|127.0|0|0.0|100
0|2021-12-21|5025.0|0|5025.0|0|127.0|0|0.0|100
0|2021-12-22|5054.0|0|5054.0|0|130.0|0|0.0|100
0|2021-12-23|5054.0|0|5054.0|0|130.0|0|0.0|100
0|2021-12-24|5054.0|0|5054.0|0|130.0|0|0.0|100
0|2021-12-25|5054.0|0|5054.0|0|130.0|0|0.0|100
0|2021-12-26|5054.0|0|5054.0|0|130.0|0|0.0|100
0|2021-12-27|5102.0|0|5102.0|0|131.0|0|0.0|100
0|2021-12-28|5102.0|0|5102.0|0|131.0|0|0.0|100
0|2021-12-29|5127.0|0|5127.0|0|131.0|0|0.0|100
0|2021-12-30|5127.0|0|5127.0|0|131.0|0|0.0|100
0|2021-12-31|5127.0|0|5127.0|0|131.0|0|0.0|100
0|2022-01-01|5127.0|0|5127.0|0|131.0|0|0.0|100
0|2022-01-02|5127.0|0|5127.0|0|131.0|0|0.0|100
0|2022-01-03|5214.0|0|5214.0|0|134.0|0|0.0|100
0|2022-01-04|5214.0|0|5214.0|0|134.0|0|0.0|100
0|2022-01-05|5267.0|0|5267.0|0|137.0|0|0.0|100
0|2022-01-06|5267.0|0|5267.0|0|137.0|0|0.0|100
0|2022-01-07|5351.0|0|5351.0|0|139.0|0|0.0|100
0|2022-01-08|5351.0|0|5351.0|0|139.0|0|0.0|100
0|2022-01-09|5351.0|0|5351.0|0|139.0|0|0.0|100
0|2022-01-10|5408.0|0|5408.0|0|140.0|0|0.0|100
0|2022-01-11|5408.0|0|5408.0|0|140.0|0|0.0|100
0|2022-01-12|5478.0|0|5478.0|0|142.0|0|0.0|100
0|2022-01-13|5478.0|0|5478.0|0|142.0|0|0.0|100
0|2022-01-14|5535.0|0|5535.0|0|143.0|0|0.0|100
0|2022-01-15|5535.0|0|5535.0|0|143.0|0|0.0|100
0|2022-01-16|5535.0|0|5535.0|0|143.0|0|0.0|100
0|2022-01-17|5535.0|0|0.0|100|143.0|0|0.0|100
