|dates|Erath_Texas_UnitedStates.JHU_ConfirmedCases.data|Erath_Texas_UnitedStates.JHU_ConfirmedCases.missing|Erath_Texas_UnitedStates.NYT_ConfirmedCases.data|Erath_Texas_UnitedStates.NYT_ConfirmedCases.missing|Erath_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Erath_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Erath_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Erath_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|6431.0|0|6431.0|0|105.0|0|0.0|100
0|2021-11-25|6431.0|0|6431.0|0|105.0|0|0.0|100
0|2021-11-26|6431.0|0|6431.0|0|105.0|0|0.0|100
0|2021-11-27|6431.0|0|6431.0|0|105.0|0|0.0|100
0|2021-11-28|6431.0|0|6431.0|0|105.0|0|0.0|100
0|2021-11-29|6436.0|0|6436.0|0|106.0|0|0.0|100
0|2021-11-30|6444.0|0|6444.0|0|106.0|0|0.0|100
0|2021-12-01|6445.0|0|6445.0|0|106.0|0|0.0|100
0|2021-12-02|6446.0|0|6446.0|0|106.0|0|0.0|100
0|2021-12-03|6453.0|0|6453.0|0|107.0|0|0.0|100
0|2021-12-04|6463.0|0|6463.0|0|107.0|0|0.0|100
0|2021-12-05|6463.0|0|6466.0|0|107.0|0|0.0|100
0|2021-12-06|6469.0|0|6469.0|0|108.0|0|0.0|100
0|2021-12-07|6475.0|0|6475.0|0|108.0|0|0.0|100
0|2021-12-08|6479.0|0|6479.0|0|108.0|0|0.0|100
0|2021-12-09|6486.0|0|6486.0|0|108.0|0|0.0|100
0|2021-12-10|6512.0|0|6512.0|0|108.0|0|0.0|100
0|2021-12-11|6518.0|0|6518.0|0|108.0|0|0.0|100
0|2021-12-12|6518.0|0|6518.0|0|108.0|0|0.0|100
0|2021-12-13|6523.0|0|6523.0|0|108.0|0|0.0|100
0|2021-12-14|6523.0|0|6527.0|0|108.0|0|0.0|100
0|2021-12-15|6536.0|0|6536.0|0|108.0|0|0.0|100
0|2021-12-16|6540.0|0|6540.0|0|108.0|0|0.0|100
0|2021-12-17|6542.0|0|6542.0|0|108.0|0|0.0|100
0|2021-12-18|6548.0|0|6548.0|0|108.0|0|0.0|100
0|2021-12-19|6553.0|0|6553.0|0|108.0|0|0.0|100
0|2021-12-20|6553.0|0|6553.0|0|108.0|0|0.0|100
0|2021-12-21|6564.0|0|6564.0|0|108.0|0|0.0|100
0|2021-12-22|6567.0|0|6567.0|0|108.0|0|0.0|100
0|2021-12-23|6574.0|0|6574.0|0|109.0|0|0.0|100
0|2021-12-24|6574.0|0|6574.0|0|109.0|0|0.0|100
0|2021-12-25|6574.0|0|6574.0|0|109.0|0|0.0|100
0|2021-12-26|6574.0|0|6574.0|0|109.0|0|0.0|100
0|2021-12-27|6593.0|0|6593.0|0|109.0|0|0.0|100
0|2021-12-28|6603.0|0|6603.0|0|109.0|0|0.0|100
0|2021-12-29|6611.0|0|6611.0|0|109.0|0|0.0|100
0|2021-12-30|6616.0|0|6616.0|0|109.0|0|0.0|100
0|2021-12-31|6616.0|0|6616.0|0|109.0|0|0.0|100
0|2022-01-01|6616.0|0|6616.0|0|109.0|0|0.0|100
0|2022-01-02|6616.0|0|6616.0|0|109.0|0|0.0|100
0|2022-01-03|6748.0|0|6748.0|0|109.0|0|0.0|100
0|2022-01-04|6790.0|0|6790.0|0|109.0|0|0.0|100
0|2022-01-05|6843.0|0|6843.0|0|109.0|0|0.0|100
0|2022-01-06|6881.0|0|6881.0|0|109.0|0|0.0|100
0|2022-01-07|6925.0|0|6925.0|0|109.0|0|0.0|100
0|2022-01-08|6970.0|0|6970.0|0|109.0|0|0.0|100
0|2022-01-09|7004.0|0|7004.0|0|109.0|0|0.0|100
0|2022-01-10|7044.0|0|7044.0|0|109.0|0|0.0|100
0|2022-01-11|7093.0|0|7093.0|0|109.0|0|0.0|100
0|2022-01-12|7179.0|0|7179.0|0|110.0|0|0.0|100
0|2022-01-13|7179.0|0|7243.0|0|110.0|0|0.0|100
0|2022-01-14|7243.0|0|7077.0|0|110.0|0|0.0|100
0|2022-01-15|7225.0|0|7225.0|0|110.0|0|0.0|100
0|2022-01-16|7268.0|0|7268.0|0|110.0|0|0.0|100
0|2022-01-17|7362.0|0|0.0|100|110.0|0|0.0|100
