|dates|Cobb_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cobb_Georgia_UnitedStates.NYT_ConfirmedCases.data|Cobb_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Cobb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cobb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|112157.0|0|112510.0|0|1430.0|0|0.0|100
0|2021-12-02|112157.0|0|112642.0|0|1430.0|0|0.0|100
0|2021-12-03|112394.0|0|112747.0|0|1433.0|0|0.0|100
0|2021-12-04|112394.0|0|112747.0|0|1433.0|0|0.0|100
0|2021-12-05|112394.0|0|112747.0|0|1433.0|0|0.0|100
0|2021-12-06|112655.0|0|113009.0|0|1434.0|0|0.0|100
0|2021-12-07|112733.0|0|113087.0|0|1433.0|0|0.0|100
0|2021-12-08|112910.0|0|113264.0|0|1433.0|0|0.0|100
0|2021-12-09|113020.0|0|113374.0|0|1436.0|0|0.0|100
0|2021-12-10|113165.0|0|113519.0|0|1436.0|0|0.0|100
0|2021-12-11|113165.0|0|113519.0|0|1436.0|0|0.0|100
0|2021-12-12|113165.0|0|113519.0|0|1436.0|0|0.0|100
0|2021-12-13|113425.0|0|113782.0|0|1436.0|0|0.0|100
0|2021-12-14|113425.0|0|113895.0|0|1436.0|0|0.0|100
0|2021-12-15|113806.0|0|114163.0|0|1442.0|0|0.0|100
0|2021-12-16|114016.0|0|114373.0|0|1443.0|0|0.0|100
0|2021-12-17|114329.0|0|114686.0|0|1449.0|0|0.0|100
0|2021-12-18|114329.0|0|114686.0|0|1449.0|0|0.0|100
0|2021-12-19|114329.0|0|114686.0|0|1449.0|0|0.0|100
0|2021-12-20|115384.0|0|115749.0|0|1450.0|0|0.0|100
0|2021-12-21|115957.0|0|116322.0|0|1453.0|0|0.0|100
0|2021-12-22|116840.0|0|117205.0|0|1454.0|0|0.0|100
0|2021-12-23|118088.0|0|118453.0|0|1455.0|0|0.0|100
0|2021-12-24|119299.0|0|119664.0|0|1456.0|0|0.0|100
0|2021-12-25|119299.0|0|119664.0|0|1456.0|0|0.0|100
0|2021-12-26|119299.0|0|119664.0|0|1456.0|0|0.0|100
0|2021-12-27|122236.0|0|122611.0|0|1456.0|0|0.0|100
0|2021-12-28|123588.0|0|123963.0|0|1457.0|0|0.0|100
0|2021-12-29|125379.0|0|125754.0|0|1462.0|0|0.0|100
0|2021-12-30|127681.0|0|128056.0|0|1463.0|0|0.0|100
0|2021-12-31|129658.0|0|130033.0|0|1466.0|0|0.0|100
0|2022-01-01|129658.0|0|130033.0|0|1466.0|0|0.0|100
0|2022-01-02|129658.0|0|130033.0|0|1466.0|0|0.0|100
0|2022-01-03|129658.0|0|130033.0|0|1466.0|0|0.0|100
0|2022-01-04|135065.0|0|135440.0|0|1470.0|0|0.0|100
0|2022-01-05|137074.0|0|137449.0|0|1470.0|0|0.0|100
0|2022-01-06|137074.0|0|137449.0|0|1470.0|0|0.0|100
0|2022-01-07|137074.0|0|137449.0|0|1470.0|0|0.0|100
0|2022-01-08|137074.0|0|137449.0|0|1470.0|0|0.0|100
0|2022-01-09|137074.0|0|137449.0|0|1470.0|0|0.0|100
0|2022-01-10|142791.0|0|143171.0|0|1480.0|0|0.0|100
0|2022-01-11|144257.0|0|144637.0|0|1487.0|0|0.0|100
0|2022-01-12|145682.0|0|146062.0|0|1488.0|0|0.0|100
0|2022-01-13|145682.0|0|147590.0|0|1488.0|0|0.0|100
0|2022-01-14|148382.0|0|148762.0|0|1495.0|0|0.0|100
0|2022-01-15|148382.0|0|148762.0|0|1495.0|0|0.0|100
0|2022-01-16|148382.0|0|148762.0|0|1495.0|0|0.0|100
0|2022-01-17|150465.0|0|0.0|100|1502.0|0|0.0|100
