|dates|Cobb_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cobb_Georgia_UnitedStates.NYT_ConfirmedCases.data|Cobb_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Cobb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cobb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cobb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|107875.0|0|108212.0|0|1341.0|0|0.0|100
0|2021-10-18|108149.0|0|108487.0|0|1348.0|0|0.0|100
0|2021-10-19|108252.0|0|108590.0|0|1357.0|0|0.0|100
0|2021-10-20|108349.0|0|108687.0|0|1364.0|0|0.0|100
0|2021-10-21|108446.0|0|108784.0|0|1364.0|0|0.0|100
0|2021-10-22|108543.0|0|108881.0|0|1366.0|0|0.0|100
0|2021-10-23|108543.0|0|108881.0|0|1366.0|0|0.0|100
0|2021-10-24|108543.0|0|108881.0|0|1366.0|0|0.0|100
0|2021-10-25|108763.0|0|109106.0|0|1372.0|0|0.0|100
0|2021-10-26|108843.0|0|109186.0|0|1374.0|0|0.0|100
0|2021-10-27|109032.0|0|109375.0|0|1379.0|0|0.0|100
0|2021-10-28|109125.0|0|109468.0|0|1383.0|0|0.0|100
0|2021-10-29|109213.0|0|109556.0|0|1388.0|0|0.0|100
0|2021-10-30|109213.0|0|109556.0|0|1388.0|0|0.0|100
0|2021-10-31|109213.0|0|109556.0|0|1388.0|0|0.0|100
0|2021-11-01|109407.0|0|109748.0|0|1393.0|0|0.0|100
0|2021-11-02|109482.0|0|109823.0|0|1393.0|0|0.0|100
0|2021-11-03|109561.0|0|109902.0|0|1395.0|0|0.0|100
0|2021-11-04|109655.0|0|109996.0|0|1399.0|0|0.0|100
0|2021-11-05|109741.0|0|110082.0|0|1399.0|0|0.0|100
0|2021-11-06|109741.0|0|110082.0|0|1399.0|0|0.0|100
0|2021-11-07|109741.0|0|110082.0|0|1399.0|0|0.0|100
0|2021-11-08|109741.0|0|110085.0|0|1399.0|0|0.0|100
0|2021-11-09|110002.0|0|110346.0|0|1400.0|0|0.0|100
0|2021-11-10|110002.0|0|110446.0|0|1400.0|0|0.0|100
0|2021-11-11|110102.0|0|110446.0|0|1404.0|0|0.0|100
0|2021-11-12|110381.0|0|110725.0|0|1407.0|0|0.0|100
0|2021-11-13|110381.0|0|110725.0|0|1407.0|0|0.0|100
0|2021-11-14|110381.0|0|110725.0|0|1407.0|0|0.0|100
0|2021-11-15|110596.0|0|110951.0|0|1407.0|0|0.0|100
0|2021-11-16|110690.0|0|111045.0|0|1408.0|0|0.0|100
0|2021-11-17|110780.0|0|111135.0|0|1411.0|0|0.0|100
0|2021-11-18|110895.0|0|111250.0|0|1413.0|0|0.0|100
0|2021-11-19|111048.0|0|111403.0|0|1415.0|0|0.0|100
0|2021-11-20|111048.0|0|111403.0|0|1415.0|0|0.0|100
0|2021-11-21|111048.0|0|111403.0|0|1415.0|0|0.0|100
0|2021-11-22|111283.0|0|111636.0|0|1419.0|0|0.0|100
0|2021-11-23|111417.0|0|111770.0|0|1420.0|0|0.0|100
0|2021-11-24|111523.0|0|111876.0|0|1421.0|0|0.0|100
0|2021-11-25|111523.0|0|111876.0|0|1421.0|0|0.0|100
0|2021-11-26|111523.0|0|111876.0|0|1421.0|0|0.0|100
0|2021-11-27|111523.0|0|111876.0|0|1421.0|0|0.0|100
0|2021-11-28|111523.0|0|111876.0|0|1421.0|0|0.0|100
0|2021-11-29|111889.0|0|112242.0|0|1425.0|0|0.0|100
0|2021-11-30|112032.0|0|112385.0|0|1427.0|0|0.0|100
