|dates|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Saline_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Saline_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2386.0|0|2386.0|0|2.0|0|0.0|100
0|2021-10-18|2395.0|0|2395.0|0|2.0|0|0.0|100
0|2021-10-19|2400.0|0|2400.0|0|2.0|0|0.0|100
0|2021-10-20|2403.0|0|2403.0|0|2.0|0|0.0|100
0|2021-10-21|2408.0|0|2408.0|0|2.0|0|0.0|100
0|2021-10-22|2408.0|0|2408.0|0|2.0|0|0.0|100
0|2021-10-23|2408.0|0|2408.0|0|2.0|0|0.0|100
0|2021-10-24|2408.0|0|2408.0|0|2.0|0|0.0|100
0|2021-10-25|2408.0|0|2408.0|0|2.0|0|0.0|100
0|2021-10-26|2408.0|0|2408.0|0|2.0|0|0.0|100
0|2021-10-27|2428.0|0|2428.0|0|2.0|0|0.0|100
0|2021-10-28|2428.0|0|2428.0|0|2.0|0|0.0|100
0|2021-10-29|2428.0|0|2429.0|0|2.0|0|0.0|100
0|2021-10-30|2428.0|0|2429.0|0|2.0|0|0.0|100
0|2021-10-31|2428.0|0|2437.0|0|2.0|0|0.0|100
0|2021-11-01|2428.0|0|2443.0|0|2.0|0|0.0|100
0|2021-11-02|2428.0|0|2443.0|0|2.0|0|0.0|100
0|2021-11-03|2458.0|0|2458.0|0|2.0|0|0.0|100
0|2021-11-04|2458.0|0|2458.0|0|2.0|0|0.0|100
0|2021-11-05|2458.0|0|2458.0|0|2.0|0|0.0|100
0|2021-11-06|2458.0|0|2458.0|0|2.0|0|0.0|100
0|2021-11-07|2458.0|0|2458.0|0|2.0|0|0.0|100
0|2021-11-08|2478.0|0|2478.0|0|2.0|0|0.0|100
0|2021-11-09|2488.0|0|2488.0|0|2.0|0|0.0|100
0|2021-11-10|2496.0|0|2496.0|0|2.0|0|0.0|100
0|2021-11-11|2511.0|0|2511.0|0|2.0|0|0.0|100
0|2021-11-12|2522.0|0|2522.0|0|2.0|0|0.0|100
0|2021-11-13|2522.0|0|2522.0|0|2.0|0|0.0|100
0|2021-11-14|2522.0|0|2522.0|0|2.0|0|0.0|100
0|2021-11-15|2540.0|0|2540.0|0|2.0|0|0.0|100
0|2021-11-16|2549.0|0|2549.0|0|2.0|0|0.0|100
0|2021-11-17|2566.0|0|2566.0|0|2.0|0|0.0|100
0|2021-11-18|2578.0|0|2578.0|0|2.0|0|0.0|100
0|2021-11-19|2589.0|0|2589.0|0|2.0|0|0.0|100
0|2021-11-20|2589.0|0|2589.0|0|2.0|0|0.0|100
0|2021-11-21|2589.0|0|2589.0|0|2.0|0|0.0|100
0|2021-11-22|2606.0|0|2606.0|0|2.0|0|0.0|100
0|2021-11-23|2614.0|0|2614.0|0|2.0|0|0.0|100
0|2021-11-24|2619.0|0|2619.0|0|2.0|0|0.0|100
0|2021-11-25|2619.0|0|2619.0|0|2.0|0|0.0|100
0|2021-11-26|2619.0|0|2619.0|0|2.0|0|0.0|100
0|2021-11-27|2619.0|0|2619.0|0|2.0|0|0.0|100
0|2021-11-28|2619.0|0|2619.0|0|2.0|0|0.0|100
0|2021-11-29|2640.0|0|2640.0|0|2.0|0|0.0|100
0|2021-11-30|2650.0|0|2650.0|0|2.0|0|0.0|100
0|2021-12-01|2669.0|0|2669.0|0|2.0|0|0.0|100
0|2021-12-02|2682.0|0|2682.0|0|2.0|0|0.0|100
0|2021-12-03|2693.0|0|2693.0|0|2.0|0|0.0|100
0|2021-12-04|2693.0|0|2693.0|0|2.0|0|0.0|100
0|2021-12-05|2693.0|0|2693.0|0|2.0|0|0.0|100
0|2021-12-06|2705.0|0|2705.0|0|2.0|0|0.0|100
