|dates|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Saline_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Saline_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|2706.0|0|2706.0|0|2.0|0|0.0|100
0|2021-12-08|2709.0|0|2709.0|0|2.0|0|0.0|100
0|2021-12-09|2714.0|0|2714.0|0|2.0|0|0.0|100
0|2021-12-10|2715.0|0|2715.0|0|2.0|0|0.0|100
0|2021-12-11|2715.0|0|2715.0|0|2.0|0|0.0|100
0|2021-12-12|2715.0|0|2715.0|0|2.0|0|0.0|100
0|2021-12-13|2722.0|0|2722.0|0|2.0|0|0.0|100
0|2021-12-14|2722.0|0|2731.0|0|2.0|0|0.0|100
0|2021-12-15|2733.0|0|2733.0|0|2.0|0|0.0|100
0|2021-12-16|2736.0|0|2736.0|0|2.0|0|0.0|100
0|2021-12-17|2740.0|0|2740.0|0|2.0|0|0.0|100
0|2021-12-18|2740.0|0|2740.0|0|2.0|0|0.0|100
0|2021-12-19|2740.0|0|2740.0|0|2.0|0|0.0|100
0|2021-12-20|2749.0|0|2749.0|0|2.0|0|0.0|100
0|2021-12-21|2756.0|0|2756.0|0|2.0|0|0.0|100
0|2021-12-22|2771.0|0|2771.0|0|2.0|0|0.0|100
0|2021-12-23|2774.0|0|2774.0|0|2.0|0|0.0|100
0|2021-12-24|2774.0|0|2774.0|0|2.0|0|0.0|100
0|2021-12-25|2774.0|0|2774.0|0|2.0|0|0.0|100
0|2021-12-26|2774.0|0|2774.0|0|2.0|0|0.0|100
0|2021-12-27|2774.0|0|2774.0|0|2.0|0|0.0|100
0|2021-12-28|2793.0|0|2793.0|0|2.0|0|0.0|100
0|2021-12-29|2798.0|0|2798.0|0|2.0|0|0.0|100
0|2021-12-30|2805.0|0|2805.0|0|2.0|0|0.0|100
0|2021-12-31|2805.0|0|2805.0|0|2.0|0|0.0|100
0|2022-01-01|2805.0|0|2805.0|0|2.0|0|0.0|100
0|2022-01-02|2805.0|0|2805.0|0|2.0|0|0.0|100
0|2022-01-03|2839.0|0|2839.0|0|2.0|0|0.0|100
0|2022-01-04|2851.0|0|2851.0|0|2.0|0|0.0|100
0|2022-01-05|2877.0|0|2877.0|0|2.0|0|0.0|100
0|2022-01-06|2903.0|0|2903.0|0|2.0|0|0.0|100
0|2022-01-07|2921.0|0|2921.0|0|2.0|0|0.0|100
0|2022-01-08|2921.0|0|2921.0|0|2.0|0|0.0|100
0|2022-01-09|2921.0|0|2921.0|0|2.0|0|0.0|100
0|2022-01-10|2950.0|0|2950.0|0|2.0|0|0.0|100
0|2022-01-11|2986.0|0|2986.0|0|2.0|0|0.0|100
0|2022-01-12|3027.0|0|3027.0|0|2.0|0|0.0|100
0|2022-01-13|3027.0|0|3060.0|0|2.0|0|0.0|100
0|2022-01-14|3115.0|0|3115.0|0|2.0|0|0.0|100
0|2022-01-15|3115.0|0|3115.0|0|2.0|0|0.0|100
0|2022-01-16|3115.0|0|3115.0|0|2.0|0|0.0|100
0|2022-01-17|3197.0|0|0.0|100|2.0|0|0.0|100
