|dates|Prairie_Montana_UnitedStates.JHU_ConfirmedCases.data|Prairie_Montana_UnitedStates.JHU_ConfirmedCases.missing|Prairie_Montana_UnitedStates.NYT_ConfirmedCases.data|Prairie_Montana_UnitedStates.NYT_ConfirmedCases.missing|Prairie_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Prairie_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Prairie_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Prairie_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|154.0|0|154.0|0|2.0|0|0.0|100
0|2021-10-18|154.0|0|154.0|0|2.0|0|0.0|100
0|2021-10-19|155.0|0|155.0|0|2.0|0|0.0|100
0|2021-10-20|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-10-21|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-10-22|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-10-23|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-10-24|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-10-25|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-10-26|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-10-27|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-10-28|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-10-29|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-10-30|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-10-31|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-11-01|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-11-02|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-11-03|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-11-04|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-05|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-06|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-07|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-08|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-09|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-10|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-11|164.0|0|164.0|0|2.0|0|0.0|100
0|2021-11-12|168.0|0|168.0|0|2.0|0|0.0|100
0|2021-11-13|168.0|0|168.0|0|2.0|0|0.0|100
0|2021-11-14|168.0|0|168.0|0|2.0|0|0.0|100
0|2021-11-15|169.0|0|169.0|0|2.0|0|0.0|100
0|2021-11-16|169.0|0|169.0|0|2.0|0|0.0|100
0|2021-11-17|169.0|0|169.0|0|2.0|0|0.0|100
0|2021-11-18|170.0|0|170.0|0|2.0|0|0.0|100
0|2021-11-19|170.0|0|170.0|0|2.0|0|0.0|100
0|2021-11-20|170.0|0|170.0|0|2.0|0|0.0|100
0|2021-11-21|170.0|0|170.0|0|2.0|0|0.0|100
0|2021-11-22|175.0|0|175.0|0|2.0|0|0.0|100
0|2021-11-23|175.0|0|175.0|0|2.0|0|0.0|100
0|2021-11-24|175.0|0|175.0|0|2.0|0|0.0|100
0|2021-11-25|175.0|0|175.0|0|2.0|0|0.0|100
0|2021-11-26|178.0|0|178.0|0|2.0|0|0.0|100
0|2021-11-27|178.0|0|178.0|0|2.0|0|0.0|100
0|2021-11-28|178.0|0|178.0|0|2.0|0|0.0|100
0|2021-11-29|178.0|0|178.0|0|2.0|0|0.0|100
0|2021-11-30|178.0|0|178.0|0|2.0|0|0.0|100
0|2021-12-01|185.0|0|185.0|0|2.0|0|0.0|100
0|2021-12-02|185.0|0|185.0|0|2.0|0|0.0|100
0|2021-12-03|185.0|0|185.0|0|2.0|0|0.0|100
0|2021-12-04|185.0|0|185.0|0|2.0|0|0.0|100
0|2021-12-05|185.0|0|185.0|0|2.0|0|0.0|100
0|2021-12-06|185.0|0|185.0|0|2.0|0|0.0|100
0|2021-12-07|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-08|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-09|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-10|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-11|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-12|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-13|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-14|189.0|0|190.0|0|2.0|0|0.0|100
0|2021-12-15|190.0|0|190.0|0|2.0|0|0.0|100
0|2021-12-16|189.0|0|189.0|0|2.0|0|0.0|100
0|2021-12-17|190.0|0|190.0|0|2.0|0|0.0|100
0|2021-12-18|190.0|0|190.0|0|2.0|0|0.0|100
0|2021-12-19|190.0|0|190.0|0|2.0|0|0.0|100
0|2021-12-20|192.0|0|192.0|0|2.0|0|0.0|100
0|2021-12-21|194.0|0|194.0|0|2.0|0|0.0|100
0|2021-12-22|194.0|0|194.0|0|2.0|0|0.0|100
0|2021-12-23|195.0|0|195.0|0|2.0|0|0.0|100
0|2021-12-24|195.0|0|195.0|0|2.0|0|0.0|100
0|2021-12-25|195.0|0|195.0|0|2.0|0|0.0|100
0|2021-12-26|195.0|0|195.0|0|2.0|0|0.0|100
0|2021-12-27|195.0|0|195.0|0|2.0|0|0.0|100
0|2021-12-28|196.0|0|196.0|0|2.0|0|0.0|100
0|2021-12-29|196.0|0|196.0|0|2.0|0|0.0|100
0|2021-12-30|196.0|0|196.0|0|2.0|0|0.0|100
0|2021-12-31|196.0|0|196.0|0|2.0|0|0.0|100
0|2022-01-01|196.0|0|196.0|0|2.0|0|0.0|100
0|2022-01-02|196.0|0|196.0|0|2.0|0|0.0|100
0|2022-01-03|196.0|0|196.0|0|2.0|0|0.0|100
0|2022-01-04|196.0|0|196.0|0|2.0|0|0.0|100
0|2022-01-05|196.0|0|196.0|0|2.0|0|0.0|100
0|2022-01-06|197.0|0|197.0|0|3.0|0|0.0|100
0|2022-01-07|197.0|0|197.0|0|3.0|0|0.0|100
0|2022-01-08|197.0|0|197.0|0|3.0|0|0.0|100
0|2022-01-09|197.0|0|197.0|0|3.0|0|0.0|100
0|2022-01-10|205.0|0|205.0|0|3.0|0|0.0|100
0|2022-01-11|206.0|0|206.0|0|3.0|0|0.0|100
0|2022-01-12|210.0|0|210.0|0|3.0|0|0.0|100
0|2022-01-13|210.0|0|213.0|0|3.0|0|0.0|100
0|2022-01-14|215.0|0|215.0|0|3.0|0|0.0|100
0|2022-01-15|215.0|0|215.0|0|3.0|0|0.0|100
0|2022-01-16|215.0|0|215.0|0|3.0|0|0.0|100
0|2022-01-17|215.0|0|0.0|100|3.0|0|0.0|100
