|dates|Jackson_Michigan_UnitedStates.JHU_ConfirmedCases.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Michigan_UnitedStates.NYT_ConfirmedCases.data|Jackson_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|19777.0|0|24991.0|0|321.0|0|0.0|100
0|2021-10-18|19958.0|0|25172.0|0|323.0|0|0.0|100
0|2021-10-19|19958.0|0|25172.0|0|323.0|0|0.0|100
0|2021-10-20|20178.0|0|25392.0|0|325.0|0|0.0|100
0|2021-10-21|20178.0|0|25392.0|0|325.0|0|0.0|100
0|2021-10-22|20380.0|0|25594.0|0|328.0|0|0.0|100
0|2021-10-23|20380.0|0|25594.0|0|328.0|0|0.0|100
0|2021-10-24|20380.0|0|25594.0|0|328.0|0|0.0|100
0|2021-10-25|20586.0|0|25800.0|0|328.0|0|0.0|100
0|2021-10-26|20586.0|0|25800.0|0|328.0|0|0.0|100
0|2021-10-27|20825.0|0|26039.0|0|332.0|0|0.0|100
0|2021-10-28|20825.0|0|26039.0|0|332.0|0|0.0|100
0|2021-10-29|21066.0|0|26280.0|0|336.0|0|0.0|100
0|2021-10-30|21066.0|0|26280.0|0|336.0|0|0.0|100
0|2021-10-31|21066.0|0|26280.0|0|336.0|0|0.0|100
0|2021-11-01|21316.0|0|26530.0|0|337.0|0|0.0|100
0|2021-11-02|21316.0|0|26530.0|0|337.0|0|0.0|100
0|2021-11-03|21603.0|0|26817.0|0|344.0|0|0.0|100
0|2021-11-04|21603.0|0|26817.0|0|344.0|0|0.0|100
0|2021-11-05|21920.0|0|27134.0|0|345.0|0|0.0|100
0|2021-11-06|21920.0|0|27134.0|0|345.0|0|0.0|100
0|2021-11-07|21920.0|0|27134.0|0|345.0|0|0.0|100
0|2021-11-08|22162.0|0|27376.0|0|345.0|0|0.0|100
0|2021-11-09|22162.0|0|27376.0|0|345.0|0|0.0|100
0|2021-11-10|22162.0|0|27629.0|0|345.0|0|0.0|100
0|2021-11-11|22415.0|0|27629.0|0|349.0|0|0.0|100
0|2021-11-12|22777.0|0|27991.0|0|351.0|0|0.0|100
0|2021-11-13|22777.0|0|27991.0|0|351.0|0|0.0|100
0|2021-11-14|22777.0|0|27991.0|0|351.0|0|0.0|100
0|2021-11-15|23394.0|0|28608.0|0|355.0|0|0.0|100
0|2021-11-16|23394.0|0|28608.0|0|355.0|0|0.0|100
0|2021-11-17|23831.0|0|29045.0|0|362.0|0|0.0|100
0|2021-11-18|23831.0|0|29045.0|0|362.0|0|0.0|100
0|2021-11-19|24369.0|0|29583.0|0|362.0|0|0.0|100
0|2021-11-20|24369.0|0|29583.0|0|362.0|0|0.0|100
0|2021-11-21|24369.0|0|29583.0|0|362.0|0|0.0|100
0|2021-11-22|24776.0|0|29990.0|0|362.0|0|0.0|100
0|2021-11-23|24776.0|0|29990.0|0|362.0|0|0.0|100
0|2021-11-24|25148.0|0|30362.0|0|366.0|0|0.0|100
0|2021-11-25|25148.0|0|30362.0|0|366.0|0|0.0|100
0|2021-11-26|25148.0|0|30362.0|0|366.0|0|0.0|100
0|2021-11-27|25148.0|0|30362.0|0|366.0|0|0.0|100
0|2021-11-28|25148.0|0|30362.0|0|366.0|0|0.0|100
0|2021-11-29|25662.0|0|30876.0|0|367.0|0|0.0|100
0|2021-11-30|25662.0|0|30876.0|0|367.0|0|0.0|100
0|2021-12-01|26009.0|0|31223.0|0|376.0|0|0.0|100
0|2021-12-02|26009.0|0|31223.0|0|376.0|0|0.0|100
0|2021-12-03|26406.0|0|31620.0|0|386.0|0|0.0|100
0|2021-12-04|26406.0|0|31620.0|0|386.0|0|0.0|100
0|2021-12-05|26406.0|0|31620.0|0|386.0|0|0.0|100
0|2021-12-06|26718.0|0|31932.0|0|386.0|0|0.0|100
0|2021-12-07|26718.0|0|31932.0|0|386.0|0|0.0|100
0|2021-12-08|27050.0|0|32264.0|0|390.0|0|0.0|100
0|2021-12-09|27050.0|0|32264.0|0|390.0|0|0.0|100
0|2021-12-10|27293.0|0|32507.0|0|395.0|0|0.0|100
0|2021-12-11|27293.0|0|32507.0|0|395.0|0|0.0|100
0|2021-12-12|27293.0|0|32507.0|0|395.0|0|0.0|100
0|2021-12-13|27592.0|0|32806.0|0|397.0|0|0.0|100
0|2021-12-14|27592.0|0|32806.0|0|397.0|0|0.0|100
0|2021-12-15|27707.0|0|32921.0|0|406.0|0|0.0|100
0|2021-12-16|27707.0|0|32921.0|0|406.0|0|0.0|100
0|2021-12-17|27862.0|0|33076.0|0|410.0|0|0.0|100
0|2021-12-18|27862.0|0|33076.0|0|410.0|0|0.0|100
0|2021-12-19|27862.0|0|33076.0|0|410.0|0|0.0|100
0|2021-12-20|28048.0|0|33262.0|0|413.0|0|0.0|100
0|2021-12-21|28048.0|0|33262.0|0|413.0|0|0.0|100
0|2021-12-22|28239.0|0|33453.0|0|420.0|0|0.0|100
0|2021-12-23|28239.0|0|33453.0|0|420.0|0|0.0|100
0|2021-12-24|28239.0|0|33453.0|0|420.0|0|0.0|100
0|2021-12-25|28239.0|0|33453.0|0|420.0|0|0.0|100
0|2021-12-26|28239.0|0|33453.0|0|420.0|0|0.0|100
0|2021-12-27|28552.0|0|33766.0|0|426.0|0|0.0|100
0|2021-12-28|28552.0|0|33766.0|0|426.0|0|0.0|100
0|2021-12-29|28865.0|0|34079.0|0|436.0|0|0.0|100
0|2021-12-30|28865.0|0|34079.0|0|436.0|0|0.0|100
0|2021-12-31|28865.0|0|34079.0|0|436.0|0|0.0|100
0|2022-01-01|28865.0|0|34079.0|0|436.0|0|0.0|100
0|2022-01-02|28865.0|0|34079.0|0|436.0|0|0.0|100
0|2022-01-03|29578.0|0|34792.0|0|442.0|0|0.0|100
0|2022-01-04|29578.0|0|34792.0|0|442.0|0|0.0|100
0|2022-01-05|30025.0|0|35239.0|0|447.0|0|0.0|100
0|2022-01-06|30025.0|0|35239.0|0|447.0|0|0.0|100
0|2022-01-07|30691.0|0|35905.0|0|451.0|0|0.0|100
0|2022-01-08|30691.0|0|35905.0|0|451.0|0|0.0|100
0|2022-01-09|30691.0|0|35905.0|0|451.0|0|0.0|100
0|2022-01-10|31361.0|0|36575.0|0|451.0|0|0.0|100
0|2022-01-11|31361.0|0|36575.0|0|451.0|0|0.0|100
0|2022-01-12|32091.0|0|37305.0|0|458.0|0|0.0|100
0|2022-01-13|32091.0|0|37305.0|0|458.0|0|0.0|100
0|2022-01-14|32766.0|0|37980.0|0|462.0|0|0.0|100
0|2022-01-15|32766.0|0|37980.0|0|462.0|0|0.0|100
0|2022-01-16|32766.0|0|37980.0|0|462.0|0|0.0|100
0|2022-01-17|32766.0|0|0.0|100|462.0|0|0.0|100
