|dates|Somerset_Maine_UnitedStates.JHU_ConfirmedCases.data|Somerset_Maine_UnitedStates.JHU_ConfirmedCases.missing|Somerset_Maine_UnitedStates.NYT_ConfirmedCases.data|Somerset_Maine_UnitedStates.NYT_ConfirmedCases.missing|Somerset_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Somerset_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Somerset_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Somerset_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|5186.0|0|5186.0|0|57.0|0|0.0|100
0|2021-11-23|5205.0|0|5205.0|0|60.0|0|0.0|100
0|2021-11-24|5234.0|0|5234.0|0|60.0|0|0.0|100
0|2021-11-25|5239.0|0|5239.0|0|60.0|0|0.0|100
0|2021-11-26|5239.0|0|5239.0|0|60.0|0|0.0|100
0|2021-11-27|5239.0|0|5239.0|0|60.0|0|0.0|100
0|2021-11-28|5239.0|0|5239.0|0|60.0|0|0.0|100
0|2021-11-29|5260.0|0|5260.0|0|60.0|0|0.0|100
0|2021-11-30|5273.0|0|5273.0|0|61.0|0|0.0|100
0|2021-12-01|5342.0|0|5342.0|0|61.0|0|0.0|100
0|2021-12-02|5342.0|0|5371.0|0|61.0|0|0.0|100
0|2021-12-03|5404.0|0|5404.0|0|62.0|0|0.0|100
0|2021-12-04|5424.0|0|5424.0|0|62.0|0|0.0|100
0|2021-12-05|5424.0|0|5424.0|0|62.0|0|0.0|100
0|2021-12-06|5424.0|0|5424.0|0|62.0|0|0.0|100
0|2021-12-07|5475.0|0|5475.0|0|65.0|0|0.0|100
0|2021-12-08|5502.0|0|5502.0|0|66.0|0|0.0|100
0|2021-12-09|5606.0|0|5606.0|0|66.0|0|0.0|100
0|2021-12-10|5690.0|0|5690.0|0|66.0|0|0.0|100
0|2021-12-11|5732.0|0|5732.0|0|66.0|0|0.0|100
0|2021-12-12|5732.0|0|5732.0|0|66.0|0|0.0|100
0|2021-12-13|5732.0|0|5732.0|0|66.0|0|0.0|100
0|2021-12-14|5732.0|0|5801.0|0|66.0|0|0.0|100
0|2021-12-15|5840.0|0|5840.0|0|67.0|0|0.0|100
0|2021-12-16|5895.0|0|5895.0|0|68.0|0|0.0|100
0|2021-12-17|5958.0|0|5958.0|0|70.0|0|0.0|100
0|2021-12-18|6029.0|0|6029.0|0|70.0|0|0.0|100
0|2021-12-19|6029.0|0|6029.0|0|70.0|0|0.0|100
0|2021-12-20|6029.0|0|6029.0|0|70.0|0|0.0|100
0|2021-12-21|6096.0|0|6096.0|0|70.0|0|0.0|100
0|2021-12-22|6144.0|0|6144.0|0|70.0|0|0.0|100
0|2021-12-23|6201.0|0|6201.0|0|71.0|0|0.0|100
0|2021-12-24|6275.0|0|6275.0|0|71.0|0|0.0|100
0|2021-12-25|6275.0|0|6275.0|0|71.0|0|0.0|100
0|2021-12-26|6275.0|0|6275.0|0|71.0|0|0.0|100
0|2021-12-27|6275.0|0|6275.0|0|71.0|0|0.0|100
0|2021-12-28|6339.0|0|6339.0|0|71.0|0|0.0|100
0|2021-12-29|6399.0|0|6399.0|0|71.0|0|0.0|100
0|2021-12-30|6440.0|0|6440.0|0|72.0|0|0.0|100
0|2021-12-31|6482.0|0|6482.0|0|72.0|0|0.0|100
0|2022-01-01|6482.0|0|6482.0|0|72.0|0|0.0|100
0|2022-01-02|6482.0|0|6482.0|0|72.0|0|0.0|100
0|2022-01-03|6482.0|0|6482.0|0|72.0|0|0.0|100
0|2022-01-04|6538.0|0|6538.0|0|72.0|0|0.0|100
0|2022-01-05|6617.0|0|6617.0|0|73.0|0|0.0|100
0|2022-01-06|6653.0|0|6653.0|0|73.0|0|0.0|100
0|2022-01-07|6707.0|0|6707.0|0|74.0|0|0.0|100
0|2022-01-08|6739.0|0|6739.0|0|74.0|0|0.0|100
0|2022-01-09|6739.0|0|6739.0|0|74.0|0|0.0|100
0|2022-01-10|6739.0|0|6739.0|0|74.0|0|0.0|100
0|2022-01-11|6773.0|0|6773.0|0|77.0|0|0.0|100
0|2022-01-12|6823.0|0|6823.0|0|77.0|0|0.0|100
0|2022-01-13|6823.0|0|6877.0|0|77.0|0|0.0|100
0|2022-01-14|6903.0|0|6903.0|0|77.0|0|0.0|100
0|2022-01-15|6919.0|0|6919.0|0|78.0|0|0.0|100
0|2022-01-16|6919.0|0|6919.0|0|78.0|0|0.0|100
0|2022-01-17|6919.0|0|0.0|100|78.0|0|0.0|100
