|dates|Liberty_Florida_UnitedStates.JHU_ConfirmedCases.data|Liberty_Florida_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Florida_UnitedStates.NYT_ConfirmedCases.data|Liberty_Florida_UnitedStates.NYT_ConfirmedCases.missing|Liberty_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1835.0|0|1834.0|0|16.0|0|0.0|100
0|2021-12-03|1837.0|0|1836.0|0|16.0|0|0.0|100
0|2021-12-04|1837.0|0|1836.0|0|16.0|0|0.0|100
0|2021-12-05|1837.0|0|1836.0|0|16.0|0|0.0|100
0|2021-12-06|1837.0|0|1836.0|0|16.0|0|0.0|100
0|2021-12-07|1837.0|0|1836.0|0|16.0|0|0.0|100
0|2021-12-08|1837.0|0|1836.0|0|16.0|0|0.0|100
0|2021-12-09|1837.0|0|1836.0|0|16.0|0|0.0|100
0|2021-12-10|1845.0|0|1844.0|0|16.0|0|0.0|100
0|2021-12-11|1845.0|0|1844.0|0|16.0|0|0.0|100
0|2021-12-12|1845.0|0|1844.0|0|16.0|0|0.0|100
0|2021-12-13|1845.0|0|1844.0|0|16.0|0|0.0|100
0|2021-12-14|1845.0|0|1844.0|0|16.0|0|0.0|100
0|2021-12-15|1845.0|0|1844.0|0|16.0|0|0.0|100
0|2021-12-16|1845.0|0|1844.0|0|16.0|0|0.0|100
0|2021-12-17|1855.0|0|1854.0|0|16.0|0|0.0|100
0|2021-12-18|1855.0|0|1854.0|0|16.0|0|0.0|100
0|2021-12-19|1855.0|0|1854.0|0|16.0|0|0.0|100
0|2021-12-20|1855.0|0|1854.0|0|16.0|0|0.0|100
0|2021-12-21|1855.0|0|1854.0|0|16.0|0|0.0|100
0|2021-12-22|1855.0|0|1854.0|0|16.0|0|0.0|100
0|2021-12-23|1855.0|0|1854.0|0|16.0|0|0.0|100
0|2021-12-24|1855.0|0|1858.0|0|16.0|0|0.0|100
0|2021-12-25|1859.0|0|1858.0|0|16.0|0|0.0|100
0|2021-12-26|1859.0|0|1858.0|0|16.0|0|0.0|100
0|2021-12-27|1859.0|0|1858.0|0|16.0|0|0.0|100
0|2021-12-28|1859.0|0|1858.0|0|16.0|0|0.0|100
0|2021-12-29|1859.0|0|1858.0|0|16.0|0|0.0|100
0|2021-12-30|1859.0|0|1858.0|0|16.0|0|0.0|100
0|2021-12-31|1896.0|0|1895.0|0|16.0|0|0.0|100
0|2022-01-01|1896.0|0|1895.0|0|16.0|0|0.0|100
0|2022-01-02|1896.0|0|1895.0|0|16.0|0|0.0|100
0|2022-01-03|1896.0|0|1895.0|0|16.0|0|0.0|100
0|2022-01-04|1896.0|0|1895.0|0|16.0|0|0.0|100
0|2022-01-05|1896.0|0|1895.0|0|16.0|0|0.0|100
0|2022-01-06|1896.0|0|1895.0|0|16.0|0|0.0|100
0|2022-01-07|1951.0|0|1950.0|0|16.0|0|0.0|100
0|2022-01-08|1951.0|0|1950.0|0|16.0|0|0.0|100
0|2022-01-09|1951.0|0|1950.0|0|16.0|0|0.0|100
0|2022-01-10|1951.0|0|1950.0|0|16.0|0|0.0|100
0|2022-01-11|1951.0|0|1950.0|0|16.0|0|0.0|100
0|2022-01-12|1951.0|0|1950.0|0|25.0|0|0.0|100
0|2022-01-13|1951.0|0|1950.0|0|25.0|0|0.0|100
0|2022-01-14|1951.0|0|2106.0|0|25.0|0|0.0|100
0|2022-01-15|2107.0|0|2106.0|0|25.0|0|0.0|100
0|2022-01-16|2107.0|0|2106.0|0|25.0|0|0.0|100
0|2022-01-17|2107.0|0|0.0|100|25.0|0|0.0|100
