|dates|Yoakum_Texas_UnitedStates.JHU_ConfirmedCases.data|Yoakum_Texas_UnitedStates.JHU_ConfirmedCases.missing|Yoakum_Texas_UnitedStates.NYT_ConfirmedCases.data|Yoakum_Texas_UnitedStates.NYT_ConfirmedCases.missing|Yoakum_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Yoakum_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Yoakum_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Yoakum_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1181.0|0|1181.0|0|30.0|0|0.0|100
0|2021-10-18|1181.0|0|1181.0|0|30.0|0|0.0|100
0|2021-10-19|1188.0|0|1188.0|0|31.0|0|0.0|100
0|2021-10-20|1188.0|0|1188.0|0|31.0|0|0.0|100
0|2021-10-21|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2021-10-22|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2021-10-23|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2021-10-24|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2021-10-25|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2021-10-26|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2021-10-27|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2021-10-28|1231.0|0|1231.0|0|31.0|0|0.0|100
0|2021-10-29|1231.0|0|1231.0|0|32.0|0|0.0|100
0|2021-10-30|1231.0|0|1231.0|0|32.0|0|0.0|100
0|2021-10-31|1231.0|0|1231.0|0|32.0|0|0.0|100
0|2021-11-01|1231.0|0|1231.0|0|32.0|0|0.0|100
0|2021-11-02|1240.0|0|1240.0|0|32.0|0|0.0|100
0|2021-11-03|1242.0|0|1242.0|0|32.0|0|0.0|100
0|2021-11-04|1242.0|0|1242.0|0|32.0|0|0.0|100
0|2021-11-05|1242.0|0|1242.0|0|33.0|0|0.0|100
0|2021-11-06|1242.0|0|1242.0|0|33.0|0|0.0|100
0|2021-11-07|1242.0|0|1242.0|0|33.0|0|0.0|100
0|2021-11-08|1242.0|0|1242.0|0|33.0|0|0.0|100
0|2021-11-09|1242.0|0|1242.0|0|33.0|0|0.0|100
0|2021-11-10|1242.0|0|1242.0|0|33.0|0|0.0|100
0|2021-11-11|1255.0|0|1255.0|0|34.0|0|0.0|100
0|2021-11-12|1255.0|0|1255.0|0|34.0|0|0.0|100
0|2021-11-13|1255.0|0|1255.0|0|34.0|0|0.0|100
0|2021-11-14|1255.0|0|1255.0|0|34.0|0|0.0|100
0|2021-11-15|1255.0|0|1255.0|0|34.0|0|0.0|100
0|2021-11-16|1255.0|0|1255.0|0|34.0|0|0.0|100
0|2021-11-17|1255.0|0|1255.0|0|34.0|0|0.0|100
0|2021-11-18|1260.0|0|1260.0|0|34.0|0|0.0|100
0|2021-11-19|1260.0|0|1260.0|0|34.0|0|0.0|100
