|dates|Bronx_NewYork_UnitedStates.JHU_ConfirmedCases.data|Bronx_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Bronx_NewYork_UnitedStates.NYT_ConfirmedCases.data|Bronx_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Bronx_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Bronx_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Bronx_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Bronx_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|206791.0|0|0.0|100|6745.0|0|0.0|100
0|2021-10-18|207152.0|0|0.0|100|6748.0|0|0.0|100
0|2021-10-19|207326.0|0|0.0|100|6748.0|0|0.0|100
0|2021-10-20|207500.0|0|0.0|100|6750.0|0|0.0|100
0|2021-10-21|207662.0|0|0.0|100|6751.0|0|0.0|100
0|2021-10-22|207802.0|0|0.0|100|6754.0|0|0.0|100
0|2021-10-23|207802.0|0|0.0|100|6754.0|0|0.0|100
0|2021-10-24|207802.0|0|0.0|100|6754.0|0|0.0|100
0|2021-10-25|208154.0|0|0.0|100|6756.0|0|0.0|100
0|2021-10-26|208298.0|0|0.0|100|6758.0|0|0.0|100
0|2021-10-27|208382.0|0|0.0|100|6761.0|0|0.0|100
0|2021-10-28|208382.0|0|0.0|100|6761.0|0|0.0|100
0|2021-10-29|208561.0|0|0.0|100|6762.0|0|0.0|100
0|2021-10-30|208561.0|0|0.0|100|6762.0|0|0.0|100
0|2021-10-31|208561.0|0|0.0|100|6762.0|0|0.0|100
0|2021-11-01|209019.0|0|0.0|100|6763.0|0|0.0|100
0|2021-11-02|209098.0|0|0.0|100|6766.0|0|0.0|100
0|2021-11-03|209194.0|0|0.0|100|6764.0|0|0.0|100
0|2021-11-04|209321.0|0|0.0|100|6769.0|0|0.0|100
0|2021-11-05|209426.0|0|0.0|100|6775.0|0|0.0|100
0|2021-11-06|209426.0|0|0.0|100|6775.0|0|0.0|100
0|2021-11-07|209426.0|0|0.0|100|6775.0|0|0.0|100
0|2021-11-08|209784.0|0|0.0|100|6776.0|0|0.0|100
0|2021-11-09|209924.0|0|0.0|100|6778.0|0|0.0|100
0|2021-11-10|210017.0|0|0.0|100|6779.0|0|0.0|100
0|2021-11-11|210200.0|0|0.0|100|6781.0|0|0.0|100
0|2021-11-12|210345.0|0|0.0|100|6783.0|0|0.0|100
0|2021-11-13|210345.0|0|0.0|100|6783.0|0|0.0|100
0|2021-11-14|210345.0|0|0.0|100|6783.0|0|0.0|100
0|2021-11-15|210741.0|0|0.0|100|6787.0|0|0.0|100
0|2021-11-16|210904.0|0|0.0|100|6790.0|0|0.0|100
0|2021-11-17|211040.0|0|0.0|100|6792.0|0|0.0|100
0|2021-11-18|211240.0|0|0.0|100|6792.0|0|0.0|100
0|2021-11-19|211445.0|0|0.0|100|6795.0|0|0.0|100
0|2021-11-20|211445.0|0|0.0|100|6795.0|0|0.0|100
0|2021-11-21|211920.0|0|0.0|100|6797.0|0|0.0|100
0|2021-11-22|212028.0|0|0.0|100|6797.0|0|0.0|100
0|2021-11-23|212224.0|0|0.0|100|6798.0|0|0.0|100
0|2021-11-24|212370.0|0|0.0|100|6802.0|0|0.0|100
0|2021-11-25|212370.0|0|0.0|100|6802.0|0|0.0|100
0|2021-11-26|212709.0|0|0.0|100|6803.0|0|0.0|100
0|2021-11-27|212709.0|0|0.0|100|6803.0|0|0.0|100
0|2021-11-28|212709.0|0|0.0|100|6803.0|0|0.0|100
0|2021-11-29|213189.0|0|0.0|100|6803.0|0|0.0|100
0|2021-11-30|213364.0|0|0.0|100|6806.0|0|0.0|100
0|2021-12-01|213593.0|0|0.0|100|6810.0|0|0.0|100
0|2021-12-02|213906.0|0|0.0|100|6811.0|0|0.0|100
0|2021-12-03|214242.0|0|0.0|100|6810.0|0|0.0|100
0|2021-12-04|214242.0|0|0.0|100|6810.0|0|0.0|100
0|2021-12-05|214242.0|0|0.0|100|6810.0|0|0.0|100
0|2021-12-06|215197.0|0|0.0|100|6813.0|0|0.0|100
0|2021-12-07|215588.0|0|0.0|100|6818.0|0|0.0|100
0|2021-12-08|215817.0|0|0.0|100|6824.0|0|0.0|100
0|2021-12-09|216326.0|0|0.0|100|6826.0|0|0.0|100
0|2021-12-10|216715.0|0|0.0|100|6831.0|0|0.0|100
0|2021-12-11|216715.0|0|0.0|100|6831.0|0|0.0|100
0|2021-12-12|216715.0|0|0.0|100|6831.0|0|0.0|100
0|2021-12-13|217895.0|0|0.0|100|6836.0|0|0.0|100
0|2021-12-14|217895.0|0|0.0|100|6836.0|0|0.0|100
0|2021-12-15|218935.0|0|0.0|100|6843.0|0|0.0|100
0|2021-12-16|219812.0|0|0.0|100|6842.0|0|0.0|100
0|2021-12-17|220815.0|0|0.0|100|6847.0|0|0.0|100
0|2021-12-18|220815.0|0|0.0|100|6847.0|0|0.0|100
0|2021-12-19|222771.0|0|0.0|100|6852.0|0|0.0|100
0|2021-12-20|224238.0|0|0.0|100|6852.0|0|0.0|100
0|2021-12-21|225850.0|0|0.0|100|6857.0|0|0.0|100
0|2021-12-22|227822.0|0|0.0|100|6860.0|0|0.0|100
0|2021-12-23|230274.0|0|0.0|100|6861.0|0|0.0|100
0|2021-12-24|230274.0|0|0.0|100|6861.0|0|0.0|100
0|2021-12-25|230274.0|0|0.0|100|6861.0|0|0.0|100
0|2021-12-26|235568.0|0|0.0|100|6861.0|0|0.0|100
0|2021-12-27|244870.0|0|0.0|100|6875.0|0|0.0|100
0|2021-12-28|251525.0|0|0.0|100|6877.0|0|0.0|100
0|2021-12-29|257078.0|0|0.0|100|6890.0|0|0.0|100
0|2021-12-30|264466.0|0|0.0|100|6898.0|0|0.0|100
0|2021-12-31|273105.0|0|0.0|100|6906.0|0|0.0|100
0|2022-01-01|281573.0|0|0.0|100|6913.0|0|0.0|100
0|2022-01-02|288556.0|0|0.0|100|6925.0|0|0.0|100
0|2022-01-03|295914.0|0|0.0|100|6929.0|0|0.0|100
0|2022-01-04|302120.0|0|0.0|100|6940.0|0|0.0|100
0|2022-01-05|309787.0|0|0.0|100|6956.0|0|0.0|100
0|2022-01-06|316241.0|0|0.0|100|6973.0|0|0.0|100
0|2022-01-07|326177.0|0|0.0|100|6991.0|0|0.0|100
0|2022-01-08|327901.0|0|0.0|100|6991.0|0|0.0|100
0|2022-01-09|343370.0|0|0.0|100|7006.0|0|0.0|100
0|2022-01-10|349768.0|0|0.0|100|7011.0|0|0.0|100
0|2022-01-11|355068.0|0|0.0|100|7041.0|0|0.0|100
0|2022-01-12|359858.0|0|0.0|100|7060.0|0|0.0|100
0|2022-01-13|359858.0|0|0.0|100|7060.0|0|0.0|100
0|2022-01-14|369814.0|0|0.0|100|7109.0|0|0.0|100
0|2022-01-15|369814.0|0|0.0|100|7109.0|0|0.0|100
0|2022-01-16|370987.0|0|0.0|100|7109.0|0|0.0|100
0|2022-01-17|382144.0|0|0.0|100|7152.0|0|0.0|100
